discipline,Competitor,DOB,Mark,WIND,Nat,Venue,Meeting,Date,year,Pos,tier,group,competitionId,source
women_LJ,Maddie WILSON,05 APR 2002,6.37,1.2,NZL,"Douglas Track & Field, Auckland (NZL)",Sir Graeme Douglas International,08 FEB 2026,2026,1.0,C,Continental Tour,7230814,worldwide
women_LJ,Esraa OWIS,15 OCT 1997,6.35,0.5,EGY,"Suez Canal Authority Stadium, Ismailia (EGY)",Egypt Winter Cup,23 FEB 2026,2026,1.0,D,Continental Tour,7237631,worldwide
women_LJ,Delta AMIDZOVSKI,23 AUG 2006,6.62,0.0,AUS,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,1.0,C,Continental Tour,7232365,worldwide
women_LJ,Samantha DALE,30 JUN 2001,6.31,0.2,AUS,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,3.0,C,Continental Tour,7232365,worldwide
women_LJ,Brooke BUSCHKUEHL,12 JUL 1993,6.48,0.0,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,1.0,C,Continental Tour,7232366,worldwide
women_LJ,Delta AMIDZOVSKI,23 AUG 2006,6.46,-0.5,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,2.0,C,Continental Tour,7232366,worldwide
women_LJ,Monae' NICHOLS,24 NOV 1998,7.07,+2.6,USA,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,1.0,B,Continental Tour,7236487,worldwide
women_LJ,Taliyah BROOKS,08 FEB 1995,6.87,+2.8,USA,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,2.0,B,Continental Tour,7236487,worldwide
women_LJ,Ackelia SMITH,05 FEB 2002,6.86,+4.3,JAM,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,3.0,B,Continental Tour,7236487,worldwide
women_LJ,Tacoria HUMPHREY,02 JAN 2003,6.18,+2.3,USA,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,5.0,B,Continental Tour,7236487,worldwide
women_LJ,Monae' NICHOLS,24 NOV 1998,6.95,+0.3,USA,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,,B,Continental Tour,7236487,worldwide
women_LJ,Taliyah BROOKS,08 FEB 1995,6.69,+1.4,USA,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,,B,Continental Tour,7236487,worldwide
women_LJ,Ackelia SMITH,05 FEB 2002,6.45,+0.8,JAM,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,,B,Continental Tour,7236487,worldwide
women_LJ,Tacoria HUMPHREY,02 JAN 2003,5.98,-0.1,USA,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,,B,Continental Tour,7236487,worldwide
women_LJ,Esraa OWIS,15 OCT 1997,6.46,NWI,EGY,"The Olympic Center For Training National Teams, Cairo (EGY)",Egyptian Championships,11 APR 2026,2026,1.0,F,National Championships,7236983,worldwide
