discipline,Competitor,DOB,Mark,WIND,Nat,Venue,Meeting,Date,year,Pos,tier,group,competitionId,source
women_800m,Tess KIRSOPP-COLE,02 DEC 1999,2:03.63,,AUS,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,3.0,C,Continental Tour,7232365,worldwide
women_800m,Nozomi TANAKA,04 SEP 1999,2:05.64,,JPN,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,5.0,C,Continental Tour,7232365,worldwide
women_800m,Abbey CALDWELL,03 JUL 2001,2:00.04,,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,1.0,C,Continental Tour,7232366,worldwide
women_800m,Aaliyah MILLER,28 AUG 1998,2:05.81,,USA,"Mike A. Myers Stadium, Austin, TX (USA)",Clyde Littlefield Texas Relays presented by Truist,02 APR 2026,2026,4.0,D,Continental Tour,7237530,worldwide
women_800m,Rachel GEARING,18 DEC 1999,2:02.82,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,5.0,D,Continental Tour,7235940,worldwide
women_800m,Hannah SEGRAVE,14 APR 1995,2:07.07,,IRL,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,8.0,D,Continental Tour,7235940,worldwide
women_800m,Abbey CALDWELL,03 JUL 2001,1:58.57,,AUS,"Olympic Park, Sydney (AUS)",Australian Championships,12 APR 2026,2026,1.0,B,National Championships,7232772,worldwide
women_800m,Claudia HOLLINGSWORTH,12 APR 2005,1:58.91,,AUS,"Olympic Park, Sydney (AUS)",Australian Championships,12 APR 2026,2026,2.0,B,National Championships,7232772,worldwide
women_800m,Sarah BILLINGS,07 MAR 1998,1:59.23,,AUS,"Olympic Park, Sydney (AUS)",Australian Championships,12 APR 2026,2026,3.0,B,National Championships,7232772,worldwide
women_800m,Catriona BISSET,01 MAR 1994,DNS,,AUS,"Olympic Park, Sydney (AUS)",Australian Championships,12 APR 2026,2026,,B,National Championships,7232772,worldwide
