discipline,Competitor,DOB,Mark,WIND,Nat,Venue,Meeting,Date,year,Pos,tier,group,competitionId,source
men_1500m,Peyton CRAIG,28 MAR 2005,3:44.57,,AUS,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,1.0,C,Continental Tour,7232365,worldwide
men_1500m,Jesse HUNT,28 JUL 1998,3:58.03,,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,14.0,C,Continental Tour,7232366,worldwide
men_1500m,Endashaw RETA,21 JUN 2005,3:39.69,,ETH,"Ethiopian Sport Academy, Addis Ababa (ETH)",Ethiopian Championships,29 MAR 2026,2026,1.0,B,National Championships,7234052,worldwide
men_1500m,Ashenafi EMANA,15 MAR 2005,3:40.17,,ETH,"Ethiopian Sport Academy, Addis Ababa (ETH)",Ethiopian Championships,29 MAR 2026,2026,2.0,B,National Championships,7234052,worldwide
men_1500m,Adehena KASAYE,13 SEP 2003,3:41.92,,ETH,"Ethiopian Sport Academy, Addis Ababa (ETH)",Ethiopian Championships,29 MAR 2026,2026,5.0,B,National Championships,7234052,worldwide
men_1500m,Melese NBERET,29 JAN 2001,3:42.87,,ETH,"Ethiopian Sport Academy, Addis Ababa (ETH)",Ethiopian Championships,29 MAR 2026,2026,6.0,B,National Championships,7234052,worldwide
men_1500m,Wegene ADISU,27 MAY 2004,3:48.51,,ETH,"Ethiopian Sport Academy, Addis Ababa (ETH)",Ethiopian Championships,29 MAR 2026,2026,12.0,B,National Championships,7234052,worldwide
men_1500m,Cameron MYERS,09 JUN 2006,3:30.42,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,1.0,A,Continental Tour,7232016,worldwide
men_1500m,Adam SPENCER,04 OCT 2001,3:37.51,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,2.0,A,Continental Tour,7232016,worldwide
men_1500m,Callum DAVIES,18 JUL 1999,3:39.03,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,3.0,A,Continental Tour,7232016,worldwide
men_1500m,Ryuji MIURA,11 FEB 2002,3:42.84,,JPN,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,6.0,A,Continental Tour,7232016,worldwide
men_1500m,Brad MATHAS,24 JUN 1993,DNF,,NZL,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,,A,Continental Tour,7232016,worldwide
men_1500m,Tiarnan CRORKEN,13 JUN 1999,DNF,,GBR,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,,A,Continental Tour,7232016,worldwide
men_1500m,Jack ANSTEY,08 APR 1997,DNF,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,,A,Continental Tour,7232016,worldwide
men_1500m,Robert FARKEN,20 SEP 1997,DNF,,GER,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,,A,Continental Tour,7232016,worldwide
men_1500m,Jude THOMAS,17 MAR 2002,DNF,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,,A,Continental Tour,7232016,worldwide
men_1500m,Oliver HOARE,29 JAN 1997,3:35.82,,AUS,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",The TEN,28 MAR 2026,2026,1.0,B,Continental Tour,7233290,worldwide
men_1500m,Waleed SULIMAN,22 SEP 1998,3:35.88,,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",The TEN,28 MAR 2026,2026,2.0,B,Continental Tour,7233290,worldwide
men_1500m,Dylan JACOBS,15 JUN 2000,3:36.10,,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",The TEN,28 MAR 2026,2026,3.0,B,Continental Tour,7233290,worldwide
men_1500m,Brandon MILLER,30 JAN 2002,3:37.14,,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",The TEN,28 MAR 2026,2026,5.0,B,Continental Tour,7233290,worldwide
