discipline,Competitor,DOB,Mark,WIND,Nat,Venue,Meeting,Date,year,Pos,tier,group,competitionId,source
women_400m,Maddie WILSON,05 APR 2002,55.73,,NZL,"Cooks Gardens, Whanganui (NZL)",Pak'n Save Cooks International Classic,24 JAN 2026,2026,2.0,C,Continental Tour,7230813,worldwide
women_400m,Marli WILKINSON,29 JUN 2000,53.57,,AUS,"Douglas Track & Field, Auckland (NZL)",Sir Graeme Douglas International,08 FEB 2026,2026,1.0,C,Continental Tour,7230814,worldwide
women_400m,Ellie BEER,03 JAN 2003,52.29,,AUS,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,2.0,C,Continental Tour,7232367,worldwide
women_400m,Ellie BEER,03 JAN 2003,52.51,,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,2.0,C,Continental Tour,7232366,worldwide
women_400m,Sarah CARLI,05 SEP 1994,52.58,,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,3.0,C,Continental Tour,7232366,worldwide
women_400m,Bendere OBOYA,17 APR 2000,54.20,,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,7.0,C,Continental Tour,7232366,worldwide
women_400m,Shericka JACKSON,16 JUL 1994,52.04,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #18,21 MAR 2026,2026,1.0,D,Continental Tour,7237812,worldwide
women_400m,Rushell CLAYTON,18 OCT 1992,52.57,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #18,21 MAR 2026,2026,2.0,D,Continental Tour,7237812,worldwide
women_400m,Shiann SALMON,31 MAR 1999,53.28,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #18,21 MAR 2026,2026,3.0,D,Continental Tour,7237812,worldwide
women_400m,Anthonique STRACHAN,22 AUG 1993,DNF,,BAH,"National Stadium, Kingston (JAM)",Velocity Fest #18,21 MAR 2026,2026,,D,Continental Tour,7237812,worldwide
women_400m,Ellie BEER,03 JAN 2003,52.34,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,27 MAR 2026,2026,1.0,A,Continental Tour,7232016,worldwide
women_400m,Maya VALMON,08 JUL 2002,51.04,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,1.0,D,Continental Tour,7235940,worldwide
women_400m,Zaya AKINS,30 AUG 2005,52.04,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,5.0,D,Continental Tour,7235940,worldwide
women_400m,Damaris MUTUNGA,30 DEC 2005,52.89,,KEN,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,6.0,D,Continental Tour,7235940,worldwide
women_400m,Galefele MOROKO,16 APR 1997,53.31,,BOT,"National Stadium, Gaborone (BOT)",Botswana Championships,04 APR 2026,2026,4.0,B,National Championships,7241518,worldwide
women_400m,Christine BOTLOGETSWE,01 OCT 1995,56.53,,BOT,"National Stadium, Gaborone (BOT)",Botswana Championships,04 APR 2026,2026,8.0,B,National Championships,7241518,worldwide
women_400m,Dianna PROCTOR,25 APR 2005,52.51,,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",Bryan Clay Invitational,18 APR 2026,2026,1.0,D,Continental Tour,7237976,worldwide
women_400m,Ellie BEER,03 JAN 2003,52.13,,AUS,"Olympic Park, Sydney (AUS)",Australian Championships,11 APR 2026,2026,1.0,B,National Championships,7232772,worldwide
women_400m,Mia GROSS,18 APR 2001,52.71,,AUS,"Olympic Park, Sydney (AUS)",Australian Championships,11 APR 2026,2026,2.0,B,National Championships,7232772,worldwide
women_400m,Martina WEIL,12 JUL 1999,52.29,,CHI,"Pista Atlética Mario Recordón, Santiago de Chile (CHI)",Chilean Championships,11 APR 2026,2026,1.0,B,National Championships,7236143,worldwide
women_400m,Galefele MOROKO,16 APR 1997,53.70,,BOT,"University of Botswana Stadium, Gaborone (BOT)",Road-To-Botswana Golden Grand Prix,11 APR 2026,2026,1.0,D,Continental Tour,7228517,worldwide
women_400m,Marlie VILJOEN,01 AUG 2000,51.72,,RSA,"Coetzenburg Stadium, Stellenbosch (RSA)",South African Championships,18 APR 2026,2026,1.,B,National Championships,7237289,worldwide
women_400m,Nicole CAICEDO,02 SEP 2000,52.49,,ECU,"La Vicentina, Quito (ECU)",Ecuadorean Championships,18 APR 2026,2026,1.,B,National Championships,7236979,worldwide
women_400m,Anabel MEDINA VENTURA,15 DEC 1996,DQ,,DOM,"La Vicentina, Quito (ECU)",Ecuadorean Championships,18 APR 2026,2026,OC,B,National Championships,7236979,worldwide
women_400m,Kemi ADEKOYA,16 JAN 1993,50.28,,BRN,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,1.,C,Continental Tour,7239468,worldwide
women_400m,Mercy CHEBET,02 JAN 2002,51.38,,KEN,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,2.,C,Continental Tour,7239468,worldwide
women_400m,Patience Okon GEORGE,25 NOV 1991,51.70,,NGR,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,3.,C,Continental Tour,7239468,worldwide
women_400m,Paris PEOPLES,27 MAY 2000,52.11,,USA,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,5.,C,Continental Tour,7239468,worldwide
women_400m,Jessica WRIGHT,26 MAR 2000,53.47,,USA,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,8.,C,Continental Tour,7239468,worldwide
women_400m,Martina WEIL,12 JUL 1999,51.99,,CHI,"Pista Atlética Mario Recordón, Santiago de Chile (CHI)",Continental Tour Orlando Guaita,19 APR 2026,2026,1.,C,Continental Tour,7239057,worldwide
women_400m,Maria Alejandra ROCHA,12 AUG 2000,52.61,,COL,"Pista Atlética Mario Recordón, Santiago de Chile (CHI)",Continental Tour Orlando Guaita,19 APR 2026,2026,3.,C,Continental Tour,7239057,worldwide
women_400m,Sada WILLIAMS,01 DEC 1997,51.38,,BAR,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,1.,D,Continental Tour,7238860,worldwide
women_400m,Shericka JACKSON,16 JUL 1994,52.55,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,2.,D,Continental Tour,7238860,worldwide
women_400m,Shiann SALMON,31 MAR 1999,52.77,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,3.,D,Continental Tour,7238860,worldwide
women_400m,Rosey EFFIONG,08 MAY 2001,51.74,,USA,"Franklin Field, Philadelphia, PA (USA)",Penn Relay Carnival,25 APR 2026,2026,1.,B,Continental Tour,7234852,worldwide
women_400m,Bailey LEAR,17 MAR 2001,51.94,,USA,"Franklin Field, Philadelphia, PA (USA)",Penn Relay Carnival,25 APR 2026,2026,2.,B,Continental Tour,7234852,worldwide
women_400m,Talitha DIGGS,22 AUG 2002,52.35,,USA,"Franklin Field, Philadelphia, PA (USA)",Penn Relay Carnival,25 APR 2026,2026,3.,B,Continental Tour,7234852,worldwide
women_400m,Gabby SCOTT,13 JAN 1997,52.80,,PUR,"Franklin Field, Philadelphia, PA (USA)",Penn Relay Carnival,25 APR 2026,2026,4.,B,Continental Tour,7234852,worldwide
women_400m,Leah ANDERSON,01 DEC 1999,52.98,,JAM,"Franklin Field, Philadelphia, PA (USA)",Penn Relay Carnival,25 APR 2026,2026,5.,B,Continental Tour,7234852,worldwide
women_400m,Wadeline VENLOGH,19 FEB 1998,53.16,,HAI,"Franklin Field, Philadelphia, PA (USA)",Penn Relay Carnival,25 APR 2026,2026,6.,B,Continental Tour,7234852,worldwide
women_400m,Sage HURTA-KLECKER,23 JUN 1998,55.31,,USA,"Franklin Field, Philadelphia, PA (USA)",Penn Relay Carnival,25 APR 2026,2026,7.,B,Continental Tour,7234852,worldwide
women_400m,Mercy Adongo OKETCH,30 JUL 2002,50.17,,KEN,"Nyayo National Stadium, Nairobi (KEN)",Kip Keino Classic,24 APR 2026,2026,1.,A,Continental Tour,7233226,worldwide
women_400m,Paris PEOPLES,27 MAY 2000,51.06,,USA,"Nyayo National Stadium, Nairobi (KEN)",Kip Keino Classic,24 APR 2026,2026,2.,A,Continental Tour,7233226,worldwide
