discipline,Competitor,DOB,Mark,WIND,Nat,Venue,Meeting,Date,year,Pos,tier,group,competitionId,source
men_800m,Samuel TANNER,24 AUG 2000,1:45.94,,NZL,"Mitre10 Sports Park, Hastings (NZL)",Allan & Sylvia Potts Classic,17 JAN 2026,2026,2.0,D,Continental Tour,7231313,worldwide
men_800m,Peter BOL,22 FEB 1994,1:43.89,,AUS,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,1.0,C,Continental Tour,7232367,worldwide
men_800m,Tiarnan CRORKEN,13 JUN 1999,1:44.53,,GBR,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,3.0,C,Continental Tour,7232367,worldwide
men_800m,Luke BOYES,05 NOV 2003,1:45.16,,AUS,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,4.0,C,Continental Tour,7232367,worldwide
men_800m,Mikuto KANEKO,06 NOV 2001,1:46.24,,JPN,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,6.0,C,Continental Tour,7232367,worldwide
men_800m,Junya MATSUMOTO,28 SEP 2000,1:46.37,,JPN,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,7.0,C,Continental Tour,7232367,worldwide
men_800m,Mason COHEN,19 SEP 1996,1:47.17,,AUS,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,8.0,C,Continental Tour,7232367,worldwide
men_800m,Peter BOL,22 FEB 1994,1:47.07,,AUS,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,1.0,C,Continental Tour,7232365,worldwide
men_800m,Junya MATSUMOTO,28 SEP 2000,1:48.36,,JPN,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,3.0,C,Continental Tour,7232365,worldwide
men_800m,Mikuto KANEKO,06 NOV 2001,1:48.81,,JPN,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,4.0,C,Continental Tour,7232365,worldwide
