discipline,Competitor,DOB,Mark,WIND,Nat,Venue,Meeting,Date,year,Pos,tier,group,competitionId,source
women_100m,Zoe HOBBS,11 SEP 1997,11.09,,NZL,"Cooks Gardens, Whanganui (NZL)",Pak'n Save Cooks International Classic,24 JAN 2026,2026,1.0,C,Continental Tour,7230813,worldwide
women_100m,Zoe HOBBS,11 SEP 1997,10.99,,NZL,"Douglas Track & Field, Auckland (NZL)",Sir Graeme Douglas International,08 FEB 2026,2026,1.0,C,Continental Tour,7230814,worldwide
women_100m,Rosie ELLIOTT,06 NOV 1997,11.89,,NZL,"Douglas Track & Field, Auckland (NZL)",Sir Graeme Douglas International,08 FEB 2026,2026,5.0,C,Continental Tour,7230814,worldwide
women_100m,Zoe HOBBS,11 SEP 1997,11.07,,NZL,"WA Athletics Stadium, Perth (AUS)",Perth Track Classic,14 FEB 2026,2026,1.0,C,Continental Tour,7232367,worldwide
women_100m,Mia GROSS,18 APR 2001,11.64,,AUS,"Domain Athletic Centre, Hobart (AUS)",Hobart Track Classic,28 FEB 2026,2026,1.0,C,Continental Tour,7232365,worldwide
women_100m,Zoe HOBBS,11 SEP 1997,11.32,,NZL,"Douglas Track & Field, Auckland (NZL)",New Zealand Track & Field Championships,07 MAR 2026,2026,1.0,B,National Championships,7235518,worldwide
women_100m,Karimah DAVIS,23 NOV 1998,11.98,,USA,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,9.0,C,Continental Tour,7232366,worldwide
women_100m,Jura Lanconia LEVY,04 NOV 1990,11.43,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #18,21 MAR 2026,2026,2.0,D,Continental Tour,7237812,worldwide
women_100m,Nia WEDDERBURN-GOODISON,09 JAN 2005,11.46,,GBR,"National Stadium, Kingston (JAM)",Velocity Fest #18,21 MAR 2026,2026,3.0,D,Continental Tour,7237812,worldwide
women_100m,Cynteria JAMES,07 SEP 2005,11.29,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,2.0,D,Continental Tour,7235940,worldwide
women_100m,Alexis BROWN,16 JUL 2004,11.35,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,3.0,D,Continental Tour,7235940,worldwide
women_100m,JaMeesia FORD,26 JAN 2005,11.37,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,5.0,D,Continental Tour,7235940,worldwide
women_100m,Kelly UFODIAMA,09 JUN 2006,11.4,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,6.0,D,Continental Tour,7235940,worldwide
women_100m,Jade BROWN,02 MAY 2005,11.41,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,7.0,D,Continental Tour,7235940,worldwide
women_100m,Liranyi ALONSO,28 DEC 2005,11.0,,DOM,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,2.0,B,Continental Tour,7236487,worldwide
women_100m,Jodean WILLIAMS,11 NOV 1993,11.09,,JAM,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,3.0,B,Continental Tour,7236487,worldwide
women_100m,Leah BERTRAND,26 JUL 2002,11.14,,TTO,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,4.0,B,Continental Tour,7236487,worldwide
women_100m,Symone DARIUS,04 JUL 1998,11.18,,LBR,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,5.0,B,Continental Tour,7236487,worldwide
women_100m,Natasha MORRISON,17 NOV 1992,11.28,,JAM,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,6.0,B,Continental Tour,7236487,worldwide
women_100m,Beyonce DEFREITAS,09 MAR 2001,11.41,,IVB,"Ansin Sports Complex, Miramar, FL (USA)",Miramar Invitational,04 APR 2026,2026,7.0,B,Continental Tour,7236487,worldwide
women_100m,Viwe JINGQI,17 FEB 2005,11.4,,RSA,"McArthur Stadium, Potchefstroom (RSA)",Hezekiel Sepeng Invitational,08 APR 2026,2026,1.0,D,Continental Tour,7237627,worldwide
women_100m,Riley DAY,30 MAR 2000,11.65,,AUS,"Olympic Park, Sydney (AUS)",Australian Championships,11 APR 2026,2026,5.0,B,National Championships,7232772,worldwide
women_100m,Lisa RAYE,19 JAN 2008,11.57,,TTO,"Percy Beard Track, Gainesville, FL (USA)",Tom Jones Memorial,18 APR 2026,2026,2.0,D,Continental Tour,7235850,worldwide
women_100m,Viwe JINGQI,17 FEB 2005,11.55,,RSA,"Coetzenburg Stadium, Stellenbosch (RSA)",South African Championships,16 APR 2026,2026,2.0,B,National Championships,7237289,worldwide
women_100m,Ángela Gabriela TENORIO,27 JAN 1996,11.20,,ECU,"La Vicentina, Quito (ECU)",Ecuadorean Championships,17 APR 2026,2026,1.0,B,National Championships,7236979,worldwide
women_100m,Vitoria Cristina ROSA,12 JAN 1996,11.90,,BRA,"CeNARD, Buenos Aires (ARG)",Challenger Continental Tour Ciudad de Buenos Aires,18 APR 2026,2026,3.0,D,Continental Tour,7239582,worldwide
women_100m,Gabrielle THOMAS,07 DEC 1996,11.13,,USA,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,1.0,C,Continental Tour,7239468,worldwide
women_100m,Cambrea STURGIS,27 MAR 1999,11.36,,USA,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,3.0,C,Continental Tour,7239468,worldwide
women_100m,Maia MCCOY,09 DEC 1996,11.40,,USA,"Addis Ababa Stadium, Addis Ababa (ETH)",Addis Ababa Grand Prix,18 APR 2026,2026,4.0,C,Continental Tour,7239468,worldwide
women_100m,Jonielle SMITH,30 JAN 1996,10.99,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,2.0,D,Continental Tour,7238860,worldwide
women_100m,Jodean WILLIAMS,11 NOV 1993,11.09,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,3.0,D,Continental Tour,7238860,worldwide
women_100m,Theianna-Lee TERRELONGE,17 OCT 2007,11.36,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,4.0,D,Continental Tour,7238860,worldwide
women_100m,Jura Lanconia LEVY,04 NOV 1990,11.51,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,5.0,D,Continental Tour,7238860,worldwide
women_100m,Elaine THOMPSON-HERAH,28 JUN 1992,DNS,,JAM,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,,D,Continental Tour,7238860,worldwide
women_100m,Shaniqua BASCOMBE,08 NOV 2003,DNS,,TTO,"National Stadium, Kingston (JAM)",Velocity Fest #19,19 APR 2026,2026,,D,Continental Tour,7238860,worldwide
women_100m,Gabrielle THOMAS,07 DEC 1996,11.01,,USA,"Nyayo National Stadium, Nairobi (KEN)",Kip Keino Classic,24 APR 2026,2026,1.0,A,Continental Tour,7233226,worldwide
women_100m,Cambrea STURGIS,27 MAR 1999,11.15,,USA,"Nyayo National Stadium, Nairobi (KEN)",Kip Keino Classic,24 APR 2026,2026,2.0,A,Continental Tour,7233226,worldwide
women_100m,Maia MCCOY,09 DEC 1996,11.18,,USA,"Nyayo National Stadium, Nairobi (KEN)",Kip Keino Classic,24 APR 2026,2026,3.0,A,Continental Tour,7233226,worldwide
women_100m,Rayniah JONES,28 SEP 2001,11.42,,USA,"Nyayo National Stadium, Nairobi (KEN)",Kip Keino Classic,24 APR 2026,2026,4.0,A,Continental Tour,7233226,worldwide
women_100m,Semira KILLEBREW,30 MAR 2001,11.57,,USA,"Nyayo National Stadium, Nairobi (KEN)",Kip Keino Classic,24 APR 2026,2026,6.0,A,Continental Tour,7233226,worldwide
women_100m,Gabrielle THOMAS,07 DEC 1996,10.95,,USA,"National Stadium, Gaborone (BOT)",Botswana Golden Grand Prix,26 APR 2026,2026,1.0,B,Continental Tour,7229642,worldwide
women_100m,Cambrea STURGIS,27 MAR 1999,11.07,,USA,"National Stadium, Gaborone (BOT)",Botswana Golden Grand Prix,26 APR 2026,2026,2.0,B,Continental Tour,7229642,worldwide
