discipline,Competitor,DOB,Mark,WIND,Nat,Venue,Meeting,Date,year,Pos,tier,group,competitionId,source
men_400m,Youssef Mohamed KARAM,15 JUL 1993,47.79,,KUW,Kuwait (KUW),Kuwaiti Championships,01 MAR 2026,2026,1.0,B,National Championships,7230944,worldwide
men_400m,Zane BRANCO,04 JAN 2000,46.16,,AUS,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,3.0,C,Continental Tour,7232366,worldwide
men_400m,Kyle GALE,11 JAN 2002,50.37,,BAR,"SA Athletic Stadium, Adelaide (AUS)",Adelaide Invitational,14 MAR 2026,2026,7.0,C,Continental Tour,7232366,worldwide
men_400m,Brendon RODNEY,09 APR 1992,47.36,,CAN,"National Stadium, Kingston (JAM)",Velocity Fest #18,21 MAR 2026,2026,3.0,D,Continental Tour,7237812,worldwide
men_400m,Jacory PATTERSON,02 FEB 2000,44.41,,USA,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,1.,A,Continental Tour,7232016,worldwide
men_400m,Reece HOLDER,20 AUG 2002,45.16,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,4.,A,Continental Tour,7232016,worldwide
men_400m,Aidan MURPHY,14 OCT 2003,45.23,,AUS,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,5.,A,Continental Tour,7232016,worldwide
men_400m,Fuga SATO,01 JUN 1996,45.42,,JPN,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,6.,A,Continental Tour,7232016,worldwide
men_400m,Kalinga HEWA KUMARAGE,25 SEP 1992,46.3,,SRI,"Lakeside Stadium, Melbourne (AUS)",Maurie Plant Meet,28 MAR 2026,2026,8.,A,Continental Tour,7232016,worldwide
men_400m,Josiah WRICE,,44.96,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,1.,D,Continental Tour,7235940,worldwide
men_400m,George John FRANKS,24 FEB 2004,45.97,,GRE,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,5.,D,Continental Tour,7235940,worldwide
men_400m,Charlie BARTHOLOMEW,04 MAY 2003,46.33,,USA,"Percy Beard Track, Gainesville, FL (USA)",Pepsi Florida Relays,04 APR 2026,2026,7.,D,Continental Tour,7235940,worldwide
men_400m,Bayapo NDORI,20 JUN 1999,44.62,,BOT,"National Stadium, Gaborone (BOT)",Botswana Championships,04 APR 2026,2026,1.,B,National Championships,7241518,worldwide
men_400m,Lee EPPIE,18 MAY 1999,45.02,,BOT,"National Stadium, Gaborone (BOT)",Botswana Championships,04 APR 2026,2026,2.,B,National Championships,7241518,worldwide
men_400m,Leungo SCOTCH,28 FEB 1996,45.64,,BOT,"National Stadium, Gaborone (BOT)",Botswana Championships,04 APR 2026,2026,3.,B,National Championships,7241518,worldwide
men_400m,Boitumelo MASILO,05 AUG 1995,46.2,,BOT,"National Stadium, Gaborone (BOT)",Botswana Championships,04 APR 2026,2026,6.,B,National Championships,7241518,worldwide
