athlete_name,country,discipline,year,season_best,career_best,pb_gap,meets_count,consistency,yoy_improvement,age
Faith KIPYEGON,KEN,women_1500m,2021,231.07,229.11,1.96,9,4.3352,0.0,27.7
Faith KIPYEGON,KEN,women_1500m,2022,230.37,229.11,1.26,6,6.2547,0.7,27.7
Faith KIPYEGON,KEN,women_1500m,2023,229.11,229.11,0.0,2,6.6892,1.26,27.7
Sifan HASSAN,NED,women_1500m,2021,233.6,233.6,0.0,7,4.0968,0.0,28.6
Sifan HASSAN,NED,women_1500m,2023,238.12,233.6,4.52,1,0.0,-4.52,28.6
Gudaf TSEGAY,ETH,women_1500m,2021,234.01,234.01,0.0,1,0.0,0.0,25.1
Gudaf TSEGAY,ETH,women_1500m,2022,234.21,234.01,0.2,6,3.8463,-0.2,25.1
Gudaf TSEGAY,ETH,women_1500m,2023,234.03,234.01,0.02,1,0.0,-0.02,25.1
Laura MUIR,GBR,women_1500m,2021,234.5,234.5,0.0,7,4.3151,0.0,29.1
Laura MUIR,GBR,women_1500m,2022,235.28,234.5,0.78,11,3.6977,-0.78,29.1
Laura MUIR,GBR,women_1500m,2023,237.09,234.5,2.59,1,0.0,-2.59,29.1
Freweyni HAILU,ETH,women_1500m,2021,236.28,236.28,0.0,8,3.5851,0.0,21.3
Freweyni HAILU,ETH,women_1500m,2022,236.94,236.28,0.66,7,2.6496,-0.66,21.3
Freweyni HAILU,ETH,women_1500m,2023,237.65,236.28,1.37,2,1.8668,-1.37,21.3
Ciara MAGEEAN,IRL,women_1500m,2021,242.48,236.63,5.85,3,2.427,0.0,30.4
Ciara MAGEEAN,IRL,women_1500m,2022,236.63,236.63,0.0,7,3.0709,5.85,30.4
Ciara MAGEEAN,IRL,women_1500m,2023,240.95,236.63,4.32,2,2.2345,-4.32,30.4
Diribe WELTEJI,ETH,women_1500m,2021,238.93,236.91,2.02,2,1.2374,0.0,20.2
Diribe WELTEJI,ETH,women_1500m,2022,236.91,236.91,0.0,6,1.9419,2.02,20.2
Diribe WELTEJI,ETH,women_1500m,2023,237.38,236.91,0.47,3,1.025,-0.47,20.2
Jessica HULL,AUS,women_1500m,2021,238.81,237.29,1.52,7,2.444,0.0,25.7
Jessica HULL,AUS,women_1500m,2022,239.31,237.29,2.02,9,2.6892,-0.5,25.7
Jessica HULL,AUS,women_1500m,2023,237.29,237.29,0.0,5,3.7777,1.52,25.7
Hirut MESHESHA,ETH,women_1500m,2021,239.43,237.3,2.13,5,3.0241,0.0,21.5
Hirut MESHESHA,ETH,women_1500m,2022,237.3,237.3,0.0,8,3.3732,2.13,21.5
Hirut MESHESHA,ETH,women_1500m,2023,237.87,237.3,0.57,3,2.4839,-0.57,21.5
Birke HAYLOM,ETH,women_1500m,2022,242.25,237.66,4.59,2,1.4284,0.0,17.3
Birke HAYLOM,ETH,women_1500m,2023,237.66,237.66,0.0,3,2.1058,4.59,17.3
Ellinor PURRIER ST. PIERRE,USA,women_1500m,2021,238.03,238.03,0.0,5,4.2986,0.0,26.4
Gabriela DEBUES-STAFFORD,CAN,women_1500m,2021,238.28,238.28,0.0,6,1.9546,0.0,25.9
Gabriela DEBUES-STAFFORD,CAN,women_1500m,2022,238.62,238.28,0.34,2,3.2385,-0.34,25.9
Gabriela DEBUES-STAFFORD,CAN,women_1500m,2023,243.64,238.28,5.36,2,2.1708,-5.36,25.9
Ellinor PURRIER,USA,women_1500m,2021,238.36,238.36,0.0,1,0.0,0.0,26.2
Heather MACLEAN,USA,women_1500m,2021,242.09,238.76,3.33,5,1.4369,0.0,26.8
Heather MACLEAN,USA,women_1500m,2022,238.76,238.76,0.0,7,3.5591,3.33,26.8
Axumawit EMBAYE,ETH,women_1500m,2021,242.99,238.8,4.19,5,2.1593,0.0,27.7
Axumawit EMBAYE,ETH,women_1500m,2022,238.8,238.8,0.0,5,2.7463,4.19,27.7
Axumawit EMBAYE,ETH,women_1500m,2023,240.98,238.8,2.18,5,1.4528,-2.18,27.7
Sinclaire JOHNSON,USA,women_1500m,2021,245.91,238.85,7.06,4,1.3547,0.0,24.2
Sinclaire JOHNSON,USA,women_1500m,2022,238.85,238.85,0.0,7,2.6864,7.06,24.2
Sinclaire JOHNSON,USA,women_1500m,2023,245.79,238.85,6.94,1,0.0,-6.94,24.2
Nelly CHEPCHIRCHIR,KEN,women_1500m,2023,238.96,238.96,0.0,3,2.9019,0.0,20.0
Linden HALL,AUS,women_1500m,2021,239.01,239.01,0.0,11,2.5037,0.0,31.0
Linden HALL,AUS,women_1500m,2022,240.58,239.01,1.57,9,1.8124,-1.57,31.0
