Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Likina AMEBAW,30 NOV 1997,14:18.41,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,1.,dl_meeting
Aleshign BAWEKE,23 JAN 2006,14:18.54,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,2.,dl_meeting
Freweyni HAILU,12 FEB 2001,14:18.94,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,3.,dl_meeting
Senayet GETACHEW,01 OCT 2005,14:22.37,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,4.,dl_meeting
Medina EISA,2002,14:22.51,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,5.,dl_meeting
Hirut MESHESHA,20 JAN 2001,14:22.56,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,6.,dl_meeting
Fantaye BELAYNEH,11 SEP 2000,14:23.44,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,7.,dl_meeting
Winfred YAVI,31 DEC 1999,14:30.06,BRN,Golden Gala Pietro Mennea,04 JUN 2026,2026,8.,dl_meeting
Maureen KOSTER,03 JUL 1992,14:33.56,NED,Golden Gala Pietro Mennea,04 JUN 2026,2026,9.,dl_meeting
Margaret AKIDOR,26 JUN 2002,14:34.01,KEN,Golden Gala Pietro Mennea,04 JUN 2026,2026,10.,dl_meeting
Sarah MADELEINE,20 SEP 1998,14:37.80,FRA,Golden Gala Pietro Mennea,04 JUN 2026,2026,11.,dl_meeting
Caroline NYAGA,07 OCT 1993,14:38.10,KEN,Golden Gala Pietro Mennea,04 JUN 2026,2026,12.,dl_meeting
Nadia BATTOCLETTI,12 APR 2000,14:40.05,ITA,Golden Gala Pietro Mennea,04 JUN 2026,2026,13.,dl_meeting
Yenawa NBRET,18 MAY 2007,14:40.77,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,14.,dl_meeting
Linden HALL,20 JUN 1991,14:40.81,AUS,Golden Gala Pietro Mennea,04 JUN 2026,2026,15.,dl_meeting
Francine NIYOMUKUNZI,01 AUG 1999,14:41.46,BDI,Golden Gala Pietro Mennea,04 JUN 2026,2026,16.,dl_meeting
Sarah HEALY,13 FEB 2001,14:48.88,IRL,Golden Gala Pietro Mennea,04 JUN 2026,2026,17.,dl_meeting
Nozomi TANAKA,04 SEP 1999,15:12.91,JPN,Golden Gala Pietro Mennea,04 JUN 2026,2026,18.,dl_meeting
Purity CHEPKIRUI,14 FEB 2003,DNF,KEN,Golden Gala Pietro Mennea,04 JUN 2026,2026,,dl_meeting
Yenenesh SHIMKET,09 FEB 2007,DNF,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,,dl_meeting
Elise VANDERELST,27 JAN 1998,DNF,BEL,Golden Gala Pietro Mennea,04 JUN 2026,2026,,dl_meeting
Medina EISA,2002,14:53.91,ETH,Doha Meeting,19 JUN 2026,2026,1.,dl_meeting
Likina AMEBAW,30 NOV 1997,14:54.37,ETH,Doha Meeting,19 JUN 2026,2026,2.,dl_meeting
Marta ALEMAYO,08 APR 2008,14:55.65,ETH,Doha Meeting,19 JUN 2026,2026,3.,dl_meeting
Bernesh DESSIE,11 FEB 2008,14:55.85,ETH,Doha Meeting,19 JUN 2026,2026,4.,dl_meeting
Hawi ABERA,17 DEC 2006,14:58.43,ETH,Doha Meeting,19 JUN 2026,2026,5.,dl_meeting
Nelvin JEPKEMBOI,23 AUG 2001,14:59.68,KEN,Doha Meeting,19 JUN 2026,2026,6.,dl_meeting
Melknat WUDU,03 JAN 2005,15:02.13,ETH,Doha Meeting,19 JUN 2026,2026,7.,dl_meeting
Cynthia CHEPKIRUI,04 SEP 2008,15:06.48,KEN,Doha Meeting,19 JUN 2026,2026,8.,dl_meeting
Aynadis MEBRATU,25 NOV 2004,15:10.60,ETH,Doha Meeting,19 JUN 2026,2026,9.,dl_meeting
Yenawa NBRET,18 MAY 2007,15:18.35,ETH,Doha Meeting,19 JUN 2026,2026,10.,dl_meeting
Maria FORERO,24 MAR 2003,15:19.69,ESP,Doha Meeting,19 JUN 2026,2026,11.,dl_meeting
Fantaye BELAYNEH,11 SEP 2000,15:25.31,ETH,Doha Meeting,19 JUN 2026,2026,12.,dl_meeting
Wubrist ASCHAL,10 MAR 2005,15:26.21,ETH,Doha Meeting,19 JUN 2026,2026,13.,dl_meeting
Mercy Chepngeno KOSKEY,16 SEP 2007,15:30.00,KEN,Doha Meeting,19 JUN 2026,2026,14.,dl_meeting
Tirhas GEBREHIWET,21 FEB 2007,15:46.15,ETH,Doha Meeting,19 JUN 2026,2026,15.,dl_meeting
Mastewal MEHABAW,31 DEC 2006,15:46.15,ETH,Doha Meeting,19 JUN 2026,2026,16.,dl_meeting
Asayech AYICHEW,03 APR 2005,DNF,ETH,Doha Meeting,19 JUN 2026,2026,,dl_meeting
Lemlem NIBRET,01 JAN 2005,DNF,ETH,Doha Meeting,19 JUN 2026,2026,,dl_meeting
Nadia BATTOCLETTI,12 APR 2000,14:54.09,ITA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,1.,dl_meeting
Freweyni HAILU,12 FEB 2001,14:54.62,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,2.,dl_meeting
Rose DAVIES,21 DEC 1999,14:55.39,AUS,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,3.,dl_meeting
Marta ALEMAYO,08 APR 2008,14:55.46,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Aleshign BAWEKE,23 JAN 2006,14:55.49,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Senayet GETACHEW,01 OCT 2005,14:55.51,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Fantaye BELAYNEH,11 SEP 2000,14:55.97,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Likina AMEBAW,30 NOV 1997,14:56.42,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Marta GARCÍA,01 JAN 1998,14:56.48,ESP,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
Francine NIYOMUKUNZI,01 AUG 1999,14:57.34,BDI,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,10.,dl_meeting
Hannah NUTTALL,07 JUL 1997,14:57.63,GBR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,11.,dl_meeting
Maureen KOSTER,03 JUL 1992,14:57.81,NED,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,12.,dl_meeting
Asayech AYICHEW,03 APR 2005,14:57.92,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,13.,dl_meeting
Nozomi TANAKA,04 SEP 1999,14:58.35,JPN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,14.,dl_meeting
Hirut MESHESHA,20 JAN 2001,14:58.86,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,15.,dl_meeting
Georgia GRIFFITH,05 DEC 1996,14:59.02,AUS,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,16.,dl_meeting
Lauren RYAN,15 MAR 1998,15:02.73,AUS,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,17.,dl_meeting
Alicia MONSON,13 MAY 1998,15:03.46,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,18.,dl_meeting
Yenawa NBRET,18 MAY 2007,15:04.98,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,19.,dl_meeting
Elżbieta GLINKA,30 OCT 1993,15:08.19,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,20.,dl_meeting
