Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Nickisha PRYCE,07 MAR 2001,49.75,JAM,Wanda Diamond League,16 MAY 2026,2026,1.,dl_meeting
Aaliyah BUTLER,05 NOV 2003,49.78,USA,Wanda Diamond League,16 MAY 2026,2026,2.,dl_meeting
Roxana GÓMEZ,07 JAN 1999,50.24,CUB,Wanda Diamond League,16 MAY 2026,2026,3.,dl_meeting
Stacey Ann WILLIAMS,08 MAR 1999,50.59,JAM,Wanda Diamond League,16 MAY 2026,2026,4.,dl_meeting
Sada WILLIAMS,01 DEC 1997,50.60,BAR,Wanda Diamond League,16 MAY 2026,2026,5.,dl_meeting
Martina WEIL,12 JUL 1999,51.06,CHI,Wanda Diamond League,16 MAY 2026,2026,6.,dl_meeting
Salwa Eid NASER,23 MAY 1998,51.56,BRN,Wanda Diamond League,16 MAY 2026,2026,7.,dl_meeting
Paris PEOPLES,27 MAY 2000,52.25,USA,Wanda Diamond League,16 MAY 2026,2026,8.,dl_meeting
Henriette JÆGER,30 JUN 2003,49.60,NOR,Golden Gala Pietro Mennea,04 JUN 2026,2026,1.,dl_meeting
Lurdes Gloria MANUEL,12 JUL 2005,49.77,CZE,Golden Gala Pietro Mennea,04 JUN 2026,2026,2.,dl_meeting
Nickisha PRYCE,07 MAR 2001,49.80,JAM,Golden Gala Pietro Mennea,04 JUN 2026,2026,3.,dl_meeting
Aaliyah BUTLER,05 NOV 2003,49.83,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,4.,dl_meeting
Amber ANNING,18 NOV 2000,50.19,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,5.,dl_meeting
Lieke KLAVER,20 AUG 1998,50.62,NED,Golden Gala Pietro Mennea,04 JUN 2026,2026,6.,dl_meeting
Keely HODGKINSON,03 MAR 2002,51.14,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,7.,dl_meeting
Anna POLINARI,07 FEB 1999,51.58,ITA,Golden Gala Pietro Mennea,04 JUN 2026,2026,8.,dl_meeting
Henriette JÆGER,30 JUN 2003,49.52,NOR,Oslo Bislett Games,10 JUN 2026,2026,1.,dl_meeting
Lurdes Gloria MANUEL,12 JUL 2005,50.13,CZE,Oslo Bislett Games,10 JUN 2026,2026,2.,dl_meeting
Natalia BUKOWIECKA,17 JAN 1998,50.34,POL,Oslo Bislett Games,10 JUN 2026,2026,3.,dl_meeting
Amber ANNING,18 NOV 2000,50.35,GBR,Oslo Bislett Games,10 JUN 2026,2026,4.,dl_meeting
Nickisha PRYCE,07 MAR 2001,50.39,JAM,Oslo Bislett Games,10 JUN 2026,2026,5.,dl_meeting
Lieke KLAVER,20 AUG 1998,50.64,NED,Oslo Bislett Games,10 JUN 2026,2026,6.,dl_meeting
Josefine Tomine Eriksen AKS,16 AUG 2000,52.10,NOR,Oslo Bislett Games,10 JUN 2026,2026,7.,dl_meeting
Marileidy PAULINO,25 OCT 1996,48.91,DOM,Doha Meeting,19 JUN 2026,2026,1.,dl_meeting
Natalia BUKOWIECKA,17 JAN 1998,50.10,POL,Doha Meeting,19 JUN 2026,2026,2.,dl_meeting
Roxana GÓMEZ,07 JAN 1999,50.23,CUB,Doha Meeting,19 JUN 2026,2026,3.,dl_meeting
Bassant HEMIDA,28 SEP 1996,50.50,EGY,Doha Meeting,19 JUN 2026,2026,4.,dl_meeting
Martina WEIL,12 JUL 1999,51.05,CHI,Doha Meeting,19 JUN 2026,2026,5.,dl_meeting
Paris PEOPLES,27 MAY 2000,51.27,USA,Doha Meeting,19 JUN 2026,2026,6.,dl_meeting
Obakeng KAMBERUKA,08 SEP 2003,51.79,BOT,Doha Meeting,19 JUN 2026,2026,8.,dl_meeting
