Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,discipline,year,ProfileURL,source
1.0,1:42.05,,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,,"Olympic Stadium, London (GBR)",22 JUL 2018,1265.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14755084,toplist
2.0,1:42.14,,Nijel AMOS,15 MAR 1994,BOT,1,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1262.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14426466,toplist
3.0,1:43.12,,Clayton MURPHY,26 FEB 1995,USA,2,,"Olympic Stadium, London (GBR)",22 JUL 2018,1231.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14536714,toplist
3.0,1:43.12,,Wyclife KINYAMAL,02 JUL 1997,KEN,3,,"Olympic Stadium, London (GBR)",22 JUL 2018,1231.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14746603,toplist
5.0,1:43.20,,Brandon MCBRIDE,15 JUN 1994,CAN,2,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1229.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14438772,toplist
6.0,1:43.25,,Michael SARUNI,18 JUN 1995,KEN,1f1,,"Tucson, AZ (USA)",28 APR 2018,1227.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14776625,toplist
7.0,1:43.46,,Jonathan KITILIT,06 JUL 1995,KEN,1,,Nairobi (KEN),23 JUN 2018,1221.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14530666,toplist
8.0,1:43.65,,Saúl ORDÓÑEZ,10 APR 1994,ESP,3,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1215.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14517077,toplist
9.0,1:43.73,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1212.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14590354,toplist
10.0,1:43.82,,Cornelius TUWEI,24 MAY 1993,KEN,4,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1210.0,men_800m,2018,https://worldathletics.org/athletes/athlete=14746589,toplist
