Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Gift LEOTLELA,12 MAY 1998,9.97,RSA,Wanda Diamond League,16 MAY 2026,2026,1.,dl_meeting
Ferdinand OMANYALA,02 JAN 1996,9.98,KEN,Wanda Diamond League,16 MAY 2026,2026,2.,dl_meeting
Kenneth BEDNAREK,14 OCT 1998,9.98,USA,Wanda Diamond League,16 MAY 2026,2026,3.,dl_meeting
Trayvon BROMELL,10 JUL 1995,10.01,USA,Wanda Diamond League,16 MAY 2026,2026,4.,dl_meeting
Lachlan KENNEDY,04 NOV 2003,10.01,AUS,Wanda Diamond League,16 MAY 2026,2026,5.,dl_meeting
Akani SIMBINE,21 SEP 1993,10.05,RSA,Wanda Diamond League,16 MAY 2026,2026,6.,dl_meeting
Letsile TEBOGO,07 JUN 2003,10.12,BOT,Wanda Diamond League,16 MAY 2026,2026,7.,dl_meeting
Christian COLEMAN,06 MAR 1996,10.19,USA,Wanda Diamond League,16 MAY 2026,2026,8.,dl_meeting
Zhenye XIE,17 AUG 1993,10.27,CHN,Wanda Diamond League,16 MAY 2026,2026,9.,dl_meeting
Ferdinand OMANYALA,02 JAN 1996,9.94,KEN,Wanda Diamond League Xiamen,23 MAY 2026,2026,1.,dl_meeting
Gift LEOTLELA,12 MAY 1998,10.00,RSA,Wanda Diamond League Xiamen,23 MAY 2026,2026,2.,dl_meeting
Trayvon BROMELL,10 JUL 1995,10.03,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,3.,dl_meeting
Kenneth BEDNAREK,14 OCT 1998,10.03,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,4.,dl_meeting
Akani SIMBINE,21 SEP 1993,10.04,RSA,Wanda Diamond League Xiamen,23 MAY 2026,2026,5.,dl_meeting
Lachlan KENNEDY,04 NOV 2003,10.06,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,6.,dl_meeting
Christian COLEMAN,06 MAR 1996,10.08,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,7.,dl_meeting
Letsile TEBOGO,07 JUN 2003,10.10,BOT,Wanda Diamond League Xiamen,23 MAY 2026,2026,8.,dl_meeting
Xinrui DENG,20 DEC 2003,10.27,CHN,Wanda Diamond League Xiamen,23 MAY 2026,2026,9.,dl_meeting
Noah LYLES,18 JUL 1997,9.88,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,1.,dl_meeting
Emmanuel ESEME,17 AUG 1993,9.94,CMR,Golden Gala Pietro Mennea,04 JUN 2026,2026,2.,dl_meeting
Letsile TEBOGO,07 JUN 2003,9.95,BOT,Golden Gala Pietro Mennea,04 JUN 2026,2026,3.,dl_meeting
Jordan ANTHONY,29 JUN 2004,9.96,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,4.,dl_meeting
Lamont Marcell JACOBS,26 SEP 1994,9.99,ITA,Golden Gala Pietro Mennea,04 JUN 2026,2026,5.,dl_meeting
Akani SIMBINE,21 SEP 1993,10.03,RSA,Golden Gala Pietro Mennea,04 JUN 2026,2026,6.,dl_meeting
Ackeem BLAKE,21 JAN 2002,10.06,JAM,Golden Gala Pietro Mennea,04 JUN 2026,2026,7.,dl_meeting
Ferdinand OMANYALA,02 JAN 1996,10.11,KEN,Golden Gala Pietro Mennea,04 JUN 2026,2026,8.,dl_meeting
Jeremiah AZU,15 MAY 2001,10.12,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,9.,dl_meeting
Trayvon BROMELL,10 JUL 1995,9.91,USA,Meeting de Paris,28 JUN 2026,2026,1.,dl_meeting
Noah LYLES,18 JUL 1997,9.92,USA,Meeting de Paris,28 JUN 2026,2026,2.,dl_meeting
Lamont Marcell JACOBS,26 SEP 1994,9.96,ITA,Meeting de Paris,28 JUN 2026,2026,3.,dl_meeting
Akani SIMBINE,21 SEP 1993,9.97,RSA,Meeting de Paris,28 JUN 2026,2026,4.,dl_meeting
Jordan ANTHONY,29 JUN 2004,9.99,USA,Meeting de Paris,28 JUN 2026,2026,5.,dl_meeting
Ferdinand OMANYALA,02 JAN 1996,10.02,KEN,Meeting de Paris,28 JUN 2026,2026,6.,dl_meeting
Andre DE GRASSE,10 NOV 1994,10.02,CAN,Meeting de Paris,28 JUN 2026,2026,7.,dl_meeting
Jeremiah AZU,15 MAY 2001,10.18,GBR,Meeting de Paris,28 JUN 2026,2026,8.,dl_meeting
Oblique SEVILLE,16 MAR 2001,9.88,JAM,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,1.,dl_meeting
Jordan ANTHONY,29 JUN 2004,9.92,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,2.,dl_meeting
Emmanuel ESEME,17 AUG 1993,10.00,CMR,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,3.,dl_meeting
Owen ANSAH,28 NOV 2000,10.01,GER,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,4.,dl_meeting
