Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Shericka JACKSON,16 JUL 1994,22.07,JAM,Wanda Diamond League,16 MAY 2026,2026,1.,dl_meeting
Shaunae MILLER-UIBO,15 APR 1994,22.26,BAH,Wanda Diamond League,16 MAY 2026,2026,2.,dl_meeting
Anavia BATTLE,28 MAR 1999,22.40,USA,Wanda Diamond League,16 MAY 2026,2026,3.,dl_meeting
Sha'Carri RICHARDSON,25 MAR 2000,22.42,USA,Wanda Diamond League,16 MAY 2026,2026,4.,dl_meeting
Amy HUNT,15 MAY 2002,22.48,GBR,Wanda Diamond League,16 MAY 2026,2026,5.,dl_meeting
Jenna PRANDINI,20 NOV 1992,22.68,USA,Wanda Diamond League,16 MAY 2026,2026,6.,dl_meeting
Mckenzie LONG,11 JUL 2000,22.85,USA,Wanda Diamond League,16 MAY 2026,2026,8.,dl_meeting
Torrie LEWIS,08 JAN 2005,23.25,AUS,Wanda Diamond League,16 MAY 2026,2026,9.,dl_meeting
Shericka JACKSON,16 JUL 1994,21.87,JAM,Wanda Diamond League Xiamen,23 MAY 2026,2026,1.,dl_meeting
Shaunae MILLER-UIBO,15 APR 1994,22.04,BAH,Wanda Diamond League Xiamen,23 MAY 2026,2026,2.,dl_meeting
Anavia BATTLE,28 MAR 1999,22.29,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,3.,dl_meeting
Sha'Carri RICHARDSON,25 MAR 2000,22.38,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,4.,dl_meeting
Jenna PRANDINI,20 NOV 1992,22.46,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,5.,dl_meeting
Mckenzie LONG,11 JUL 2000,22.63,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,6.,dl_meeting
Amy HUNT,15 MAY 2002,22.67,GBR,Wanda Diamond League Xiamen,23 MAY 2026,2026,7.,dl_meeting
Torrie LEWIS,08 JAN 2005,23.25,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,9.,dl_meeting
Cambrea STURGIS,27 MAR 1999,22.21,USA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,1.,dl_meeting
Kayla WHITE,14 SEP 1996,22.28,USA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,2.,dl_meeting
Audrey LEDUC,09 MAR 1999,22.41,CAN,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,3.,dl_meeting
Shaunae MILLER-UIBO,15 APR 1994,22.42,BAH,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,4.,dl_meeting
Mckenzie LONG,11 JUL 2000,22.43,USA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,5.,dl_meeting
Torrie LEWIS,08 JAN 2005,22.78,AUS,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,6.,dl_meeting
Léonie POINTET,17 FEB 2001,22.85,SUI,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,7.,dl_meeting
Ajla DEL PONTE,15 JUL 1996,23.99,SUI,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,8.,dl_meeting
Julien ALFRED,10 JUN 2001,21.93,LCA,Golden Gala Pietro Mennea,04 JUN 2026,2026,1.,dl_meeting
Melissa JEFFERSON-WOODEN,21 FEB 2001,22.17,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,2.,dl_meeting
Anavia BATTLE,28 MAR 1999,22.39,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,3.,dl_meeting
Amy HUNT,15 MAY 2002,22.52,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,4.,dl_meeting
Dina ASHER-SMITH,04 DEC 1995,22.76,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,5.,dl_meeting
Jaël BESTUÉ,24 SEP 2000,22.98,ESP,Golden Gala Pietro Mennea,04 JUN 2026,2026,6.,dl_meeting
Maboundou KONÉ,16 MAY 1997,23.22,CIV,Golden Gala Pietro Mennea,04 JUN 2026,2026,7.,dl_meeting
Helene PARISOT,17 DEC 1992,23.89,FRA,Golden Gala Pietro Mennea,04 JUN 2026,2026,9.,dl_meeting
Julien ALFRED,10 JUN 2001,21.51,LCA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,1.,dl_meeting
Adaejah HODGE,21 MAR 2006,21.76,IVB,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,2.,dl_meeting
Gabrielle THOMAS,07 DEC 1996,21.84,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,3.,dl_meeting
Kayla WHITE,14 SEP 1996,22.04,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,4.,dl_meeting
Cambrea STURGIS,27 MAR 1999,22.40,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,5.,dl_meeting
