Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,1:53.70,,Audrey WERRO,27 MAR 2004,SUI,1,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1278,women_800m,2026,https://worldathletics.org/athletes/athlete=14856078
2,1:54.33,,Keely HODGKINSON,03 MAR 2002,GBR,2,,"Olympiastadion, Stockholm (SWE)",07 JUN 2026,1266,women_800m,2026,https://worldathletics.org/athletes/athlete=14642894
3,1:54.71,,Femke BROEDERS-BOL,23 FEB 2000,NED,2,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1259,women_800m,2026,https://worldathletics.org/athletes/athlete=14707010
4,1:55.03,,Georgia HUNTER BELL,17 OCT 1993,GBR,3,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1253,women_800m,2026,https://worldathletics.org/athletes/athlete=14329797
5,1:55.65,,Anaïs BOURGOIN,03 OCT 1996,FRA,3,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1241,women_800m,2026,https://worldathletics.org/athletes/athlete=14523787
6,1:56.10,,Daily COOPER GASPAR,11 MAR 2002,CUB,1,,"Alfonso Galvis Duque Stadium, Medellín (COL)",28 JUN 2026,1233,women_800m,2026,https://worldathletics.org/athletes/athlete=14831173
7,1:56.19,,Lilian ODIRA,18 APR 1999,KEN,1,,"Hayward Field, Eugene, OR (USA)",04 JUL 2026,1231,women_800m,2026,https://worldathletics.org/athletes/athlete=14758184
8,1:56.83,,Prudence SEKGODISO,05 JAN 2002,RSA,4,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1220,women_800m,2026,https://worldathletics.org/athletes/athlete=14745817
9,1:56.85,,Sanu JALLOW,04 APR 2003,GAM,1f1,,"Hayward Field, Eugene, OR (USA)",13 JUN 2026,1219,women_800m,2026,https://worldathletics.org/athletes/athlete=14880079
10,1:56.92,,Tsige DUGUMA,23 FEB 2001,ETH,3,,"Olympic Stadium, London (GBR)",18 JUL 2026,1218,women_800m,2026,https://worldathletics.org/athletes/athlete=14774192
10,1:56.92,,Saida TSEHAYE,07 JUL 2008,ETH,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",21 AUG 2026,1218,women_800m,2026,https://worldathletics.org/athletes/ethiopia/saida-tsehaye-15238906
