Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,48.48,,Marileidy PAULINO,25 OCT 1996,DOM,1,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1267,women_400m,2026,https://worldathletics.org/athletes/athlete=14749613
2,48.79,,Dejanea OAKLEY,04 JUL 2004,JAM,1f1,,"Hayward Field, Eugene, OR (USA)",13 JUN 2026,1255,women_400m,2026,https://worldathletics.org/athletes/athlete=14836164
3,48.84,,Aaliyah BUTLER,05 NOV 2003,USA,2,,"Stade Louis II, Monaco (MON)",10 JUL 2026,1253,women_400m,2026,https://worldathletics.org/athletes/athlete=14715880
4,48.97,,Madison WHYTE,17 OCT 2004,USA,2f1,,"Hayward Field, Eugene, OR (USA)",13 JUN 2026,1247,women_400m,2026,https://worldathletics.org/athletes/athlete=14852568
5,49.04,,Henriette JÆGER,30 JUN 2003,NOR,1,,"Alexander Stadium, Birmingham (GBR)",15 AUG 2026,1244,women_400m,2026,https://worldathletics.org/athletes/athlete=14780807
6,49.27,,Nickisha PRYCE,07 MAR 2001,JAM,1,,"Centro Gabre Gabric, Brescia (ITA)",30 AUG 2026,1235,women_400m,2026,https://worldathletics.org/athletes/athlete=14685519
6,49.27,,Salwa Eid NASER,23 MAY 1998,BRN,2,,"Centro Gabre Gabric, Brescia (ITA)",30 AUG 2026,1235,women_400m,2026,https://worldathletics.org/athletes/athlete=14643442
8,49.37,,Lurdes Gloria MANUEL,12 JUL 2005,CZE,2,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1231,women_400m,2026,https://worldathletics.org/athletes/athlete=14905336
9,49.47,,Ella ONOJUVWEVWO,25 MAR 2005,NGR,1,,"Cushing Stadium, College Station, TX (USA)",06 JUN 2026,1227,women_400m,2026,https://worldathletics.org/athletes/athlete=14888449
10,49.48,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,1,,"Sports Park Mladost, Zagreb (CRO)",26 JUN 2026,1226,women_400m,2026,https://worldathletics.org/athletes/athlete=14630564
11,49.54,,Kaylyn BROWN,31 DEC 2004,USA,2f1,,"Hutsell-Rosen Track, Auburn, AL (USA)",16 MAY 2026,1224,women_400m,2026,https://worldathletics.org/athletes/athlete=14773669
12,49.57,,Natalia BUKOWIECKA,17 JAN 1998,POL,1sf2,,"Alexander Stadium, Birmingham (GBR)",13 AUG 2026,1223,women_400m,2026,https://worldathletics.org/athletes/athlete=14642563
13,49.58,,Lieke KLAVER,20 AUG 1998,NED,5,,"Stade Louis II, Monaco (MON)",10 JUL 2026,1222,women_400m,2026,https://worldathletics.org/athletes/athlete=14560483
14,49.85,,Yemi Mary JOHN,03 MAY 2003,GBR,1,,"National Stadium, Tokyo (JPN)",17 MAY 2026,1212,women_400m,2026,https://worldathletics.org/athletes/athlete=14928278
15,49.86,,Sanaria BUTLER,27 APR 2004,USA,2f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",18 APR 2026,1211,women_400m,2026,https://worldathletics.org/athletes/united-states/sanaria-butler-14962920
16,49.96,,Amber ANNING,18 NOV 2000,GBR,2sf3,,"Alexander Stadium, Birmingham (GBR)",13 AUG 2026,1207,women_400m,2026,https://worldathletics.org/athletes/athlete=14632781
17,49.99,,Roxana GÓMEZ,07 JAN 1999,CUB,2,,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",05 AUG 2026,1206,women_400m,2026,https://worldathletics.org/athletes/athlete=14637147
18,50.06,,Sharlene MAWDSLEY,10 AUG 1998,IRL,5,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1203,women_400m,2026,https://worldathletics.org/athletes/athlete=14589082
19,50.08,,Rachel JOSEPH,26 MAR 2004,USA,1f1,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",16 MAY 2026,1202,women_400m,2026,https://worldathletics.org/athletes/united-states/rachel-joseph-14966056
20,50.10,,Bassant HEMIDA,28 SEP 1996,EGY,1,,"FBK Stadium, Hengelo (NED)",21 JUN 2026,1201,women_400m,2026,https://worldathletics.org/athletes/athlete=14755412
21,50.16,,Javonya VALCOURT,08 DEC 2004,BAH,3f1,,"Hayward Field, Eugene, OR (USA)",13 JUN 2026,1199,women_400m,2026,https://worldathletics.org/athletes/athlete=14778951
22,50.17,,Mercy Adongo OKETCH,30 JUL 2002,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",24 APR 2026,1199,women_400m,2026,https://worldathletics.org/athletes/athlete=14894311
23,50.21,,Paula SEVILLA,28 JUN 1997,ESP,3sf3,,"Alexander Stadium, Birmingham (GBR)",13 AUG 2026,1197,women_400m,2026,https://worldathletics.org/athletes/athlete=14595639
24,50.25,,JaMeesia FORD,26 JAN 2005,USA,1h3,,"Hutsell-Rosen Track, Auburn, AL (USA)",15 MAY 2026,1195,women_400m,2026,https://worldathletics.org/athletes/athlete=14761304
24,50.25,,Onyinye ONYAH,07 DEC 2006,NGR,2h2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",30 MAY 2026,1195,women_400m,2026,https://worldathletics.org/athletes/nigeria/onyinye-onyah-14993230
26,50.28,,Kemi ADEKOYA,16 JAN 1993,BRN,1,,"Addis Ababa Stadium, Addis Ababa (ETH)",18 APR 2026,1194,women_400m,2026,https://worldathletics.org/athletes/athlete=14419510
