Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Birke HAYLOM,06 JAN 2006,3:55.56,ETH,Wanda Diamond League,16 MAY 2026,2026,1.,dl_meeting
Tsige DUGUMA,23 FEB 2001,3:55.71,ETH,Wanda Diamond League,16 MAY 2026,2026,2.,dl_meeting
Abbey CALDWELL,03 JUL 2001,3:56.12,AUS,Wanda Diamond League,16 MAY 2026,2026,3.,dl_meeting
Worknesh MESELE,11 JUN 2001,3:57.56,ETH,Wanda Diamond League,16 MAY 2026,2026,4.,dl_meeting
Dorcus EWOI,02 OCT 1996,3:57.74,KEN,Wanda Diamond League,16 MAY 2026,2026,5.,dl_meeting
Jessica HULL,22 OCT 1996,3:57.91,AUS,Wanda Diamond League,16 MAY 2026,2026,6.,dl_meeting
Emily MACKAY,30 APR 1998,3:58.54,USA,Wanda Diamond League,16 MAY 2026,2026,7.,dl_meeting
Sarah BILLINGS,07 MAR 1998,3:58.81,AUS,Wanda Diamond League,16 MAY 2026,2026,8.,dl_meeting
Claudia HOLLINGSWORTH,12 APR 2005,3:58.84,AUS,Wanda Diamond League,16 MAY 2026,2026,9.,dl_meeting
Linden HALL,20 JUN 1991,3:58.96,AUS,Wanda Diamond League,16 MAY 2026,2026,10.,dl_meeting
Gabija GALVYDYTĖ,17 JAN 2000,3:59.74,LTU,Wanda Diamond League,16 MAY 2026,2026,11.,dl_meeting
Gracie MORRIS,17 DEC 2001,4:00.29,USA,Wanda Diamond League,16 MAY 2026,2026,12.,dl_meeting
Saron BERHE,22 AUG 2007,4:02.75,ETH,Wanda Diamond League,16 MAY 2026,2026,13.,dl_meeting
Joceline WIND,12 SEP 2000,4:07.04,SUI,Wanda Diamond League,16 MAY 2026,2026,14.,dl_meeting
Taryn PARKS,06 MAY 2002,DNF,USA,Wanda Diamond League,16 MAY 2026,2026,,dl_meeting
Abbey CALDWELL,03 JUL 2001,3:57.26,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,1.,dl_meeting
Birke HAYLOM,06 JAN 2006,3:57.79,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,2.,dl_meeting
Emily MACKAY,30 APR 1998,3:58.13,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,3.,dl_meeting
Dorcus EWOI,02 OCT 1996,3:58.91,KEN,Wanda Diamond League Xiamen,23 MAY 2026,2026,4.,dl_meeting
Jessica HULL,22 OCT 1996,3:58.97,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,5.,dl_meeting
Saron BERHE,22 AUG 2007,4:00.32,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,6.,dl_meeting
Gabija GALVYDYTĖ,17 JAN 2000,4:00.41,LTU,Wanda Diamond League Xiamen,23 MAY 2026,2026,7.,dl_meeting
Linden HALL,20 JUN 1991,4:00.55,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,8.,dl_meeting
Revee WALCOTT-NOLAN,06 MAR 1995,4:00.78,GBR,Wanda Diamond League Xiamen,23 MAY 2026,2026,9.,dl_meeting
Joceline WIND,12 SEP 2000,4:01.41,SUI,Wanda Diamond League Xiamen,23 MAY 2026,2026,10.,dl_meeting
Sarah BILLINGS,07 MAR 1998,4:02.00,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,11.,dl_meeting
Gracie MORRIS,17 DEC 2001,4:02.14,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,12.,dl_meeting
Claudia HOLLINGSWORTH,12 APR 2005,4:06.46,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,13.,dl_meeting
Worknesh MESELE,11 JUN 2001,4:07.53,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,15.,dl_meeting
Taryn PARKS,06 MAY 2002,DNF,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,,dl_meeting
Georgia HUNTER BELL,17 OCT 1993,3:58.63,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,1.,dl_meeting
Klaudia KAZIMIERSKA,03 SEP 2001,3:59.24,POL,Golden Gala Pietro Mennea,04 JUN 2026,2026,2.,dl_meeting
Nikki HILTZ,23 OCT 1994,3:59.26,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,3.,dl_meeting
Agathe GUILLEMOT,11 JUL 1999,4:00.46,FRA,Golden Gala Pietro Mennea,04 JUN 2026,2026,4.,dl_meeting
Patricia SILVA,09 DEC 1999,4:00.86,POR,Golden Gala Pietro Mennea,04 JUN 2026,2026,5.,dl_meeting
Ludovica CAVALLI,20 DEC 2000,4:01.64,ITA,Golden Gala Pietro Mennea,04 JUN 2026,2026,6.,dl_meeting
Abbey CALDWELL,03 JUL 2001,4:02.15,AUS,Golden Gala Pietro Mennea,04 JUN 2026,2026,7.,dl_meeting
Salomé AFONSO,19 NOV 1997,4:03.00,POR,Golden Gala Pietro Mennea,04 JUN 2026,2026,8.,dl_meeting
Haregeweyni KALAYU,29 MAY 2009,4:03.43,ETH,Golden Gala Pietro Mennea,04 JUN 2026,2026,9.,dl_meeting
Águeda MARQUÉS,19 MAR 1999,4:03.62,ESP,Golden Gala Pietro Mennea,04 JUN 2026,2026,10.,dl_meeting
Jemma REEKIE,06 MAR 1998,4:05.39,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,11.,dl_meeting
Heather MACLEAN,31 AUG 1995,4:06.74,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,12.,dl_meeting
Gaia SABBATINI,10 JUN 1999,4:07.04,ITA,Golden Gala Pietro Mennea,04 JUN 2026,2026,13.,dl_meeting
Laura MUIR,09 MAY 1993,4:10.54,GBR,Golden Gala Pietro Mennea,04 JUN 2026,2026,14.,dl_meeting
Weronika LIZAKOWSKA,02 NOV 1998,DNF,POL,Golden Gala Pietro Mennea,04 JUN 2026,2026,,dl_meeting
Birke HAYLOM,06 JAN 2006,3:59.89,ETH,Doha Meeting,19 JUN 2026,2026,1.,dl_meeting
Saron BERHE,22 AUG 2007,4:02.61,ETH,Doha Meeting,19 JUN 2026,2026,2.,dl_meeting
Haregeweyni KALAYU,29 MAY 2009,4:03.56,ETH,Doha Meeting,19 JUN 2026,2026,3.,dl_meeting
Gesa Felicitas KRAUSE,03 AUG 1992,4:04.28,GER,Doha Meeting,19 JUN 2026,2026,4.,dl_meeting
Águeda MARQUÉS,19 MAR 1999,4:04.61,ESP,Doha Meeting,19 JUN 2026,2026,5.,dl_meeting
Gaia SABBATINI,10 JUN 1999,4:06.24,ITA,Doha Meeting,19 JUN 2026,2026,6.,dl_meeting
Marta ZENONI,09 MAR 1999,4:06.25,ITA,Doha Meeting,19 JUN 2026,2026,7.,dl_meeting
Aster ARERI,16 APR 2006,4:08.26,ETH,Doha Meeting,19 JUN 2026,2026,8.,dl_meeting
Worknesh MESELE,11 JUN 2001,4:08.78,ETH,Doha Meeting,19 JUN 2026,2026,9.,dl_meeting
Georgia HUNTER BELL,17 OCT 1993,3:55.63,GBR,Meeting de Paris,28 JUN 2026,2026,1.,dl_meeting
Freweyni HAILU,12 FEB 2001,3:55.92,ETH,Meeting de Paris,28 JUN 2026,2026,2.,dl_meeting
Agathe GUILLEMOT,11 JUL 1999,3:56.24,FRA,Meeting de Paris,28 JUN 2026,2026,3.,dl_meeting
Jessica HULL,22 OCT 1996,3:57.22,AUS,Meeting de Paris,28 JUN 2026,2026,4.,dl_meeting
Abbey CALDWELL,03 JUL 2001,3:57.59,AUS,Meeting de Paris,28 JUN 2026,2026,5.,dl_meeting
Nelly JEPKOSGEI,14 JUL 1991,3:57.61,BRN,Meeting de Paris,28 JUN 2026,2026,6.,dl_meeting
Patricia SILVA,09 DEC 1999,3:58.74,POR,Meeting de Paris,28 JUN 2026,2026,7.,dl_meeting
Linden HALL,20 JUN 1991,4:00.00,AUS,Meeting de Paris,28 JUN 2026,2026,8.,dl_meeting
Soukaina HAJJI,04 FEB 1997,4:00.62,MAR,Meeting de Paris,28 JUN 2026,2026,9.,dl_meeting
Katie SNOWDEN,09 MAR 1994,4:00.91,GBR,Meeting de Paris,28 JUN 2026,2026,10.,dl_meeting
Sarah HEALY,13 FEB 2001,4:01.50,IRL,Meeting de Paris,28 JUN 2026,2026,11.,dl_meeting
Haregeweyni KALAYU,29 MAY 2009,4:02.70,ETH,Meeting de Paris,28 JUN 2026,2026,12.,dl_meeting
Aster ARERI,16 APR 2006,4:02.70,ETH,Meeting de Paris,28 JUN 2026,2026,13.,dl_meeting
Adèle GAY,16 OCT 2004,4:03.13,FRA,Meeting de Paris,28 JUN 2026,2026,14.,dl_meeting
Bérénice CLEYET-MERLE,24 OCT 1994,4:03.58,FRA,Meeting de Paris,28 JUN 2026,2026,15.,dl_meeting
Salomé AFONSO,19 NOV 1997,4:06.36,POR,Meeting de Paris,28 JUN 2026,2026,16.,dl_meeting
Tsige DUGUMA,23 FEB 2001,3:55.06,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,1.,dl_meeting
Jessica HULL,22 OCT 1996,3:55.20,AUS,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,2.,dl_meeting
Dorcus EWOI,02 OCT 1996,3:55.58,KEN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,3.,dl_meeting
Klaudia KAZIMIERSKA,03 SEP 2001,3:55.59,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Emily MACKAY,30 APR 1998,3:56.24,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Agathe GUILLEMOT,11 JUL 1999,3:56.34,FRA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Sarah BILLINGS,07 MAR 1998,3:56.73,AUS,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Birke HAYLOM,06 JAN 2006,3:56.76,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Sarah HEALY,13 FEB 2001,3:57.42,IRL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
Nikki HILTZ,23 OCT 1994,4:00.52,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,10.,dl_meeting
Saron BERHE,22 AUG 2007,4:01.15,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,11.,dl_meeting
Patricia SILVA,09 DEC 1999,4:01.24,POR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,12.,dl_meeting
Linden HALL,20 JUN 1991,4:01.44,AUS,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,13.,dl_meeting
Weronika LIZAKOWSKA,02 NOV 1998,4:02.95,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,14.,dl_meeting
Sinclaire JOHNSON,13 APR 1998,4:04.93,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,15.,dl_meeting
Taryn PARKS,06 MAY 2002,DNF,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,,dl_meeting
