Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,12.75,+1.0,Ja'Kobe THARP,30 SEP 2005,USA,1sf2,,"Hayward Field, Eugene, OR (USA)",10 JUN 2026,1304,men_110h,2026,https://worldathletics.org/athletes/united-states/jakobe-tharp-15129238
2,12.86,+1.8,Jamal BRITT,28 DEC 1998,USA,1,,"Hayward Field, Eugene, OR (USA)",04 JUL 2026,1282,men_110h,2026,https://worldathletics.org/athletes/athlete=14769264
3,12.95,-0.2,Kendrick SMALLWOOD,07 APR 2004,USA,2f1,,"Hayward Field, Eugene, OR (USA)",12 JUN 2026,1265,men_110h,2026,https://worldathletics.org/athletes/athlete=14893424
4,12.98,+0.5,Trey CUNNINGHAM,26 AUG 1998,USA,1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1258,men_110h,2026,https://worldathletics.org/athletes/athlete=14675757
5,13.00,+1.2,Shunsuke IZUMIYA,26 JAN 2000,JPN,2,,"Sports Park Mladost, Zagreb (CRO)",26 JUN 2026,1255,men_110h,2026,https://worldathletics.org/athletes/athlete=14815041
5,13.00,+0.5,Cordell TINCH,13 JUL 2000,USA,1,,"Icahn Stadium, New York, NY (USA)",26 JUL 2026,1255,men_110h,2026,https://worldathletics.org/athletes/athlete=14719972
5,13.00,+0.5,Bradley FRANKLIN,25 JUL 2006,USA,2,,"Icahn Stadium, New York, NY (USA)",26 JUL 2026,1255,men_110h,2026,https://worldathletics.org/athletes/united-states/bradley-franklin-15025463
8,13.01,+1.8,Demario PRINCE,27 OCT 2004,JAM,3,,"Hayward Field, Eugene, OR (USA)",04 JUL 2026,1253,men_110h,2026,https://worldathletics.org/athletes/athlete=14876581
8,13.01,+0.3,Kendry L. MENÉNDEZ,14 MAR 2006,CUB,2,,"Olympic Stadium, London (GBR)",18 JUL 2026,1253,men_110h,2026,https://worldathletics.org/athletes/cuba/kendry-l-menendez-15070256
10,13.04,+0.5,Jamar MARSHALL,18 DEC 2001,USA,1,,"Cushing Stadium, College Station, TX (USA)",06 JUN 2026,1247,men_110h,2026,https://worldathletics.org/athletes/athlete=14761562
11,13.05,-0.2,Rachid MURATAKE,06 FEB 2002,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1246,men_110h,2026,https://worldathletics.org/athletes/athlete=14854913
12,13.07,-0.2,Braxton BRANN,2004,USA,3f1,,"Hayward Field, Eugene, OR (USA)",12 JUN 2026,1242,men_110h,2026,https://worldathletics.org/athletes/united-states/braxton-brann-15035297
13,13.10,+0.8,Michael OBASUYI,12 AUG 1999,BEL,4,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1235,men_110h,2026,https://worldathletics.org/athletes/athlete=14634367
14,13.11,-0.2,Jason JOSEPH,11 OCT 1998,SUI,1,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1234,men_110h,2026,https://worldathletics.org/athletes/athlete=14680682
15,13.12,+0.9,Shusei NOMOTO,25 OCT 1995,JPN,1,,"Prefectural Stadium, Fukui (JPN)",15 AUG 2026,1231,men_110h,2026,https://worldathletics.org/athletes/athlete=14547896
16,13.13,+0.4,Yuanjiang CHEN,27 JAN 2006,CHN,1,,"Sports Center, Quzhou (CHN)",16 AUG 2026,1229,men_110h,2026,https://worldathletics.org/athletes/pr-of-china/yuanjiang-chen-15034337
17,13.15,+1.8,Orlando BENNETT,12 OCT 1999,JAM,5,,"Hayward Field, Eugene, OR (USA)",04 JUL 2026,1225,men_110h,2026,https://worldathletics.org/athletes/athlete=14739873
18,13.16,-0.2,Jason HOLMES-WILLIAMSON,2004,USA,4f1,,"Hayward Field, Eugene, OR (USA)",12 JUN 2026,1224,men_110h,2026,https://worldathletics.org/athletes/athlete=14938355
18,13.16,-0.3,Just KWAOU-MATHEY,04 DEC 1999,FRA,2,,"Alexander Stadium, Birmingham (GBR)",12 AUG 2026,1224,men_110h,2026,https://worldathletics.org/athletes/athlete=14734289
20,13.17,+0.2,Josh PARRISH,22 FEB 2005,USA,1h3,,"John McDonnell Field, Fayetteville, AR (USA)",29 MAY 2026,1221,men_110h,2026,https://worldathletics.org/athletes/united-states/josh-parrish-15086499
21,13.18,+0.2,Malachi SNOW,,USA,2h3,,"John McDonnell Field, Fayetteville, AR (USA)",29 MAY 2026,1219,men_110h,2026,https://worldathletics.org/athletes/united-states/malachi-snow-15037082
21,13.18,+1.1,Tatsuki ABE,03 AUG 2003,JPN,1sf2,,"Municipal Mizuho Stadium, Nagoya (JPN)",13 JUN 2026,1219,men_110h,2026,https://worldathletics.org/athletes/athlete=14955190
21,13.18,+1.0,Antonio ALKANA,12 APR 1990,RSA,1h1,,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",28 JUN 2026,1219,men_110h,2026,https://worldathletics.org/athletes/athlete=14462668
24,13.19,+1.7,Mondray BARNARD,08 MAY 2002,RSA,1,,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",28 JUN 2026,1218,men_110h,2026,https://worldathletics.org/athletes/athlete=14888291
25,13.22,+1.5,Le'Ezra BROWN,06 MAR 2007,USA,1f1,,"Spec Towns Track, Athens, GA (USA)",11 APR 2026,1212,men_110h,2026,https://worldathletics.org/athletes/united-states/leezra-brown-14993481
25,13.22,+0.1,Junxi LIU,11 DEC 2003,CHN,5,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1212,men_110h,2026,https://worldathletics.org/athletes/pr-of-china/junxi-liu-14977766
25,13.22,-0.2,Enzo DIESSL,06 JUN 2004,AUT,3,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1213,men_110h,2026,https://worldathletics.org/athletes/athlete=14915048
28,13.23,+0.8,Ja'qualon SCOTT,02 AUG 2001,USA,2h1,,"John McDonnell Field, Fayetteville, AR (USA)",29 MAY 2026,1210,men_110h,2026,https://worldathletics.org/athletes/athlete=14850788
