Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Tina CLAYTON,17 AUG 2004,10.85,JAM,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,1.,dl_meeting
Lavanya WILLIAMS,08 DEC 2005,10.95,JAM,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,2.,dl_meeting
Jonielle SMITH,30 JAN 1996,11.00,JAM,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,3.,dl_meeting
Patrizia VAN DER WEKEN,12 NOV 1999,11.08,LUX,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,4.,dl_meeting
Mckenzie LONG,11 JUL 2000,11.19,USA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,5.,dl_meeting
Torrie LEWIS,08 JAN 2005,11.20,AUS,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,6.,dl_meeting
Zaynab DOSSO,12 SEP 1999,11.25,ITA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,7.,dl_meeting
Delphine NKANSA,21 SEP 2001,11.34,BEL,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,8.,dl_meeting
Ajla DEL PONTE,15 JUL 1996,11.40,SUI,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,9.,dl_meeting
Melissa JEFFERSON-WOODEN,21 FEB 2001,10.84,USA,BAUHAUS-Galan,07 JUN 2026,2026,1.,dl_meeting
Amy HUNT,15 MAY 2002,10.97,GBR,BAUHAUS-Galan,07 JUN 2026,2026,2.,dl_meeting
Patrizia VAN DER WEKEN,12 NOV 1999,11.05,LUX,BAUHAUS-Galan,07 JUN 2026,2026,3.,dl_meeting
Minke BISSCHOPS,02 SEP 2002,11.08,NED,BAUHAUS-Galan,07 JUN 2026,2026,4.,dl_meeting
Zaynab DOSSO,12 SEP 1999,11.22,ITA,BAUHAUS-Galan,07 JUN 2026,2026,5.,dl_meeting
Dina ASHER-SMITH,04 DEC 1995,11.24,GBR,BAUHAUS-Galan,07 JUN 2026,2026,6.,dl_meeting
Sade MCCREATH,25 JUN 1996,11.29,CAN,BAUHAUS-Galan,07 JUN 2026,2026,7.,dl_meeting
Julien ALFRED,10 JUN 2001,10.76,LCA,Oslo Bislett Games,10 JUN 2026,2026,1.,dl_meeting
Amy HUNT,15 MAY 2002,10.99,GBR,Oslo Bislett Games,10 JUN 2026,2026,2.,dl_meeting
Zoe HOBBS,11 SEP 1997,11.03,NZL,Oslo Bislett Games,10 JUN 2026,2026,3.,dl_meeting
Minke BISSCHOPS,02 SEP 2002,11.06,NED,Oslo Bislett Games,10 JUN 2026,2026,4.,dl_meeting
Boglárka TAKÁCS,28 AUG 2001,11.08,HUN,Oslo Bislett Games,10 JUN 2026,2026,5.,dl_meeting
Patrizia VAN DER WEKEN,12 NOV 1999,11.10,LUX,Oslo Bislett Games,10 JUN 2026,2026,6.,dl_meeting
Kemba NELSON,23 FEB 2000,10.88,JAM,Doha Meeting,19 JUN 2026,2026,1.,dl_meeting
Zaynab DOSSO,12 SEP 1999,11.01,ITA,Doha Meeting,19 JUN 2026,2026,2.,dl_meeting
Patrizia VAN DER WEKEN,12 NOV 1999,11.05,LUX,Doha Meeting,19 JUN 2026,2026,3.,dl_meeting
Jaël BESTUÉ,24 SEP 2000,11.07,ESP,Doha Meeting,19 JUN 2026,2026,4.,dl_meeting
Anavia BATTLE,28 MAR 1999,11.13,USA,Doha Meeting,19 JUN 2026,2026,5.,dl_meeting
Maria Isabel PÉREZ,01 MAR 1993,11.23,ESP,Doha Meeting,19 JUN 2026,2026,6.,dl_meeting
Destiny SMITH-BARNETT,26 JUL 1996,11.46,LBR,Doha Meeting,19 JUN 2026,2026,7.,dl_meeting
Melissa JEFFERSON-WOODEN,21 FEB 2001,10.78,USA,Prefontaine Classic,04 JUL 2026,2026,1.,dl_meeting
Sha'Carri RICHARDSON,25 MAR 2000,10.79,USA,Prefontaine Classic,04 JUL 2026,2026,2.,dl_meeting
Adaejah HODGE,21 MAR 2006,10.80,IVB,Prefontaine Classic,04 JUL 2026,2026,3.,dl_meeting
Jonielle SMITH,30 JAN 1996,10.89,JAM,Prefontaine Classic,04 JUL 2026,2026,4.,dl_meeting
Tina CLAYTON,17 AUG 2004,11.00,JAM,Prefontaine Classic,04 JUL 2026,2026,5.,dl_meeting
Shericka JACKSON,16 JUL 1994,11.02,JAM,Prefontaine Classic,04 JUL 2026,2026,6.,dl_meeting
Shawnti JACKSON,02 MAY 2005,11.02,USA,Prefontaine Classic,04 JUL 2026,2026,7.,dl_meeting
Favour OFILI,31 DEC 2002,11.07,NGR,Prefontaine Classic,04 JUL 2026,2026,8.,dl_meeting
Dina ASHER-SMITH,04 DEC 1995,11.18,GBR,Prefontaine Classic,04 JUL 2026,2026,9.,dl_meeting
Melissa JEFFERSON-WOODEN,21 FEB 2001,10.78,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,1.,dl_meeting
Julien ALFRED,10 JUN 2001,10.83,LCA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,2.,dl_meeting
Sha'Carri RICHARDSON,25 MAR 2000,10.96,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,3.,dl_meeting
