Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,43.38,,Samuel OGAZI,14 MAY 2006,NGR,1f1,,"Hayward Field, Eugene, OR (USA)",12 JUN 2026,1295,men_400m,2026,https://worldathletics.org/athletes/athlete=14978353
2,43.44,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,1,,"Stade Louis II, Monaco (MON)",10 JUL 2026,1291,men_400m,2026,https://worldathletics.org/athletes/athlete=14935809
3,43.83,,Rai BENJAMIN,27 JUL 1997,USA,2,,"Stadion Śląski, Chorzów (POL)",23 AUG 2026,1262,men_400m,2026,https://worldathletics.org/athletes/athlete=14574865
4,43.89,,Zakithi NENE,02 APR 1998,RSA,2,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1258,men_400m,2026,https://worldathletics.org/athletes/athlete=14696997
5,43.92,,Jonathan SIMMS,08 JAN 2007,USA,2f1,,"Hayward Field, Eugene, OR (USA)",12 JUN 2026,1256,men_400m,2026,https://worldathletics.org/athletes/united-states/jonathan-simms-14993480
6,43.96,,Jacory PATTERSON,02 FEB 2000,USA,2,,"Stade Louis II, Monaco (MON)",10 JUL 2026,1253,men_400m,2026,https://worldathletics.org/athletes/athlete=14715097
7,43.99,,Justin BRAUN,13 FEB 2004,USA,2h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1251,men_400m,2026,https://worldathletics.org/athletes/athlete=14879104
8,44.02,,Muzala SAMUKONGA,09 DEC 2002,ZAM,1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",14 JUL 2026,1249,men_400m,2026,https://worldathletics.org/athletes/athlete=14930603
9,44.06,,Chris BAILEY,29 MAY 2000,USA,3,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1246,men_400m,2026,https://worldathletics.org/athletes/athlete=14850487
10,44.09,,Matthew HUDSON-SMITH,26 OCT 1994,GBR,4,,"Stade Charléty, Paris (FRA)",28 JUN 2026,1244,men_400m,2026,https://worldathletics.org/athletes/athlete=14407278
11,44.12,,Jordan PIERRE,2004,USA,2f1,,"Hutsell-Rosen Track, Auburn, AL (USA)",16 MAY 2026,1242,men_400m,2026,https://worldathletics.org/athletes/united-states/jordan-pierre-15033061
12,44.20,,Sidi NJIE,20 FEB 2007,USA,3f1,,"Hayward Field, Eugene, OR (USA)",12 JUN 2026,1236,men_400m,2026,https://worldathletics.org/athletes/united-states/sidi-njie-15027039
13,44.24,,Samuel VESSAT,01 MAY 2002,FRA,1,,"Stadium Municipal, Albi (FRA)",26 JUL 2026,1233,men_400m,2026,https://worldathletics.org/athletes/france/samuel-vessat-15146421
14,44.29,,Jayden DAVIS,10 MAR 2005,USA,1f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",18 APR 2026,1230,men_400m,2026,https://worldathletics.org/athletes/united-states/jayden-davis-15026763
15,44.30,,Christopher MORALES WILLIAMS,05 AUG 2004,CAN,1f1,,"Percy Beard Track, Gainesville, FL (USA)",18 APR 2026,1229,men_400m,2026,https://worldathletics.org/athletes/athlete=14876627
16,44.32,,Lythe PILLAY,25 FEB 2003,RSA,1,,"UJ Stadium, Johannesburg (RSA)",14 MAR 2026,1227,men_400m,2026,https://worldathletics.org/athletes/athlete=14789653
17,44.37,,Letsile TEBOGO,07 JUN 2003,BOT,1f1,,"University of Botswana Stadium, Gaborone (BOT)",11 APR 2026,1224,men_400m,2026,https://worldathletics.org/athletes/athlete=14883897
18,44.38,,Alison DOS SANTOS,03 JUN 2000,BRA,2f1,,"Percy Beard Track, Gainesville, FL (USA)",18 APR 2026,1223,men_400m,2026,https://worldathletics.org/athletes/athlete=14755064
18,44.38,,Muhammad Abdallah KOUNTA,27 OCT 1994,FRA,1sf3,,"Alexander Stadium, Birmingham (GBR)",11 AUG 2026,1223,men_400m,2026,https://worldathletics.org/athletes/athlete=14679916
20,44.40,,Khaleb MCRAE,09 SEP 2000,USA,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",31 MAY 2026,1222,men_400m,2026,https://worldathletics.org/athletes/athlete=14797010
21,44.41,,Jonas PHIJFFERS,20 JUN 2003,NED,3,,"Alexander Stadium, Birmingham (GBR)",12 AUG 2026,1221,men_400m,2026,https://worldathletics.org/athletes/netherlands/jonas-phijffers-14988474
22,44.44,,Aidan MURPHY,14 OCT 2003,AUS,1,,"Arafura Stadium, Darwin (AUS)",19 MAY 2026,1219,men_400m,2026,https://worldathletics.org/athletes/athlete=14815259
22,44.44,,Jereem RICHARDS,13 JAN 1994,TTO,6,,"Stade Louis II, Monaco (MON)",10 JUL 2026,1219,men_400m,2026,https://worldathletics.org/athletes/athlete=14434521
24,44.45,,Justin ROBINSON,30 MAR 2002,USA,2,,"Foote Field, Edmonton (CAN)",12 JUL 2026,1218,men_400m,2026,https://worldathletics.org/athletes/athlete=14807359
25,44.47,,Attila MOLNÁR,17 JAN 2002,HUN,7,,"Stade Louis II, Monaco (MON)",10 JUL 2026,1217,men_400m,2026,https://worldathletics.org/athletes/athlete=14712930
25,44.47,,Jayden DELEON,26 DEC 2007,USA,1,,"Hayward Field, Eugene, OR (USA)",07 AUG 2026,1217,men_400m,2026,https://worldathletics.org/athletes/united-states/jayden-deleon-15168493
27,44.49,,José FIGUEROA,14 SEP 2004,PUR,1,,"Estadio Jose A. Figueroa Freyre, Mayagüez (PUR)",02 MAY 2026,1215,men_400m,2026,https://worldathletics.org/athletes/athlete=14978866
28,44.52,,Lee EPPIE,18 MAY 1999,BOT,1h5,,"University of Ghana Sports Stadium, Accra (GHA)",12 MAY 2026,1213,men_400m,2026,https://worldathletics.org/athletes/athlete=14804565
28,44.52,,Leendert KOEKEMOER,15 MAY 2007,RSA,1,,"Centro Gabre Gabric, Brescia (ITA)",30 AUG 2026,1213,men_400m,2026,https://worldathletics.org/athletes/south-africa/leendert-koekemoer-15024397
30,44.54,,Boniface Ontuga MWERESA,13 NOV 1993,KEN,1,,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",12 JUN 2026,1212,men_400m,2026,https://worldathletics.org/athletes/athlete=14479183
30,44.54,,Demarius SMITH,25 DEC 1998,USA,3,,"Icahn Stadium, New York, NY (USA)",25 JUL 2026,1212,men_400m,2026,https://worldathletics.org/athletes/athlete=14802020
32,44.58,,Vernon NORWOOD,10 APR 1992,USA,2f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",18 APR 2026,1209,men_400m,2026,https://worldathletics.org/athletes/athlete=14490237
33,44.61,,Justice ORATILE,21 MAY 2006,BOT,1f2,,"McArthur Stadium, Potchefstroom (RSA)",08 APR 2026,1207,men_400m,2026,https://worldathletics.org/athletes/botswana/justice-oratile-15070167
34,44.62,,Bayapo NDORI,20 JUN 1999,BOT,1,,"National Stadium, Gaborone (BOT)",04 APR 2026,1206,men_400m,2026,https://worldathletics.org/athletes/athlete=14847443
34,44.62,,Quincy WILSON,08 JAN 2008,USA,2,,"Hayward Field, Eugene, OR (USA)",07 AUG 2026,1206,men_400m,2026,https://worldathletics.org/athletes/united-states/quincy-wilson-15025343
34,44.62,,Yuki Joseph NAKAJIMA,30 MAR 2002,JPN,1,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1206,men_400m,2026,https://worldathletics.org/athletes/athlete=14915400
37,44.63,,Reece HOLDER,20 AUG 2002,AUS,3,,"Centro Gabre Gabric, Brescia (ITA)",30 AUG 2026,1206,men_400m,2026,https://worldathletics.org/athletes/athlete=14820122
38,44.64,,Thandazani NDHLOVU,23 NOV 2004,ZIM,4,,"Nemzeti Atlétikai Központ, Budapest (HUN)",14 JUL 2026,1205,men_400m,2026,https://worldathletics.org/athletes/zimbabwe/thandazani-ndhlovu-15187153
39,44.66,,Javier GÓMEZ,22 MAY 2001,VEN,1f2,,"Estadio Monumental de Puerto La Cruz José Antonio Anzoátegui, Puerto la Cruz (VEN)",21 MAY 2026,1203,men_400m,2026,https://worldathletics.org/athletes/athlete=14927732
39,44.66,,Ben JEFFERIES,10 SEP 1999,GBR,2f1,,"Alexander Stadium, Birmingham (GBR)",21 JUN 2026,1203,men_400m,2026,https://worldathletics.org/athletes/athlete=14932145
41,44.67,,Gabriel MORONTA,19 OCT 2002,DOM,1,,"Alfonso Galvis Duque Stadium, Medellín (COL)",28 JUN 2026,1203,men_400m,2026,https://worldathletics.org/athletes/athlete=14882806
42,44.69,,Thomas REYNOLDS,05 SEP 2004,AUS,2,,"Arafura Stadium, Darwin (AUS)",19 MAY 2026,1201,men_400m,2026,https://worldathletics.org/athletes/australia/thomas-reynolds-14964282
42,44.69,,Aleksey DANILOV,27 AUG 2006,RUS,1f2,,"Luzhniki Stadion, Moskva (RUS)",05 JUN 2026,1201,men_400m,2026,https://worldathletics.org/athletes/russia/aleksey-danilov-15043554
42,44.69,,Charles DOBSON,20 OCT 1999,GBR,3f1,,"Alexander Stadium, Birmingham (GBR)",21 JUN 2026,1201,men_400m,2026,https://worldathletics.org/athletes/athlete=14762871
45,44.70,,Antonio WATSON,11 SEP 2001,JAM,2f1,,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",10 JUL 2026,1201,men_400m,2026,https://worldathletics.org/athletes/athlete=14737996
45,44.70,,Edoardo SCOTTI,09 MAY 2000,ITA,2,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1201,men_400m,2026,https://worldathletics.org/athletes/athlete=14741773
47,44.71,,Ammar Ismail YAHIA IBRAHIM,18 SEP 1996,QAT,2f2,,"Luzhniki Stadion, Moskva (RUS)",05 JUN 2026,1200,men_400m,2026,https://worldathletics.org/athletes/athlete=14951608
48,44.72,,Josiah WRICE,,USA,1f1,,"Percy Beard Track, Gainesville, FL (USA)",18 APR 2026,1199,men_400m,2026,https://worldathletics.org/athletes/united-states/josiah-wrice-15040003
48,44.72,,Jean Paul BREDAU,27 JUN 1999,GER,1,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",26 JUL 2026,1199,men_400m,2026,https://worldathletics.org/athletes/athlete=14771929
50,44.74,,Bryce DEADMON,26 MAR 1997,USA,2,,"Cushing Stadium, College Station, TX (USA)",06 JUN 2026,1198,men_400m,2026,https://worldathletics.org/athletes/athlete=14596460
51,44.75,,Mthi MTHIMKULU,30 APR 2003,RSA,1f3,,"Paul-Greifzu-Stadion, Dessau (GER)",19 JUN 2026,1197,men_400m,2026,https://worldathletics.org/athletes/athlete=14936548
52,44.77,,Kelvin Kiprotich TONUI,26 JUL 1997,KEN,1f1,,"Nyayo National Stadium, Nairobi (KEN)",20 JUN 2026,1196,men_400m,2026,https://worldathletics.org/athletes/athlete=14748363
53,44.79,,Jack STADLMAN,,USA,1h1,,"John McDonnell Field, Fayetteville, AR (USA)",29 MAY 2026,1194,men_400m,2026,https://worldathletics.org/athletes/united-states/jack-stadlman-15150021
53,44.79,,Jaden MARCHAN,25 JUL 2006,TTO,3h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1194,men_400m,2026,https://worldathletics.org/athletes/trinidad-and-tobago/jaden-marchan-15044674
55,44.81,,Daniel SEGERS,01 FEB 2001,BEL,2,,"Mestský Stadion, Ostrava (CZE)",16 JUN 2026,1193,men_400m,2026,https://worldathletics.org/athletes/athlete=14691581
56,44.83,,Devan CRUMPTON,,USA,3h1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1192,men_400m,2026,https://worldathletics.org/athletes/united-states/devan-crumpton-15188673
56,44.83,,Kirani JAMES,01 SEP 1992,GRN,3,,"Letzigrund, Zürich (SUI)",27 AUG 2026,1192,men_400m,2026,https://worldathletics.org/athletes/athlete=14195659
58,44.85,,Cooper SHERMAN,25 FEB 2004,AUS,1,,"WA Athletics Stadium, Perth (AUS)",14 FEB 2026,1190,men_400m,2026,https://worldathletics.org/athletes/athlete=14920488
58,44.85,,Suleiman ABDULRAHMAN,11 AUG 2007,UAE,1,,"Kai Tak Youth Sports Ground, Hong Kong (HKG)",29 MAY 2026,1190,men_400m,2026,https://worldathletics.org/athletes/united-arab-emirates/suleiman-abdulrahman-15122281
60,44.87,,Grant BUCKMILLER,15 APR 2005,USA,4h1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1189,men_400m,2026,https://worldathletics.org/athletes/united-states/grant-buckmiller-15044696
60,44.87,,Malachi AUSTIN,21 FEB 2007,GUY,4h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1189,men_400m,2026,https://worldathletics.org/athletes/guyana/malachi-austin-15018031
60,44.87,,Patrik Simon ENYINGI,24 JAN 2001,HUN,1h1,,"Alexander Stadium, Birmingham (GBR)",10 AUG 2026,1189,men_400m,2026,https://worldathletics.org/athletes/athlete=14879721
63,44.88,,Dennis Bradley HOVE,06 JAN 2002,ZIM,1sf3,,"University of Ghana Sports Stadium, Accra (GHA)",13 MAY 2026,1188,men_400m,2026,https://worldathletics.org/athletes/zimbabwe/dennis-bradley-hove-15165529
63,44.88,,George John FRANKS,24 FEB 2004,GRE,5h1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1188,men_400m,2026,https://worldathletics.org/athletes/greece/george-john-franks-15132409
63,44.88,,Chris ROBINSON,19 FEB 2001,USA,5,,"Hayward Field, Eugene, OR (USA)",04 JUL 2026,1188,men_400m,2026,https://worldathletics.org/athletes/athlete=14969871
66,44.90,,Matheus LIMA,01 JUN 2003,BRA,1,,"CNDA, Bragança Paulista (BRA)",25 APR 2026,1187,men_400m,2026,https://worldathletics.org/athletes/athlete=14918836
67,44.91,,Leeford ZUZE,02 APR 2001,ZIM,2f1,,"University of Botswana Stadium, Gaborone (BOT)",11 APR 2026,1186,men_400m,2026,https://worldathletics.org/athletes/zimbabwe/leeford-zuze-14953160
67,44.91,,Edidiong UDO,31 JAN 1999,NGR,1h5,,"Ed Weir Outdoor Track, Lincoln, NE (USA)",15 MAY 2026,1186,men_400m,2026,https://worldathletics.org/athletes/athlete=14807263
69,44.92,,Yann SPILLMANN,15 JUL 2002,FRA,3,,"Stadium Municipal, Albi (FRA)",26 JUL 2026,1185,men_400m,2026,https://worldathletics.org/athletes/athlete=14910752
70,44.94,,Alexander OGANDO,03 MAY 2000,DOM,1f4,,"Estadio Luguelín Santos, Bayaguana (DOM)",28 MAR 2026,1184,men_400m,2026,https://worldathletics.org/athletes/athlete=14912251
70,44.94,,Alexander RHODES,28 JUN 2005,USA,3f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",18 APR 2026,1184,men_400m,2026,https://worldathletics.org/athletes/united-states/alexander-rhodes-15133797
70,44.94,,Michael NORMAN,03 DEC 1997,USA,1,,"Drake Stadium, Los Angeles, CA (USA)",23 MAY 2026,1184,men_400m,2026,https://worldathletics.org/athletes/athlete=14588244
70,44.94,,Maksymilian SZWED,06 AUG 2004,POL,1,,"Miejski Stadion, Opole (POL)",27 JUN 2026,1184,men_400m,2026,https://worldathletics.org/athletes/athlete=14945080
74,44.95,,William Owadie OPARE,02 AUG 2000,GHA,1f1,,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",23 MAY 2026,1183,men_400m,2026,https://worldathletics.org/athletes/ghana/william-owadie-opare-15035621
75,44.96,,William JONES,03 OCT 2003,USA,4f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",18 APR 2026,1183,men_400m,2026,https://worldathletics.org/athletes/united-states/william-jones-15025360
76,44.98,,Vishal THENNARASU KAYALVIZHI,17 DEC 2003,IND,1,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",23 MAY 2026,1181,men_400m,2026,https://worldathletics.org/athletes/india/vishal-thennarasu-kayalvizhi-15010693
76,44.98,,Shinya HAYASHI,15 APR 2004,JPN,1h1,,"Municipal Mizuho Stadium, Nagoya (JPN)",13 JUN 2026,1181,men_400m,2026,https://worldathletics.org/athletes/japan/shinya-hayashi-14957327
78,45.00,,Elija GODWIN,01 JUL 1999,USA,3,,"Cushing Stadium, College Station, TX (USA)",06 JUN 2026,1180,men_400m,2026,https://worldathletics.org/athletes/athlete=14690211
78,45.00,,Mohamed Yassine ZERHOUMI,21 APR 1999,MAR,1f1,,"Stade Paul Rebeilleau, Poitiers (FRA)",13 JUN 2026,1180,men_400m,2026,https://worldathletics.org/athletes/morocco/mohamed-yassine-zerhoumi-15018756
80,45.01,,Amal GLASGOW,07 NOV 2004,VIN,2h2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1179,men_400m,2026,https://worldathletics.org/athletes/athlete=14935710
80,45.01,,Cheikh Tidiane DIOUF,23 MAR 1995,SEN,2f1,,"Stade Paul Rebeilleau, Poitiers (FRA)",13 JUN 2026,1179,men_400m,2026,https://worldathletics.org/athletes/athlete=14910932
82,45.02,,Nicholas SPIKES,,USA,5h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1178,men_400m,2026,https://worldathletics.org/athletes/united-states/nicholas-spikes-15139749
83,45.03,,Luke VAN RATINGEN,12 OCT 2001,AUS,2,,"Lakeside Stadium, Melbourne (AUS)",28 MAR 2026,1178,men_400m,2026,https://worldathletics.org/athletes/athlete=14859184
83,45.03,,Jonathan SACOOR,01 SEP 1999,BEL,3,,"Stade Jean Delbert, Montreuil (FRA)",17 JUN 2026,1178,men_400m,2026,https://worldathletics.org/athletes/athlete=14676801
83,45.03,,Eugene OMALLA,05 OCT 2000,NED,3,,"FBK Stadium, Hengelo (NED)",21 JUN 2026,1178,men_400m,2026,https://worldathletics.org/athletes/athlete=14833321
83,45.03,,Semi Thiel Deng THIEL,02 FEB 2003,SSD,1f2,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",26 AUG 2026,1178,men_400m,2026,https://worldathletics.org/athletes/athlete=14916124
87,45.05,,David AKHALU,21 MAR 2007,NGR,1f1,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",02 MAY 2026,1176,men_400m,2026,https://worldathletics.org/athletes/nigeria/david-akhalu-15066294
