Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Addisu YIHUNE,17 MAR 2003,12:57.32,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,1.,dl_meeting
Mohamed ABDILAAHI,24 MAR 1999,12:57.90,GER,Wanda Diamond League Xiamen,23 MAY 2026,2026,2.,dl_meeting
Biniam MEHARY,20 DEC 2006,12:58.51,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,3.,dl_meeting
Eduardo HERRERA,23 SEP 1997,13:00.69,MEX,Wanda Diamond League Xiamen,23 MAY 2026,2026,4.,dl_meeting
Edwin KURGAT,19 MAY 1996,13:01.47,KEN,Wanda Diamond League Xiamen,23 MAY 2026,2026,5.,dl_meeting
Khairi BEJIGA,27 APR 2006,13:06.45,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,6.,dl_meeting
Birhanu BALEW,27 FEB 1996,13:07.75,BRN,Wanda Diamond League Xiamen,23 MAY 2026,2026,7.,dl_meeting
Cornelius KEMBOI,29 FEB 2000,13:08.45,KEN,Wanda Diamond League Xiamen,23 MAY 2026,2026,8.,dl_meeting
Santiago CATROFE,13 FEB 1999,13:08.72,URU,Wanda Diamond League Xiamen,23 MAY 2026,2026,9.,dl_meeting
Keneth KIPROP,13 MAY 2005,13:08.79,UGA,Wanda Diamond League Xiamen,23 MAY 2026,2026,10.,dl_meeting
Mathew Kipchumba KIPSANG,16 NOV 1995,13:12.82,KEN,Wanda Diamond League Xiamen,23 MAY 2026,2026,11.,dl_meeting
Mezgebu SIME,07 OCT 2005,13:13.17,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,12.,dl_meeting
Timothy CHERUIYOT,20 NOV 1995,13:16.41,KEN,Wanda Diamond League Xiamen,23 MAY 2026,2026,13.,dl_meeting
Seth O'DONNELL,14 SEP 2001,13:18.68,AUS,Wanda Diamond League Xiamen,23 MAY 2026,2026,14.,dl_meeting
Harbert KIBET,17 JUN 2005,13:46.45,UGA,Wanda Diamond League Xiamen,23 MAY 2026,2026,15.,dl_meeting
Tim VERBAANDERT,17 JUL 2000,13:54.63,NED,Wanda Diamond League Xiamen,23 MAY 2026,2026,16.,dl_meeting
Abdisa FAYISA,24 APR 2005,DNF,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,,dl_meeting
Kuma GIRMA,24 NOV 2005,DNF,ETH,Wanda Diamond League Xiamen,23 MAY 2026,2026,,dl_meeting
Andreas ALMGREN,12 JUN 1995,DNF,SWE,Wanda Diamond League Xiamen,23 MAY 2026,2026,,dl_meeting
Addisu YIHUNE,17 MAR 2003,12:47.62,ETH,Oslo Bislett Games,10 JUN 2026,2026,1.,dl_meeting
Birhanu BALEW,27 FEB 1996,12:47.73,BRN,Oslo Bislett Games,10 JUN 2026,2026,2.,dl_meeting
Andreas ALMGREN,12 JUN 1995,12:48.61,SWE,Oslo Bislett Games,10 JUN 2026,2026,3.,dl_meeting
Parker WOLFE,27 JUL 2003,12:49.45,USA,Oslo Bislett Games,10 JUN 2026,2026,4.,dl_meeting
Grant FISHER,22 APR 1997,12:49.61,USA,Oslo Bislett Games,10 JUN 2026,2026,5.,dl_meeting
Graham BLANKS,24 APR 2002,12:49.99,USA,Oslo Bislett Games,10 JUN 2026,2026,6.,dl_meeting
Mezgebu SIME,07 OCT 2005,12:50.17,ETH,Oslo Bislett Games,10 JUN 2026,2026,7.,dl_meeting
Ky ROBINSON,27 FEB 2002,12:50.82,AUS,Oslo Bislett Games,10 JUN 2026,2026,8.,dl_meeting
Biniam MEHARY,20 DEC 2006,12:54.35,ETH,Oslo Bislett Games,10 JUN 2026,2026,9.,dl_meeting
Cornelius KEMBOI,29 FEB 2000,12:56.02,KEN,Oslo Bislett Games,10 JUN 2026,2026,10.,dl_meeting
Ishmael Rokitto KIPKURUI,10 FEB 2005,12:56.96,KEN,Oslo Bislett Games,10 JUN 2026,2026,11.,dl_meeting
Jacob KROP,04 JUN 2001,13:01.51,KEN,Oslo Bislett Games,10 JUN 2026,2026,12.,dl_meeting
Dominic Lokinyomo LOBALU,16 AUG 1998,13:08.78,SUI,Oslo Bislett Games,10 JUN 2026,2026,13.,dl_meeting
Isaac KIMELI,09 MAR 1994,13:13.17,BEL,Oslo Bislett Games,10 JUN 2026,2026,14.,dl_meeting
Tim VERBAANDERT,17 JUL 2000,13:13.34,NED,Oslo Bislett Games,10 JUN 2026,2026,15.,dl_meeting
Sam GILMAN,20 SEP 2000,DNF,USA,Oslo Bislett Games,10 JUN 2026,2026,,dl_meeting
Maximilian THORWIRTH,09 JAN 1995,DNF,GER,Oslo Bislett Games,10 JUN 2026,2026,,dl_meeting
Grant FISHER,22 APR 1997,12:54.80,USA,Meeting de Paris,28 JUN 2026,2026,1.,dl_meeting
Jacob KROP,04 JUN 2001,12:55.22,KEN,Meeting de Paris,28 JUN 2026,2026,2.,dl_meeting
Andreas ALMGREN,12 JUN 1995,12:55.38,SWE,Meeting de Paris,28 JUN 2026,2026,3.,dl_meeting
Egide NTAKARUTIMANA,21 OCT 1997,12:56.06,BDI,Meeting de Paris,28 JUN 2026,2026,4.,dl_meeting
Birhanu BALEW,27 FEB 1996,12:56.66,BRN,Meeting de Paris,28 JUN 2026,2026,5.,dl_meeting
Graham BLANKS,24 APR 2002,12:57.12,USA,Meeting de Paris,28 JUN 2026,2026,6.,dl_meeting
Jimmy GRESSIER,04 MAY 1997,12:57.79,FRA,Meeting de Paris,28 JUN 2026,2026,7.,dl_meeting
Cornelius KEMBOI,29 FEB 2000,12:58.10,KEN,Meeting de Paris,28 JUN 2026,2026,8.,dl_meeting
Mathew Kipchumba KIPSANG,16 NOV 1995,12:58.95,KEN,Meeting de Paris,28 JUN 2026,2026,9.,dl_meeting
Saymon AMANUEL,27 MAY 2007,12:59.37,ERI,Meeting de Paris,28 JUN 2026,2026,10.,dl_meeting
Santiago CATROFE,13 FEB 1999,13:02.57,URU,Meeting de Paris,28 JUN 2026,2026,11.,dl_meeting
Addisu YIHUNE,17 MAR 2003,13:03.22,ETH,Meeting de Paris,28 JUN 2026,2026,12.,dl_meeting
Frankline KIBET,28 JUL 2007,13:08.32,KEN,Meeting de Paris,28 JUN 2026,2026,13.,dl_meeting
Florian BREMM,14 AUG 2000,13:10.39,GER,Meeting de Paris,28 JUN 2026,2026,14.,dl_meeting
Khairi BEJIGA,27 APR 2006,13:15.41,ETH,Meeting de Paris,28 JUN 2026,2026,15.,dl_meeting
Getnet WALE,16 JUL 2000,13:15.68,ETH,Meeting de Paris,28 JUN 2026,2026,16.,dl_meeting
Eduardo HERRERA,23 SEP 1997,13:16.18,MEX,Meeting de Paris,28 JUN 2026,2026,17.,dl_meeting
Valentin SOCA,24 JUL 2002,13:19.69,URU,Meeting de Paris,28 JUN 2026,2026,18.,dl_meeting
Kuma GIRMA,24 NOV 2005,13:33.07,ETH,Meeting de Paris,28 JUN 2026,2026,19.,dl_meeting
Etienne DAGUINOS,15 FEB 2000,DNF,FRA,Meeting de Paris,28 JUN 2026,2026,,dl_meeting
Lamecha GIRMA,26 NOV 2000,DNF,ETH,Meeting de Paris,28 JUN 2026,2026,,dl_meeting
Tim VERBAANDERT,17 JUL 2000,DNF,NED,Meeting de Paris,28 JUN 2026,2026,,dl_meeting
Dominic Lokinyomo LOBALU,16 AUG 1998,12:52.54,SUI,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,1.,dl_meeting
Graham BLANKS,24 APR 2002,12:52.60,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,2.,dl_meeting
Birhanu BALEW,27 FEB 1996,12:52.91,BRN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,3.,dl_meeting
Jacob KROP,04 JUN 2001,12:53.71,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,4.,dl_meeting
Cornelius KEMBOI,29 FEB 2000,12:57.36,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,5.,dl_meeting
Biniam MEHARY,20 DEC 2006,12:58.37,ETH,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,6.,dl_meeting
Etienne DAGUINOS,15 FEB 2000,13:01.92,FRA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,7.,dl_meeting
Khairi BEJIGA,27 APR 2006,13:07.06,ETH,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,8.,dl_meeting
Abdihamid NUR,14 OCT 1997,13:09.49,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,9.,dl_meeting
Isaac KIMELI,09 MAR 1994,13:23.98,BEL,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,10.,dl_meeting
Ky ROBINSON,27 FEB 2002,13:26.70,AUS,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,11.,dl_meeting
Saymon AMANUEL,27 MAY 2007,DNF,ERI,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,,dl_meeting
Thierry NDIKUMWENAYO,26 MAR 1997,DNF,ESP,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,,dl_meeting
Birhanu BALEW,27 FEB 1996,12:57.55,BRN,Athletissima Lausanne,21 AUG 2026,2026,1.,dl_meeting
Parker WOLFE,27 JUL 2003,12:58.20,USA,Athletissima Lausanne,21 AUG 2026,2026,2.,dl_meeting
Nico YOUNG,27 JUL 2002,12:58.33,USA,Athletissima Lausanne,21 AUG 2026,2026,3.,dl_meeting
Graham BLANKS,24 APR 2002,12:59.16,USA,Athletissima Lausanne,21 AUG 2026,2026,4.,dl_meeting
Cornelius KEMBOI,29 FEB 2000,12:59.33,KEN,Athletissima Lausanne,21 AUG 2026,2026,5.,dl_meeting
Mezgebu SIME,07 OCT 2005,12:59.48,ETH,Athletissima Lausanne,21 AUG 2026,2026,6.,dl_meeting
Kuma GIRMA,24 NOV 2005,13:00.22,ETH,Athletissima Lausanne,21 AUG 2026,2026,7.,dl_meeting
Dominic Lokinyomo LOBALU,16 AUG 1998,13:00.73,SUI,Athletissima Lausanne,21 AUG 2026,2026,8.,dl_meeting
Khairi BEJIGA,27 APR 2006,13:03.27,ETH,Athletissima Lausanne,21 AUG 2026,2026,9.,dl_meeting
Egide NTAKARUTIMANA,21 OCT 1997,13:07.21,BDI,Athletissima Lausanne,21 AUG 2026,2026,10.,dl_meeting
Grant FISHER,22 APR 1997,13:07.74,USA,Athletissima Lausanne,21 AUG 2026,2026,11.,dl_meeting
Laban Kiptoo KOSGEI,09 JUN 2006,13:08.39,KEN,Athletissima Lausanne,21 AUG 2026,2026,12.,dl_meeting
Shimelis NIGUSE,16 DEC 2004,13:08.78,ETH,Athletissima Lausanne,21 AUG 2026,2026,13.,dl_meeting
Jacob KROP,04 JUN 2001,13:13.29,KEN,Athletissima Lausanne,21 AUG 2026,2026,14.,dl_meeting
Charles KIBOINO,2006,13:15.76,KEN,Athletissima Lausanne,21 AUG 2026,2026,15.,dl_meeting
Getnet WALE,16 JUL 2000,13:22.11,ETH,Athletissima Lausanne,21 AUG 2026,2026,16.,dl_meeting
Mathew Kipchumba KIPSANG,16 NOV 1995,13:40.32,KEN,Athletissima Lausanne,21 AUG 2026,2026,17.,dl_meeting
Santiago CATROFE,13 FEB 1999,DNF,URU,Athletissima Lausanne,21 AUG 2026,2026,,dl_meeting
Eduardo HERRERA,23 SEP 1997,DNF,MEX,Athletissima Lausanne,21 AUG 2026,2026,,dl_meeting
Tim VERBAANDERT,17 JUL 2000,DNF,NED,Athletissima Lausanne,21 AUG 2026,2026,,dl_meeting
