Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Busang Collen KEBINATSHIPI,13 FEB 2004,43.92,BOT,Wanda Diamond League Xiamen,23 MAY 2026,2026,1.,dl_meeting
Muzala SAMUKONGA,09 DEC 2002,44.04,ZAM,Wanda Diamond League Xiamen,23 MAY 2026,2026,2.,dl_meeting
Zakithi NENE,02 APR 1998,44.40,RSA,Wanda Diamond League Xiamen,23 MAY 2026,2026,3.,dl_meeting
Chris BAILEY,29 MAY 2000,44.70,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,4.,dl_meeting
Bayapo NDORI,20 JUN 1999,44.88,BOT,Wanda Diamond League Xiamen,23 MAY 2026,2026,5.,dl_meeting
Christopher MORALES WILLIAMS,05 AUG 2004,45.24,CAN,Wanda Diamond League Xiamen,23 MAY 2026,2026,6.,dl_meeting
Attila MOLNÁR,17 JAN 2002,45.49,HUN,Wanda Diamond League Xiamen,23 MAY 2026,2026,7.,dl_meeting
Vernon NORWOOD,10 APR 1992,45.51,USA,Wanda Diamond League Xiamen,23 MAY 2026,2026,8.,dl_meeting
Kai LIU,10 MAY 2006,46.60,CHN,Wanda Diamond League Xiamen,23 MAY 2026,2026,9.,dl_meeting
Jacory PATTERSON,02 FEB 2000,44.11,USA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,1.,dl_meeting
Matthew HUDSON-SMITH,26 OCT 1994,44.25,GBR,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,2.,dl_meeting
Khaleb MCRAE,09 SEP 2000,44.40,USA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,3.,dl_meeting
Zakithi NENE,02 APR 1998,44.41,RSA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,4.,dl_meeting
Bayapo NDORI,20 JUN 1999,44.68,BOT,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,5.,dl_meeting
Attila MOLNÁR,17 JAN 2002,44.73,HUN,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,6.,dl_meeting
Mohamed Yassine ZERHOUMI,21 APR 1999,45.44,MAR,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,7.,dl_meeting
Quincy HALL,31 JUL 1998,45.54,USA,Meeting International Mohammed VI d'Athletisme de Rabat,31 MAY 2026,2026,8.,dl_meeting
Zakithi NENE,02 APR 1998,44.48,RSA,BAUHAUS-Galan,07 JUN 2026,2026,1.,dl_meeting
Jacory PATTERSON,02 FEB 2000,44.69,USA,BAUHAUS-Galan,07 JUN 2026,2026,2.,dl_meeting
Jereem RICHARDS,13 JAN 1994,44.87,TTO,BAUHAUS-Galan,07 JUN 2026,2026,3.,dl_meeting
Khaleb MCRAE,09 SEP 2000,44.94,USA,BAUHAUS-Galan,07 JUN 2026,2026,4.,dl_meeting
Charles DOBSON,20 OCT 1999,45.15,GBR,BAUHAUS-Galan,07 JUN 2026,2026,5.,dl_meeting
Carl BENGTSTRÖM,13 JAN 2000,45.89,SWE,BAUHAUS-Galan,07 JUN 2026,2026,6.,dl_meeting
Muzala SAMUKONGA,09 DEC 2002,47.93,ZAM,BAUHAUS-Galan,07 JUN 2026,2026,7.,dl_meeting
Busang Collen KEBINATSHIPI,13 FEB 2004,43.54,BOT,Meeting de Paris,28 JUN 2026,2026,1.,dl_meeting
Zakithi NENE,02 APR 1998,43.89,RSA,Meeting de Paris,28 JUN 2026,2026,2.,dl_meeting
Chris BAILEY,29 MAY 2000,44.06,USA,Meeting de Paris,28 JUN 2026,2026,3.,dl_meeting
