Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,14:18.41,,Likina AMEBAW,30 NOV 1997,ETH,1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1245,women_5000m,2026,https://worldathletics.org/athletes/athlete=14877871
2,14:18.54,,Aleshign BAWEKE,23 JAN 2006,ETH,2,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1245,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/aleshign-baweke-15172866
3,14:18.94,,Freweyni HAILU,12 FEB 2001,ETH,3,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1244,women_5000m,2026,https://worldathletics.org/athletes/athlete=14836656
4,14:22.37,,Senayet GETACHEW,01 OCT 2005,ETH,4,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1237,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/senayet-getachew-15046190
5,14:22.51,,Medina EISA,2002,ETH,5,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1237,women_5000m,2026,https://worldathletics.org/athletes/athlete=14985841
6,14:22.56,,Hirut MESHESHA,20 JAN 2001,ETH,6,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1237,women_5000m,2026,https://worldathletics.org/athletes/athlete=14805826
7,14:23.44,,Fantaye BELAYNEH,11 SEP 2000,ETH,7,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1235,women_5000m,2026,https://worldathletics.org/athletes/athlete=14977672
8,14:24.14,,Faith KIPYEGON,10 JAN 1994,KEN,1,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1234,women_5000m,2026,https://worldathletics.org/athletes/athlete=14413305
9,14:26.41,,Asayech AYICHEW,03 APR 2005,ETH,5,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1229,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/asayech-ayichew-15041291
10,14:29.97,,Mizan ALEM,22 JAN 2002,ETH,6,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1222,women_5000m,2026,https://worldathletics.org/athletes/athlete=14848748
11,14:30.06,,Winfred YAVI,31 DEC 1999,BRN,8,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1222,women_5000m,2026,https://worldathletics.org/athletes/athlete=14695622
12,14:32.84,,Marta ALEMAYO,08 APR 2008,ETH,7,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1216,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/marta-alemayo-15131346
13,14:33.56,,Maureen KOSTER,03 JUL 1992,NED,9,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1215,women_5000m,2026,https://worldathletics.org/athletes/athlete=14372338
14,14:34.01,,Margaret AKIDOR,26 JUN 2002,KEN,10,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1214,women_5000m,2026,https://worldathletics.org/athletes/athlete=14798242
15,14:35.96,,Hawi ABERA,17 DEC 2006,ETH,8,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1210,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/hawi-abera-15058804
16,14:36.55,,Caroline NYAGA,07 OCT 1993,KEN,9,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1209,women_5000m,2026,https://worldathletics.org/athletes/athlete=14814043
17,14:37.47,,Rose DAVIES,21 DEC 1999,AUS,4,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2026,1207,women_5000m,2026,https://worldathletics.org/athletes/athlete=14517594
18,14:37.80,,Sarah MADELEINE,20 SEP 1998,FRA,11,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1206,women_5000m,2026,https://worldathletics.org/athletes/athlete=14683883
19,14:38.66,,Mastewal MEHABAW,31 DEC 2006,ETH,10,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1205,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/mastewal-mehabaw-15308109
20,14:38.69,,Georgia GRIFFITH,05 DEC 1996,AUS,6,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2026,1205,women_5000m,2026,https://worldathletics.org/athletes/athlete=14549778
21,14:39.31,,Maurine Jepkoech CHEBOR,28 MAY 2004,KEN,11,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1203,women_5000m,2026,https://worldathletics.org/athletes/kenya/maurine-jepkoech-chebor-14989691
22,14:39.38,,Charity CHEROP,04 JUL 2007,UGA,12,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1203,women_5000m,2026,https://worldathletics.org/athletes/uganda/charity-cherop-15058751
23,14:39.88,,Parker VALBY,27 SEP 2002,USA,1,,"USC Allyson Felix at Loker Track Stadium, Los Angeles, CA (USA)",13 JUN 2026,1202,women_5000m,2026,https://worldathletics.org/athletes/athlete=14903214
24,14:40.05,,Nadia BATTOCLETTI,12 APR 2000,ITA,13,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1202,women_5000m,2026,https://worldathletics.org/athletes/athlete=14700830
25,14:40.62,,Linden HALL,20 JUN 1991,AUS,10,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2026,1201,women_5000m,2026,https://worldathletics.org/athletes/athlete=14272002
26,14:40.77,,Cassandre BEAUGRAND,23 MAY 1997,FRA,1,,"Parc des Sports C. Ehrmann, Nice (FRA)",20 MAY 2026,1201,women_5000m,2026,https://worldathletics.org/athletes/athlete=14586381
26,14:40.77,,Yenawa NBRET,18 MAY 2007,ETH,14,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1201,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/yenawa-nbret-15090391
28,14:41.46,,Francine NIYOMUKUNZI,01 AUG 1999,BDI,16,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1199,women_5000m,2026,https://worldathletics.org/athletes/athlete=14786755
29,14:44.03,,Janet Jepkoech CHEPKEMOI,29 NOV 2006,KEN,1f3,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1194,women_5000m,2026,https://worldathletics.org/athletes/kenya/janet-jepkoech-chepkemoi-15018098
30,14:45.01,,Jessica HULL,22 OCT 1996,AUS,2f1,,"Scotstoun Stadium, Glasgow (GBR)",30 JUL 2026,1192,women_5000m,2026,https://worldathletics.org/athletes/athlete=14464506
31,14:48.02,,Yenenesh SHIMKET,09 FEB 2007,ETH,13,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1186,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/yenenesh-shimket-15043002
32,14:48.18,,Purity Kajuju GITONGA,12 MAY 1996,KEN,1,,"LAZ Wien, Wien (AUT)",20 JUN 2026,1186,women_5000m,2026,https://worldathletics.org/athletes/athlete=14892498
33,14:48.61,,Diane VAN ES,22 MAR 1999,NED,2f2,,"Putbosstadion, Oordegem (BEL)",01 AUG 2026,1185,women_5000m,2026,https://worldathletics.org/athletes/athlete=14625026
34,14:48.88,,Sarah HEALY,13 FEB 2001,IRL,17,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1185,women_5000m,2026,https://worldathletics.org/athletes/athlete=14705242
35,14:49.10,,Megan KEITH,23 APR 2002,GBR,3f1,,"Scotstoun Stadium, Glasgow (GBR)",30 JUL 2026,1184,women_5000m,2026,https://worldathletics.org/athletes/athlete=14918707
36,14:49.11,,Seniya Mohammed BEREKA,22 APR 2006,ETH,3f2,,"Putbosstadion, Oordegem (BEL)",01 AUG 2026,1184,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/seniya-mohammed-bereka-15331293
37,14:49.47,,Maudie SKYRING,09 APR 1997,AUS,4f2,,"Putbosstadion, Oordegem (BEL)",01 AUG 2026,1184,women_5000m,2026,https://worldathletics.org/athletes/athlete=14609597
38,14:49.66,,Shito GUMI,18 MAR 2007,ETH,1,,"Province Naimette Arena, Liège (BEL)",15 JUL 2026,1183,women_5000m,2026,https://worldathletics.org/athletes/ethiopia/shito-gumi-15135852
39,14:50.34,,Mirriam CHEROP,25 JUN 1999,KEN,1f2,,"Boudewijnstadion, Bruxelles (BEL)",23 MAY 2026,1182,women_5000m,2026,https://worldathletics.org/athletes/athlete=14700573
40,14:50.50,,Jane HEDENGREN,23 SEP 2006,USA,1f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",17 APR 2026,1182,women_5000m,2026,https://worldathletics.org/athletes/united-states/jane-hedengren-15090151
