Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,54.04,,Kemi ADEKOYA,16 JAN 1993,BRN,4sf1,,"National Stadium, Tokyo (JPN)",17 SEP 2025,1203,women_400h,2025,https://worldathletics.org/athletes/athlete=14419510
2,54.63,,Jiadie MO,06 JAN 2000,CHN,3h5,,"National Stadium, Tokyo (JPN)",15 SEP 2025,1184,women_400h,2025,https://worldathletics.org/athletes/athlete=14744957
3,55.54,,Yingying KONG,22 MAR 2003,CHN,2f,,"National Stadium, Beijing (CHN)",07 SEP 2025,1156,women_400h,2025,https://worldathletics.org/athletes/athlete=14884045
4,56.04,,Vithya RAMRAJ,20 SEP 1998,IND,1,,"Maharaja's College Grounds, Kochi (IND)",23 APR 2025,1140,women_400h,2025,https://worldathletics.org/athletes/athlete=14776046
5,56.43,,Satsuki UMEHARA,22 MAY 1994,JPN,1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1128,women_400h,2025,https://worldathletics.org/athletes/athlete=14444482
6,56.51,,Akane MINAMISAWA,23 SEP 1997,JPN,1f3,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",28 SEP 2025,1126,women_400h,2025,https://worldathletics.org/athletes/athlete=14858495
7,56.68,,Miku TAKINO,19 JUN 2005,JPN,2,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1121,women_400h,2025,https://worldathletics.org/athletes/japan/miku-takino-14954560
8,56.73,,Adelina ZEMS,25 DEC 1998,KAZ,4,,"Gumi Civic Stadium, Gumi (KOR)",31 MAY 2025,1119,women_400h,2025,https://worldathletics.org/athletes/athlete=14714397
9,56.82,,Thi Lan QUACH,18 OCT 1995,VIE,1,,"Supachalasai National Stadium, Bangkok (THA)",15 DEC 2025,1116,women_400h,2025,https://worldathletics.org/athletes/athlete=14483951
10,56.87,,Ami YAMAMOTO,19 APR 2002,JPN,1f2,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",03 AUG 2025,1115,women_400h,2025,https://worldathletics.org/athletes/athlete=14861142
11,56.93,,Honoka AOKI,24 SEP 2001,JPN,1f2,,"Yanmar Stadium Nagai, Osaka (JPN)",11 MAY 2025,1113,women_400h,2025,https://worldathletics.org/athletes/athlete=14855506
12,56.96,,Robyn BROWN,27 JUL 1994,PHI,8,,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2025,1112,women_400h,2025,https://worldathletics.org/athletes/athlete=14893469
