Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,1:44.08,,Ibrahim Abass M CHUOT,05 JUL 2004,QAT,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",16 MAY 2025,1202,men_800m,2025,https://worldathletics.org/athletes/athlete=14886009
2,1:44.59,,Ebrahim Remaid ALZOFAIRI,08 MAY 1989,KUW,1,,"Gumi Civic Stadium, Gumi (KOR)",31 MAY 2025,1186,men_800m,2025,https://worldathletics.org/athletes/athlete=14560030
3,1:44.85,,Abubaker Haydar ABDALLA,28 AUG 1996,QAT,1f3,,"TSV Stadion, Pfungstadt (GER)",20 AUG 2025,1178,men_800m,2025,https://worldathletics.org/athletes/athlete=14581680
4,1:44.93,,Mohammed Afsal PULIKKALAKATH,03 FEB 1996,IND,6,,"Golęcin Stadion, Poznan (POL)",05 JUL 2025,1176,men_800m,2025,https://worldathletics.org/athletes/athlete=14598247
5,1:44.97,,Ali AMIRIAN,17 SEP 2003,IRI,2,,"Gumi Civic Stadium, Gumi (KOR)",31 MAY 2025,1174,men_800m,2025,https://worldathletics.org/athletes/athlete=14988264
6,1:45.16,,Ko OCHIAI,17 AUG 2006,JPN,1f3,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1169,men_800m,2025,https://worldathletics.org/athletes/japan/ko-ochiai-15005773
7,1:45.36,,Hatim AIT OULGHAZI,23 FEB 2006,QAT,2,,"Stadion am Göldner, Sondershausen (GER)",15 AUG 2025,1162,men_800m,2025,https://worldathletics.org/athletes/qatar/hatim-ait-oulghazi-14953833
8,1:45.48,,Xiaoheng XI,08 DEC 1999,CHN,1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1159,men_800m,2025,https://worldathletics.org/athletes/athlete=14750659
9,1:45.81,,Dezhu LIU,16 SEP 2000,CHN,3f3,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1149,men_800m,2025,https://worldathletics.org/athletes/athlete=14811434
10,1:46.01,,Mikuto KANEKO,06 NOV 2001,JPN,2,,"Uniwersytetu Warmińsko-Mazurskiego, Olsztyn (POL)",08 AUG 2025,1143,men_800m,2025,https://worldathletics.org/athletes/athlete=14895782
11,1:46.15,,Hinata MAEDA,08 SEP 2003,JPN,4f3,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1139,men_800m,2025,https://worldathletics.org/athletes/athlete=14904557
12,1:46.25,,Kairu YAMAGA,27 SEP 2006,JPN,1f1,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1136,men_800m,2025,https://worldathletics.org/athletes/japan/kairu-yamaga-15049301
13,1:46.26,,Zhongqiang MA,26 MAY 2000,CHN,5,,"National Stadium, Beijing (CHN)",07 SEP 2025,1135,men_800m,2025,https://worldathletics.org/athletes/pr-of-china/zhongqiang-ma-14942580
14,1:46.29,,Sota OKAMURA,18 FEB 2005,JPN,5f3,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1134,men_800m,2025,https://worldathletics.org/athletes/japan/sota-okamura-14999883
14,1:46.29,,Junlin LI,06 AUG 1998,CHN,6,,"National Stadium, Beijing (CHN)",07 SEP 2025,1134,men_800m,2025,https://worldathletics.org/athletes/athlete=14810107
16,1:46.30,,Yugo SHIKATA,25 NOV 1998,JPN,2,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1134,men_800m,2025,https://worldathletics.org/athletes/athlete=14856603
17,1:46.31,,Allon Tatsunami CLAY,25 MAR 2002,JPN,5,,"Griswold Stadium, Portland, OR (USA)",15 JUN 2025,1134,men_800m,2025,https://worldathletics.org/athletes/athlete=14851854
17,1:46.31,,Abu Baker ABDDALLA,1996,QAT,11,,"Centro Gabre Gabric, Brescia (ITA)",15 JUL 2025,1134,men_800m,2025,https://worldathletics.org/athletes/qatar/abu-baker-abddalla-14535287
19,1:46.41,,Yukichi ISHII,11 JUN 2002,JPN,1f2,,"Ashenfelter Indoor Track, State College, PA (USA) (i)",21 FEB 2025,1188,men_800m,2025,https://worldathletics.org/athletes/athlete=14895783
20,1:46.47,,Hiroki MINAMOTO,24 NOV 1999,JPN,3,,"Athletic Stadium, Hikone (JPN)",05 OCT 2025,1129,men_800m,2025,https://worldathletics.org/athletes/athlete=14857999
21,1:46.51,,Jaeung LEE,16 SEP 2002,KOR,2f1,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1128,men_800m,2025,https://worldathletics.org/athletes/athlete=14849638
