Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,5.85,,Chenyang LI,12 MAY 2003,CHN,1,,"Palais des Sports Caen la Mer, Caen (FRA) (i)",01 FEB 2025,1225,men_PV,2025,https://worldathletics.org/athletes/pr-of-china/chenyang-li-14974804
1,5.85,,Bokai HUANG,26 SEP 1996,CHN,1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUL 2025,1225,men_PV,2025,https://worldathletics.org/athletes/athlete=14534938
3,5.80,,Ernest John OBIENA,17 NOV 1995,PHI,1,,"Arena Toruń, Toruń (POL) (i)",16 FEB 2025,1212,men_PV,2025,https://worldathletics.org/athletes/athlete=14522941
4,5.75,,Tao ZHONG,12 AUG 2002,CHN,1,,"National Stadium, Beijing (CHN)",07 SEP 2025,1198,men_PV,2025,https://worldathletics.org/athletes/athlete=14850896
4,5.75,,Seifeldin ABDELSALAM,28 MAR 2005,QAT,4q2,,"National Stadium, Tokyo (JPN)",13 SEP 2025,1198,men_PV,2025,https://worldathletics.org/athletes/qatar/seifeldin-abdelsalam-15039267
6,5.72,,Hussain Asim AL HIZAM,04 JAN 1998,KSA,2,,"Beale Street, Memphis, TN (USA)",11 JUL 2025,1190,men_PV,2025,https://worldathletics.org/athletes/athlete=14523471
7,5.70,,Masaki EJIMA,06 MAR 1999,JPN,1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1184,men_PV,2025,https://worldathletics.org/athletes/athlete=14714512
7,5.70,,Patsapong AMSAM-ANG,02 OCT 1997,THA,2,,"Supachalasai National Stadium, Bangkok (THA)",16 DEC 2025,1184,men_PV,2025,https://worldathletics.org/athletes/athlete=14646774
9,5.63,,Jie YAO,21 SEP 1990,CHN,2,,Hangzhou (CHN),24 MAY 2025,1165,men_PV,2025,https://worldathletics.org/athletes/athlete=14462142
10,5.60,,Bangchao DING,11 OCT 1996,CHN,1,,"Shandong Sports Training Center, Jinan (CHN) (i)",08 MAR 2025,1157,men_PV,2025,https://worldathletics.org/athletes/athlete=14637826
10,5.60,,Koki KURUMA,25 MAR 1996,JPN,2,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1157,men_PV,2025,https://worldathletics.org/athletes/athlete=14635037
10,5.60,,Yang CHEN,10 MAY 2001,CHN,1,,"Sports Center, Quzhou (CHN)",02 AUG 2025,1157,men_PV,2025,https://worldathletics.org/athletes/athlete=14790645
13,5.57,,Atsushi HARAGUCHI,15 OCT 2003,JPN,1,,"Konoike Athletics Stadium, Nara (JPN)",20 APR 2025,1149,men_PV,2025,https://worldathletics.org/athletes/athlete=14941808
14,5.56,,Haoyang SONG,17 JUN 2002,CHN,3f1,,"Palais des Sports, Bordeaux (FRA) (i)",18 JAN 2025,1146,men_PV,2025,https://worldathletics.org/athletes/athlete=14857789
15,5.55,,Seito YAMAMOTO,11 MAR 1992,JPN,3,,"Palais des Sports Caen la Mer, Caen (FRA) (i)",01 FEB 2025,1143,men_PV,2025,https://worldathletics.org/athletes/athlete=14432907
16,5.53,,Rui LIU,31 OCT 2004,CHN,3,,Hangzhou (CHN),24 MAY 2025,1138,men_PV,2025,https://worldathletics.org/athletes/pr-of-china/rui-liu-15019905
17,5.52,,Fuga MATSUI,05 JUN 2003,JPN,1,,"Gion Stadium, Sagamihara (JPN)",08 MAY 2025,1135,men_PV,2025,https://worldathletics.org/athletes/japan/fuga-matsui-14952384
18,5.50,,Shingo SAWA,28 SEP 1996,JPN,3,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1129,men_PV,2025,https://worldathletics.org/athletes/athlete=14635038
18,5.50,,Wenwen CHEN,08 JUN 1997,CHN,2,,"Sports Center, Quzhou (CHN)",02 AUG 2025,1129,men_PV,2025,https://worldathletics.org/athletes/athlete=14744675
