Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,48.19,,Salwa Eid NASER,23 MAY 1998,BRN,3,,"National Stadium, Tokyo (JPN)",18 SEP 2025,1279,women_400m,2025,https://worldathletics.org/athletes/athlete=14643442
2,51.12,,Aishwarya Kailash MISHRA,16 AUG 1997,IND,1,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",09 FEB 2025,1161,women_400m,2025,https://worldathletics.org/athletes/athlete=14882468
3,51.74,,Jiadie MO,06 JAN 2000,CHN,1,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1137,women_400m,2025,https://worldathletics.org/athletes/athlete=14744957
4,51.75,,Yinglan LIU,21 OCT 2005,CHN,1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1136,women_400m,2025,https://worldathletics.org/athletes/pr-of-china/yinglan-liu-14976973
5,52.14,,Nanako MATSUMOTO,03 SEP 1996,JPN,2f3,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1121,women_400m,2025,https://worldathletics.org/athletes/athlete=14547918
6,52.41,,RUPAL,23 DEC 2004,IND,1,,"LNCPE, Trivandrum (IND)",24 MAR 2025,1111,women_400m,2025,https://worldathletics.org/athletes/athlete=14921188
7,52.70,,Chinenye Josephine ONUORAH,04 OCT 2002,THA,2pr1,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2025,1099,women_400m,2025,https://worldathletics.org/athletes/athlete=14884899
8,52.72,,Rasha BADRANI,15 JUN 2004,LBN,1f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",19 APR 2025,1099,women_400m,2025,https://worldathletics.org/athletes/lebanon/rasha-badrani-15069579
9,52.79,,Jonbibi HUKMOVA,01 SEP 2005,UZB,3,,"Gumi Civic Stadium, Gumi (KOR)",28 MAY 2025,1096,women_400m,2025,https://worldathletics.org/athletes/uzbekistan/jonbibi-hukmova-15150425
10,52.81,,Vithya RAMRAJ,20 SEP 1998,IND,2,,"Maharaja's College Grounds, Kochi (IND)",22 APR 2025,1095,women_400m,2025,https://worldathletics.org/athletes/athlete=14776046
11,52.85,,Neeru PATHAK,27 JAN 2007,IND,1,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",28 SEP 2025,1094,women_400m,2025,https://worldathletics.org/athletes/india/neeru-pathak-15053534
12,52.86,,Nadeesha RAMANAYAKE,25 DEC 1994,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",02 AUG 2025,1093,women_400m,2025,https://worldathletics.org/athletes/athlete=14613892
