Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,71.74,,Ziyi YAN,22 MAY 2008,CHN,1,,"Egret Stadium, Xiamen (CHN)",23 MAY 2026,1296,women_JT,2026,https://worldathletics.org/athletes/pr-of-china/ziyi-yan-15144603
2,68.92,,Haruka KITAGUCHI,16 MAR 1998,JPN,1f1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",12 SEP 2026,1244,women_JT,2026,https://worldathletics.org/athletes/athlete=14649131
3,63.50,,Momone UEDA,27 JUN 1999,JPN,1,,"Uniwersytetu Warmińsko-Mazurskiego, Olsztyn (POL)",30 AUG 2026,1143,women_JT,2026,https://worldathletics.org/athletes/athlete=14766656
4,62.42,,Qianqian DAI,23 AUG 2000,CHN,1,,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2026,1123,women_JT,2026,https://worldathletics.org/athletes/athlete=14748837
5,61.74,,Sae TAKEMOTO,23 NOV 1999,JPN,2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1110,women_JT,2026,https://worldathletics.org/athletes/athlete=14766655
6,61.45,,Yuki YAMAMOTO,16 OCT 2000,JPN,1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,1105,women_JT,2026,https://worldathletics.org/athletes/athlete=14808680
7,60.45,,Marina SAITO,15 OCT 1995,JPN,4,,"National Stadium, Tokyo (JPN)",17 MAY 2026,1086,women_JT,2026,https://worldathletics.org/athletes/athlete=14547924
8,60.27,,Momoko TSUJI,05 DEC 2003,JPN,4,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1083,women_JT,2026,https://worldathletics.org/athletes/athlete=14950104
9,59.46,,Dilhani LEKAMGE,14 JAN 1987,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",05 SEP 2026,1068,women_JT,2026,https://worldathletics.org/athletes/athlete=14300521
10,58.56,,Lijuan GE,17 JUL 1997,CHN,2,,"Sports Center, Quzhou (CHN)",13 AUG 2026,1051,women_JT,2026,https://worldathletics.org/athletes/athlete=14638613
11,57.82,,Tianqing DU,19 DEC 2003,CHN,1f2,,"Sichuan Xipu Training Base, Chengdu (CHN)",29 MAR 2026,1038,women_JT,2026,https://worldathletics.org/athletes/pr-of-china/tianqing-du-15044961
12,57.67,,Qiaohui GAI,22 DEC 2000,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2026,1035,women_JT,2026,https://worldathletics.org/athletes/athlete=14838000
13,57.66,,Hui-Jun LI,12 MAY 1999,TPE,1,,"National Stadium, Kaohsiung (TPE)",05 MAR 2026,1035,women_JT,2026,https://worldathletics.org/athletes/athlete=14705959
14,57.65,,Shilpa RANI,15 JUN 1996,IND,1,,"War Hero Stadium, Sangrur (IND)",09 MAY 2026,1034,women_JT,2026,https://worldathletics.org/athletes/athlete=14885910
