Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,65.52,,Bin FENG,03 APR 1994,CHN,2q1,,"National Stadium, Tokyo (JPN)",13 SEP 2025,1173,women_DT,2025,https://worldathletics.org/athletes/athlete=14430151
2,62.30,,Fang WANG,26 OCT 2000,CHN,2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",19 NOV 2025,1114,women_DT,2025,https://worldathletics.org/athletes/athlete=14888995
3,60.10,,Zhichao JIANG,06 JAN 2005,CHN,8,,"Egret Stadium, Xiamen (CHN)",26 APR 2025,1073,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/zhichao-jiang-15035642
4,59.75,,Yuchen XIE,12 MAY 1996,CHN,1,,"Xinjiang Sports Center, Urumqi (CHN)",24 MAY 2025,1067,women_DT,2025,https://worldathletics.org/athletes/athlete=14430469
5,59.10,,Subenrat INSAENG,10 FEB 1994,THA,1,,"National Athletics Centre, Pathum Thani (THA)",22 JUN 2025,1055,women_DT,2025,https://worldathletics.org/athletes/athlete=14424032
6,59.08,,Nanaka KORI,02 MAY 1997,JPN,1,,"Kyushu Kyoritsu University Stadium, Kitakyushu (JPN)",02 AUG 2025,1054,women_DT,2025,https://worldathletics.org/athletes/athlete=14649145
7,58.97,,Chenyi MA,01 JAN 2008,CHN,1,,"Olympic Sports Center, Huangshi (CHN)",29 JUN 2025,1052,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/chenyi-ma-15144575
8,58.65,,Yixin SU,27 MAY 2007,CHN,3,,Chongqing (CHN),15 MAY 2025,1047,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/yixin-su-15044002
9,58.19,,Huanhuan YANG,03 JAN 2000,CHN,1,,"Sports Center, Jiaxing (CHN)",30 APR 2025,1038,women_DT,2025,https://worldathletics.org/athletes/athlete=14701440
10,57.76,,Jingru HUANG,25 JAN 2005,CHN,5,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",19 NOV 2025,1030,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/jingru-huang-15043980
11,57.65,,Maki SAITO,13 FEB 2001,JPN,2,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1028,women_DT,2025,https://worldathletics.org/athletes/athlete=14758034
12,57.56,,Xueke LOU,10 SEP 2001,CHN,6,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",19 NOV 2025,1026,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/xueke-lou-14942448
13,57.18,,. SEEMA,25 FEB 1999,IND,1,,"Jawaharlal Nehru Stadium, Chennai (IND)",23 AUG 2025,1019,women_DT,2025,https://worldathletics.org/athletes/athlete=14734752
14,57.02,,Yelim JEONG,16 JUN 1993,KOR,1,,"Busan Asiad Stadium, Busan (KOR)",21 OCT 2025,1017,women_DT,2025,https://worldathletics.org/athletes/athlete=14431117
15,56.98,,Yujin SHIN,12 MAR 2002,KOR,1,,"Gumi Civic Stadium, Gumi (KOR)",23 APR 2025,1016,women_DT,2025,https://worldathletics.org/athletes/athlete=14857350
16,56.96,,Xiaoyan LV,25 AUG 2000,CHN,2,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1015,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/xiaoyan-lv-15117617
17,56.94,,Baihetinisa AIMAIER,03 JAN 2003,CHN,4,,"Guoxin Sports Center, Qingdao (CHN)",18 JUN 2025,1015,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/baihetinisa-aimaier-14976883
18,56.28,,Zhixin LIU,24 SEP 2000,CHN,6q2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1003,women_DT,2025,https://worldathletics.org/athletes/athlete=14811677
19,55.61,,Krishna JAYASANKAR,10 NOV 2002,IND,7q,,"Cushing Stadium, College Station, TX (USA)",31 MAY 2025,991,women_DT,2025,https://worldathletics.org/athletes/athlete=14921114
20,55.54,,Wenxuan SONG,03 AUG 2002,CHN,4,,"Sports Center, Quzhou (CHN)",04 AUG 2025,989,women_DT,2025,https://worldathletics.org/athletes/athlete=14857856
21,55.07,,Zheng LIU,09 JUN 1999,CHN,5q1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,981,women_DT,2025,https://worldathletics.org/athletes/athlete=14787370
22,54.66,,Wangxinyi WANG,15 MAR 2009,CHN,1,,"Olympic Center, Shenyang (CHN)",14 AUG 2025,973,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/wangxinyi-wang-15241186
23,54.49,,Jiangmei WANG,05 OCT 1996,CHN,2,,"Zhaoqing Sports Center, Zhaoqing (CHN)",13 APR 2025,970,women_DT,2025,https://worldathletics.org/athletes/athlete=14638585
24,53.71,,Nidhi RANI,03 JAN 1997,IND,2,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",27 SEP 2025,956,women_DT,2025,https://worldathletics.org/athletes/athlete=14776094
25,53.40,,Mahla MAHROOGHI,07 OCT 2002,IRI,1,,"Sardar Jangal Stadium, Rasht (IRI)",05 MAY 2025,950,women_DT,2025,https://worldathletics.org/athletes/athlete=14878456
26,53.39,,Huiting ZHANG,21 OCT 2008,CHN,2q2,,"Olympic Sports Center, Huangshi (CHN)",28 JUN 2025,950,women_DT,2025,https://worldathletics.org/athletes/pr-of-china/huiting-zhang-15246116
27,53.23,,Manye WANG,15 APR 2005,CHN,4,,"Zhaoqing Sports Center, Zhaoqing (CHN)",13 APR 2025,947,women_DT,2025,https://worldathletics.org/athletes/athlete=14939891
28,53.06,,Che-youn JUNG,09 NOV 2001,KOR,3,,"Gimhae Stadium, Gimhae (KOR)",01 APR 2025,944,women_DT,2025,https://worldathletics.org/athletes/athlete=14811220
29,52.56,,Ji-in KIM,23 SEP 2002,KOR,3,,"Iksan Sports Complex, Iksan (KOR)",08 JUL 2025,935,women_DT,2025,https://worldathletics.org/athletes/athlete=14849651
