Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,20.07,+0.2,Puripol BOONSON,13 JAN 2006,THA,1,,"Supachalasai National Stadium, Bangkok (THA)",13 DEC 2025,1209,men_200m,2025,https://worldathletics.org/athletes/athlete=14992965
2,20.11,+0.9,Towa UZAWA,25 NOV 2002,JPN,1,,"Prefectural Stadium, Fukui (JPN)",16 AUG 2025,1203,men_200m,2025,https://worldathletics.org/athletes/athlete=14860469
3,20.14,+1.8,Abdulaziz Abdui ATAFI,02 DEC 2001,KSA,1,,"King Fahd Sports City Stadium, Taif (KSA)",17 MAY 2025,1198,men_200m,2025,https://worldathletics.org/athletes/saudi-arabia/abdulaziz-abdui-atafi-15017843
4,20.30,+1.7,Junhao SHI,27 OCT 2005,CHN,1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",19 NOV 2025,1173,men_200m,2025,https://worldathletics.org/athletes/pr-of-china/junhao-shi-15043948
5,20.32,+0.8,Animesh KUJUR,02 JUN 2003,IND,3,,"Gumi Civic Stadium, Gumi (KOR)",31 MAY 2025,1170,men_200m,2025,https://worldathletics.org/athletes/india/animesh-kujur-14971002
6,20.41,+0.8,Yudai NISHI,02 JUL 2000,JPN,2h1,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1156,men_200m,2025,https://worldathletics.org/athletes/athlete=14854688
7,20.42,0.0,Shuoyuan LIU,18 JUN 2002,CHN,1,,"Sports Center, Bengbu (CHN)",15 JUN 2025,1155,men_200m,2025,https://worldathletics.org/athletes/athlete=14885819
8,20.45,+0.6,Seunghwan KO,14 NOV 1997,KOR,1sf1,,"Jeongseon Sports Complex, Jeongseon (KOR)",23 JUN 2025,1150,men_200m,2025,https://worldathletics.org/athletes/athlete=14760264
8,20.45,+1.2,Shota IIZUKA,25 JUN 1991,JPN,1,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",03 AUG 2025,1150,men_200m,2025,https://worldathletics.org/athletes/athlete=14327811
10,20.49,+1.2,Aoto SUZUKI,30 MAY 2001,JPN,2,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",03 AUG 2025,1144,men_200m,2025,https://worldathletics.org/athletes/athlete=14897045
11,20.50,+1.0,Kota UEMATSU,10 FEB 2006,JPN,1,,"Wan Chai Sports Ground, Hong Kong (HKG)",28 SEP 2025,1143,men_200m,2025,https://worldathletics.org/athletes/japan/kota-uematsu-14963512
12,20.51,+0.5,Ali AL BALUSHI,09 FEB 2002,OMA,2f2,,"Konstantinos Baglatzis Municipal Stadium, Vari (GRE)",05 JUL 2025,1141,men_200m,2025,https://worldathletics.org/athletes/athlete=14844149
12,20.51,-0.3,Soshi MIZUKUBO,01 MAR 1999,JPN,7h3,,"National Stadium, Tokyo (JPN)",17 SEP 2025,1142,men_200m,2025,https://worldathletics.org/athletes/athlete=14766547
14,20.52,+1.3,Aruna Dharshana SINGHAPURAGE,19 JAN 1999,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",19 AUG 2025,1139,men_200m,2025,https://worldathletics.org/athletes/athlete=14756029
15,20.53,0.0,Qingchi SUN,22 FEB 2000,CHN,2,,"Sports Center, Bengbu (CHN)",15 JUN 2025,1138,men_200m,2025,https://worldathletics.org/athletes/athlete=14858636
16,20.57,+1.7,Jianhao LIN,27 JAN 2005,CHN,2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",19 NOV 2025,1132,men_200m,2025,https://worldathletics.org/athletes/pr-of-china/jianhao-lin-15137426
17,20.58,+0.4,Jaeseong LEE,18 JUN 2001,KOR,2,,"Yecheon Stadium, Yecheon (KOR)",08 JUN 2025,1130,men_200m,2025,https://worldathletics.org/athletes/athlete=14815786
17,20.58,0.0,Youwen HUANG,21 JUN 2005,CHN,3,,"Sports Center, Bengbu (CHN)",15 JUN 2025,1130,men_200m,2025,https://worldathletics.org/athletes/pr-of-china/youwen-huang-15210377
17,20.58,+0.9,Mitsuhiro NUMATA,22 FEB 2001,JPN,2h1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1130,men_200m,2025,https://worldathletics.org/athletes/japan/mitsuhiro-numata-14951326
