Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,4.65,,Chunge NIU,14 FEB 2000,CHN,1,,Nanjing (CHN),01 MAY 2025,1161,women_PV,2025,https://worldathletics.org/athletes/athlete=14744719
2,4.40,,Misaki MOROTA,06 OCT 1998,JPN,1,,"Stadium Pierre-Quinon, Nantes (FRA) (i)",25 JAN 2025,1083,women_PV,2025,https://worldathletics.org/athletes/athlete=14646808
2,4.40,,Huiqin XU,04 SEP 1993,CHN,1,,"Impianto Indoor, Bergamo (ITA) (i)",15 FEB 2025,1083,women_PV,2025,https://worldathletics.org/athletes/athlete=14335475
2,4.40,,Yuge DAI,06 SEP 2002,CHN,1,,"Sports Center, Bengbu (CHN)",13 JUN 2025,1083,women_PV,2025,https://worldathletics.org/athletes/athlete=14857847
2,4.40,,Chenyao SHE,21 AUG 2000,CHN,2,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1083,women_PV,2025,https://worldathletics.org/athletes/athlete=14744718
2,4.40,,Keni MOU,05 AUG 2008,CHN,1,,"Kuishan Sports Center, Rizhao (CHN)",26 SEP 2025,1083,women_PV,2025,https://worldathletics.org/athletes/pr-of-china/keni-mou-15137240
7,4.37,,Qiaoling CHEN,22 NOV 1999,CHN,3,,"Topsporthal Vlaanderen, Gent (BEL) (i)",01 FEB 2025,1074,women_PV,2025,https://worldathletics.org/athletes/athlete=14637842
8,4.35,,Diva Renatta JAYADI,24 JAN 2002,INA,1,,"Supachalasai National Stadium, Bangkok (THA)",11 DEC 2025,1068,women_PV,2025,https://worldathletics.org/athletes/athlete=14821406
9,4.31,,Mitsuki KOBAYASHI,16 MAR 2005,JPN,1,,"National Stadium, Tokyo (JPN)",04 JUL 2025,1055,women_PV,2025,https://worldathletics.org/athletes/japan/mitsuki-kobayashi-14948363
10,4.30,,Zixuan ZHANG,27 MAR 2006,CHN,2,,"Sports Center, Bengbu (CHN)",13 JUN 2025,1052,women_PV,2025,https://worldathletics.org/athletes/pr-of-china/zixuan-zhang-15034300
10,4.30,,Lingxia WEI,20 MAR 2004,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",26 SEP 2025,1052,women_PV,2025,https://worldathletics.org/athletes/pr-of-china/lingxia-wei-14974421
10,4.30,,Rui DU,24 AUG 2000,CHN,2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1052,women_PV,2025,https://worldathletics.org/athletes/athlete=14811668
13,4.20,,Chayanisa CHOMCHUENDEE,09 SEP 1988,THA,2,,Sun Moon Lake (TPE),30 MAR 2025,1021,women_PV,2025,https://worldathletics.org/athletes/athlete=14383566
13,4.20,,Akari OSAKAYA,10 APR 2002,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",11 MAY 2025,1021,women_PV,2025,https://worldathletics.org/athletes/athlete=14915517
13,4.20,,Rena TANAKA,29 JUN 2000,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",11 MAY 2025,1021,women_PV,2025,https://worldathletics.org/athletes/athlete=14803203
13,4.20,,Sora MURATA,30 APR 2004,JPN,1,,"Athletic Stadium, Hikone (JPN)",05 OCT 2025,1021,women_PV,2025,https://worldathletics.org/athletes/athlete=14901499
17,4.15,,Xue LIU,29 SEP 2001,CHN,2,,"Shanxi Athletics Administrative Center, Xi'an (CHN) (i)",14 FEB 2025,1006,women_PV,2025,https://worldathletics.org/athletes/pr-of-china/xue-liu-14811667
17,4.15,,Xiang LI,09 APR 2006,CHN,1,,"Shuangliu Sports Centre, Chengdu (CHN)",04 MAY 2025,1006,women_PV,2025,https://worldathletics.org/athletes/pr-of-china/xiang-li-15031059
17,4.15,,Riho OKADA,21 AUG 2005,JPN,1,,"Municipal Stadium, Nagano (JPN)",12 JUL 2025,1006,women_PV,2025,https://worldathletics.org/athletes/japan/riho-okada-14957873
17,4.15,,Xiying LI,03 NOV 2007,CHN,8,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1006,women_PV,2025,https://worldathletics.org/athletes/pr-of-china/xiying-li-15096795
17,4.15,,Ling LI,06 JUL 1989,CHN,4,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1006,women_PV,2025,https://worldathletics.org/athletes/athlete=14266007
22,4.14,,Kanae TATSUTA,21 JUL 1992,JPN,2,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1003,women_PV,2025,https://worldathletics.org/athletes/athlete=14523184
22,4.14,,Mayu NASU,06 MAY 1996,JPN,2,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1003,women_PV,2025,https://worldathletics.org/athletes/athlete=14671534
