Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,21.03,,Tajinderpal Singh TOOR,13 NOV 1994,IND,1,,"Jawaharlal Nehru Stadium, New Delhi (IND)",11 APR 2026,1182,men_SP,2026,https://worldathletics.org/athletes/athlete=14624702
2,20.95,,Jialiang XING,26 MAY 2001,CHN,1,,"Shandong Sports Training Center, Jinan (CHN) (i)",27 MAR 2026,1178,men_SP,2026,https://worldathletics.org/athletes/athlete=14820722
3,20.75,,Mohammad Reza TAYEBI,25 MAR 1997,IRI,1,,"Ghandomi Stadium, Bandar-e Torkman (IRI)",16 JUN 2026,1166,men_SP,2026,https://worldathletics.org/athletes/athlete=14813812
4,20.49,,Karanveer SINGH,24 JUL 1997,IND,1,,"Kalinga Stadium, Bhubaneshwar (IND)",27 JUN 2026,1150,men_SP,2026,https://worldathletics.org/athletes/athlete=14734581
5,20.46,,Samardeep Singh GILL,03 JAN 2001,IND,1,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",22 MAY 2026,1148,men_SP,2026,https://worldathletics.org/athletes/athlete=14881864
6,20.18,,Hongfei CHEN,23 JUL 2002,CHN,1,,"Mokpo Sports Complex, Mokpo (KOR)",02 MAY 2026,1132,men_SP,2026,https://worldathletics.org/athletes/pr-of-china/hongfei-chen-15072899
7,20.15,,Chengyu CHEN,25 OCT 2002,CHN,1,,"Sports Center, Quzhou (CHN)",16 AUG 2026,1130,men_SP,2026,https://worldathletics.org/athletes/pr-of-china/chengyu-chen-15043496
8,19.94,,Zhenyu ZHANG,08 MAR 2006,CHN,1,,"Sports Center, Yulin (CHN)",18 JUL 2026,1117,men_SP,2026,https://worldathletics.org/athletes/pr-of-china/zhenyu-zhang-15127363
9,19.88,,Hau-Wei MA,03 FEB 1999,TPE,1,,"Yecheon Stadium, Yecheon (KOR)",21 JUN 2026,1114,men_SP,2026,https://worldathletics.org/athletes/athlete=14705946
10,19.75,,Abdelrahman MAHMOUD,01 JAN 2001,BRN,,,"King Fahd Sports City Stadium, Taif (KSA)",09 MAY 2026,1106,men_SP,2026,https://worldathletics.org/athletes/athlete=14847215
11,19.72,,Haochen ZHANG,07 OCT 2002,CHN,4,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1104,men_SP,2026,https://worldathletics.org/athletes/pr-of-china/haochen-zhang-14943121
12,19.61,,Mohammed Daoud B TOLU,30 MAR 2001,KSA,1,,"Werferplatz im Sportforum, Chemnitz (GER)",15 JUL 2026,1098,men_SP,2026,https://worldathletics.org/athletes/athlete=14902548
13,19.50,,Djibrine Adoum AHMAT,15 APR 2005,QAT,4,,"Centar Safet Zajko, Sarajevo (BIH)",06 JUN 2026,1091,men_SP,2026,https://worldathletics.org/athletes/athlete=15007014
13,19.50,,Zizhong TIAN,15 DEC 1992,CHN,4,,"Sports Center, Quzhou (CHN)",16 AUG 2026,1091,men_SP,2026,https://worldathletics.org/athletes/athlete=14420726
15,19.49,,Jun SHIM,31 MAR 1997,KOR,1,,"Miryang Sports Complexs, Miryang (KOR)",08 JUN 2026,1090,men_SP,2026,https://worldathletics.org/athletes/athlete=14815775
16,19.43,,Guoyuan XIA,08 SEP 2005,CHN,1,,"Zhaoqing Sports Center, Zhaoqing (CHN)",25 APR 2026,1087,men_SP,2026,https://worldathletics.org/athletes/pr-of-china/guoyuan-xia-15083520
17,19.41,,Ivan IVANOV,03 JAN 1992,KAZ,3,,"Mokpo Sports Complex, Mokpo (KOR)",02 MAY 2026,1086,men_SP,2026,https://worldathletics.org/athletes/athlete=14375337
18,19.39,,Hassan AJAMIBAKHTIARVAND,08 FEB 1999,IRI,4,,"Tuanbo Sports Center, Tianjin (CHN) (i)",08 FEB 2026,1084,men_SP,2026,https://worldathletics.org/athletes/islamic-republic-of-iran/hassan-ajamibakhtiarvand-15167657
19,19.19,,Chenhang RUAN,03 JAN 2003,CHN,2,,"Zhaoqing Sports Center, Zhaoqing (CHN)",25 APR 2026,1073,men_SP,2026,https://worldathletics.org/athletes/athlete=14889029
20,19.12,,Jonah Chang Anak RIGAN,25 MAR 2003,MAS,2,,"Kazhymukan Munaitpasov Stadium, Shimkent (KAZ)",30 JUN 2026,1068,men_SP,2026,https://worldathletics.org/athletes/athlete=14884897
21,19.10,,Sihoon PARK,20 FEB 2007,KOR,1,,"Jeongseon Sports Complex, Jeongseon (KOR)",13 MAY 2026,1067,men_SP,2026,https://worldathletics.org/athletes/korea/sihoon-park-14949060
22,19.09,,Sanyam SANJAY,05 OCT 2003,IND,2,,"War Hero Stadium, Sangrur (IND)",09 MAY 2026,1067,men_SP,2026,https://worldathletics.org/athletes/athlete=15022623
23,19.03,,Tingshuo GE,27 NOV 2005,CHN,1,,"Sports Center, Nanping (CHN)",04 JUN 2026,1063,men_SP,2026,https://worldathletics.org/athletes/pr-of-china/tingshuo-ge-15035420
24,18.89,,Dongxu YANG,16 FEB 2003,CHN,1,,"Sports Center, Bengbu (CHN)",30 MAY 2026,1055,men_SP,2026,https://worldathletics.org/athletes/pr-of-china/dongxu-yang-15072900
