Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,1:59.52,,Rin KUBO,20 JAN 2008,JPN,1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1171,women_800m,2025,https://worldathletics.org/athletes/japan/rin-kubo-15005744
2,2:00.08,,Hongjiao WU,25 JUL 2003,CHN,1,,"Gumi Civic Stadium, Gumi (KOR)",31 MAY 2025,1161,women_800m,2025,https://worldathletics.org/athletes/athlete=14885770
3,2:00.15,,Nelly JEPKOSGEI,14 JUL 1991,BRN,1,,"Stadion am Göldner, Sondershausen (GER)",15 AUG 2025,1160,women_800m,2025,https://worldathletics.org/athletes/athlete=14373314
4,2:00.71,,Twinkle CHAUDHARY,17 OCT 1995,IND,1,,"Maharaja's College Grounds, Kochi (IND)",24 APR 2025,1150,women_800m,2025,https://worldathletics.org/athletes/athlete=14759418
5,2:00.82,,KM. CHANDA,16 AUG 2001,IND,1,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",11 FEB 2025,1148,women_800m,2025,https://worldathletics.org/athletes/athlete=14881883
6,2:01.01,,Ayano SHIOMI,26 NOV 1999,JPN,4f4,,"Stade universitaire de St-Léonard, Fribourg (SUI)",13 AUG 2025,1144,women_800m,2025,https://worldathletics.org/athletes/athlete=14728006
7,2:01.03,,. POOJA,17 JUN 2002,IND,7h6,,"National Stadium, Tokyo (JPN)",18 SEP 2025,1144,women_800m,2025,https://worldathletics.org/athletes/athlete=14818407
8,2:03.69,,Amandeep KAUR,09 JUL 2003,IND,3,,"Maharaja's College Grounds, Kochi (IND)",24 APR 2025,1097,women_800m,2025,https://worldathletics.org/athletes/india/amandeep-kaur-14975323
9,2:04.14,,Kurumi SUGURE,09 MAY 2004,JPN,3,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1089,women_800m,2025,https://worldathletics.org/athletes/japan/kurumi-sugure-14948342
10,2:04.15,,Lili DAS,18 MAR 1998,IND,2,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",30 SEP 2025,1089,women_800m,2025,https://worldathletics.org/athletes/athlete=14643501
11,2:04.27,,Senri MORI,28 MAR 2006,JPN,2,,"Athletic Stadium, Hikone (JPN)",07 OCT 2025,1087,women_800m,2025,https://worldathletics.org/athletes/japan/senri-mori-14979751
12,2:04.44,,Bhumeshwory Devi HUIDROM,01 FEB 2004,IND,2,,"Jawaharlal Nehru Stadium, Chennai (IND)",23 AUG 2025,1084,women_800m,2025,https://worldathletics.org/athletes/india/bhumeshwory-devi-huidrom-14971016
13,2:04.56,,Thota SANKEERTANA,17 JUL 2003,IND,3,,"Jawaharlal Nehru Stadium, Chennai (IND)",23 AUG 2025,1082,women_800m,2025,https://worldathletics.org/athletes/india/thota-sankeertana-15045538
14,2:04.73,,Tigest Getent MEKONEN,07 JUL 1997,BRN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 APR 2025,1079,women_800m,2025,https://worldathletics.org/athletes/athlete=14429103
15,2:04.74,,Hanon SASAKI,26 JUL 2007,JPN,2f3,,"Prefectural Stadium, Hiroshima (JPN)",27 JUL 2025,1079,women_800m,2025,https://worldathletics.org/athletes/japan/hanon-sasaki-15052401
16,2:04.81,,Yuri NISHIDA,15 JUN 2005,JPN,4,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1078,women_800m,2025,https://worldathletics.org/athletes/japan/yuri-nishida-14948735
17,2:04.89,,Ayaka KAWATA,22 AUG 1999,JPN,5f3,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1076,women_800m,2025,https://worldathletics.org/athletes/athlete=14286723
18,2:04.96,,Ran URABE,16 JUN 1995,JPN,2h3,,"National Stadium, Tokyo (JPN)",04 JUL 2025,1075,women_800m,2025,https://worldathletics.org/athletes/athlete=14444476
19,2:05.07,,So-mang SHIN,04 APR 1993,KOR,3h2,,"Gumi Civic Stadium, Gumi (KOR)",30 MAY 2025,1073,women_800m,2025,https://worldathletics.org/athletes/athlete=14289897
20,2:05.09,,Misaki KOMATSU,31 MAR 2008,JPN,3,,"Athletic Stadium, Hikone (JPN)",04 OCT 2025,1073,women_800m,2025,https://worldathletics.org/athletes/japan/misaki-komatsu-15090624
21,2:05.15,,Chunhui LI,29 MAR 2001,CHN,4h2,,"Gumi Civic Stadium, Gumi (KOR)",30 MAY 2025,1072,women_800m,2025,https://worldathletics.org/athletes/pr-of-china/chunhui-li-14803753
22,2:05.17,,Ai WATANABE,25 OCT 2002,JPN,3f2,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,1072,women_800m,2025,https://worldathletics.org/athletes/athlete=14897195
