Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,92.62,,Rumesh Tharanga PATHIRAGE,21 MAR 2003,SRI,1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2026,1281,men_JT,2026,https://worldathletics.org/athletes/athlete=14886862
2,88.05,,Neeraj CHOPRA,24 DEC 1997,IND,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",21 AUG 2026,1216,men_JT,2026,https://worldathletics.org/athletes/athlete=14549089
3,87.68,,Rohit YADAV,06 JUN 2001,IND,1,,"Kalinga Stadium, Bhubaneshwar (IND)",22 AUG 2026,1211,men_JT,2026,https://worldathletics.org/athletes/athlete=14740932
4,85.41,,Yash Vir SINGH,22 OCT 2001,IND,3f1,,"Scotstoun Stadium, Glasgow (GBR)",31 JUL 2026,1178,men_JT,2026,https://worldathletics.org/athletes/athlete=14818383
5,82.40,,Sumedha RANASINGHE,10 FEB 1991,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",06 SEP 2026,1135,men_JT,2026,https://worldathletics.org/athletes/athlete=14671060
6,82.32,,Sachin YADAV,25 OCT 1999,IND,3,,"Kalinga Stadium, Bhubaneshwar (IND)",28 JUN 2026,1134,men_JT,2026,https://worldathletics.org/athletes/athlete=14925646
7,82.05,,Yuta SAKIYAMA,05 APR 1996,JPN,1,,"Municipal Mizuho Stadium, Nagoya (JPN)",13 JUN 2026,1130,men_JT,2026,https://worldathletics.org/athletes/athlete=14703266
8,81.71,,Shivam SATISH,14 SEP 2004,IND,1,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",25 MAY 2026,1126,men_JT,2026,https://worldathletics.org/athletes/india/shivam-satish-15030785
9,81.49,,Arshad NADEEM,02 JAN 1997,PAK,5f1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",13 SEP 2026,1122,men_JT,2026,https://worldathletics.org/athletes/athlete=14698105
10,80.73,,Manoj KUMAR,14 JUN 2005,IND,2,,"Jawaharlal Nehru Stadium, New Delhi (IND)",10 SEP 2026,1112,men_JT,2026,https://worldathletics.org/athletes/india/manoj-kumar-15190175
11,80.57,,Anand SINGH,03 MAR 2004,IND,1,,"Sport Development Center Stadium, Ordos (CHN)",12 JUL 2026,1109,men_JT,2026,https://worldathletics.org/athletes/india/anand-singh-15002918
12,80.35,,Taepoong NAM,11 SEP 1997,KOR,1,,"Iksan Sports Complex, Iksan (KOR)",06 JUL 2026,1106,men_JT,2026,https://worldathletics.org/athletes/athlete=14910385
13,80.15,,Arshdeep SINGH,05 APR 1999,IND,4,,"Guru Nanak Stadium, Ludhiana (IND)",13 JUN 2026,1103,men_JT,2026,https://worldathletics.org/athletes/athlete=14734703
14,80.08,,Jiajie XU,08 OCT 1997,CHN,1,,"Sports Center, Quzhou (CHN)",13 AUG 2026,1102,men_JT,2026,https://worldathletics.org/athletes/athlete=14601806
