Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,13.00,+1.2,Shunsuke IZUMIYA,26 JAN 2000,JPN,2,,"Sports Park Mladost, Zagreb (CRO)",26 JUN 2026,1255,men_110h,2026,https://worldathletics.org/athletes/athlete=14815041
2,13.05,-0.2,Rachid MURATAKE,06 FEB 2002,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1246,men_110h,2026,https://worldathletics.org/athletes/athlete=14854913
3,13.12,+0.9,Shusei NOMOTO,25 OCT 1995,JPN,1,,"Prefectural Stadium, Fukui (JPN)",15 AUG 2026,1231,men_110h,2026,https://worldathletics.org/athletes/athlete=14547896
4,13.13,+0.4,Yuanjiang CHEN,27 JAN 2006,CHN,1,,"Sports Center, Quzhou (CHN)",16 AUG 2026,1229,men_110h,2026,https://worldathletics.org/athletes/pr-of-china/yuanjiang-chen-15034337
5,13.18,+1.1,Tatsuki ABE,03 AUG 2003,JPN,1sf2,,"Municipal Mizuho Stadium, Nagoya (JPN)",13 JUN 2026,1219,men_110h,2026,https://worldathletics.org/athletes/athlete=14955190
6,13.22,+0.1,Junxi LIU,11 DEC 2003,CHN,5,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",16 MAY 2026,1212,men_110h,2026,https://worldathletics.org/athletes/pr-of-china/junxi-liu-14977766
7,13.27,+1.6,Tejas Ashok SHIRSE,04 JUN 2002,IND,1f2,,"Guru Nanak Stadium, Ludhiana (IND)",13 JUN 2026,1202,men_110h,2026,https://worldathletics.org/athletes/athlete=14873420
7,13.27,+0.8,Taiga YOKOCHI,01 OCT 2000,JPN,2f1,,"Athletic Stadium, Tottori (JPN)",05 JUL 2026,1202,men_110h,2026,https://worldathletics.org/athletes/athlete=14825116
9,13.33,+0.5,Zhuoyi XU,21 AUG 2003,CHN,6,,"Egret Stadium, Xiamen (CHN)",23 MAY 2026,1191,men_110h,2026,https://worldathletics.org/athletes/athlete=14885102
10,13.37,+1.5,Shenglong ZHU,25 JAN 2000,CHN,1h2,,"Zhaoqing Sports Center, Zhaoqing (CHN)",25 APR 2026,1183,men_110h,2026,https://worldathletics.org/athletes/athlete=14805837
