Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,47.06,,Abderrahman SAMBA,05 SEP 1995,QAT,3,,"National Stadium, Tokyo (JPN)",19 SEP 2025,1281,men_400h,2025,https://worldathletics.org/athletes/athlete=14752208
2,47.61,,Ismail Doudai ABAKAR,01 JAN 2004,QAT,2sf2,,"National Stadium, Tokyo (JPN)",17 SEP 2025,1252,men_400h,2025,https://worldathletics.org/athletes/athlete=14973411
3,48.29,,Bassem HEMEIDA,28 MAR 2000,QAT,3sf3,,"National Stadium, Tokyo (JPN)",17 SEP 2025,1216,men_400h,2025,https://worldathletics.org/athletes/athlete=14827001
4,48.55,,Ken TOYODA,15 OCT 2002,JPN,2,,"National Stadium, Tokyo (JPN)",18 MAY 2025,1203,men_400h,2025,https://worldathletics.org/athletes/athlete=14900979
5,48.61,,Daiki OGAWA,17 APR 2003,JPN,1f3,,"Yanmar Stadium Nagai, Osaka (JPN)",11 MAY 2025,1200,men_400h,2025,https://worldathletics.org/athletes/athlete=14956478
6,48.66,,Kaito TSUTSUE,02 JUL 1998,JPN,1,,"Showa Denko Stadium, Oita (JPN)",23 AUG 2025,1197,men_400h,2025,https://worldathletics.org/athletes/athlete=14825123
7,48.68,,Debin GONG,09 SEP 1997,CHN,1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1196,men_400h,2025,https://worldathletics.org/athletes/athlete=14714459
8,48.71,,Kazuki KUROKAWA,17 JUN 2001,JPN,1f2,,"International Stadium, Yokohama (JPN)",20 AUG 2025,1195,men_400h,2025,https://worldathletics.org/athletes/athlete=14854957
9,48.79,,Hiromu YAMAUCHI,24 AUG 1999,JPN,1f3,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",03 AUG 2025,1191,men_400h,2025,https://worldathletics.org/athletes/athlete=14819343
10,48.83,,Zhiyu XIE,24 MAR 2000,CHN,1,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1189,men_400h,2025,https://worldathletics.org/athletes/athlete=14885717
11,48.95,,Marc Anthony IBRAHIM,05 DEC 2002,LBN,1f2,,"Putbosstadion, Oordegem (BEL)",09 AUG 2025,1183,men_400h,2025,https://worldathletics.org/athletes/athlete=14980995
12,48.99,,Shunta INOUE,04 JUL 2002,JPN,3,,"National Stadium, Tokyo (JPN)",06 JUL 2025,1181,men_400h,2025,https://worldathletics.org/athletes/japan/shunta-inoue-14998155
13,49.00,,Chung-Wei LIN,03 FEB 2004,TPE,1,,"Taipei Municipal Stadium, Taipei City (TPE)",08 JUN 2025,1180,men_400h,2025,https://worldathletics.org/athletes/athlete=14917229
14,49.06,,Ryosuke TAKAHASHI,20 JUN 2003,JPN,1,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,1177,men_400h,2025,https://worldathletics.org/athletes/athlete=14915465
15,49.08,,Xinfeng XU,17 MAR 2005,CHN,3,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1176,men_400h,2025,https://worldathletics.org/athletes/pr-of-china/xinfeng-xu-15137376
15,49.08,,Anan YE,17 FEB 2004,CHN,4,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1176,men_400h,2025,https://worldathletics.org/athletes/pr-of-china/anan-ye-14942860
17,49.09,,Yusaku KODAMA,16 DEC 2000,JPN,3f3,,"Yanmar Stadium Nagai, Osaka (JPN)",11 MAY 2025,1176,men_400h,2025,https://worldathletics.org/athletes/athlete=14860384
18,49.22,,Yashas PALAKSHA,08 DEC 2001,IND,2,,"Taipei Municipal Stadium, Taipei City (TPE)",08 JUN 2025,1169,men_400h,2025,https://worldathletics.org/athletes/athlete=14881854
19,49.24,,Syota FUCHIGAMI,10 OCT 2005,JPN,2,,"Prefectural Stadium, Okayama (JPN)",08 JUN 2025,1168,men_400h,2025,https://worldathletics.org/athletes/japan/syota-fuchigami-14974583
