Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,74.57,,Shota FUKUDA,28 NOV 2000,JPN,1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1118,men_HT,2025,https://worldathletics.org/athletes/athlete=14855216
2,74.50,,Qi WANG,10 FEB 2001,CHN,1,,"Gumi Civic Stadium, Gumi (KOR)",28 MAY 2025,1117,men_HT,2025,https://worldathletics.org/athletes/athlete=14788582
3,74.44,,Sukhrob KHODJAEV,21 MAY 1993,UZB,2,,Riyadh (KSA),17 NOV 2025,1116,men_HT,2025,https://worldathletics.org/athletes/athlete=14427108
4,74.12,,Ayubkhon FAYOZOV,07 MAR 2004,UZB,3,,Riyadh (KSA),17 NOV 2025,1111,men_HT,2025,https://worldathletics.org/athletes/athlete=14915947
5,72.98,,Ashraf ELSEIFY,20 FEB 1995,QAT,1,,"Miloud HEDEFI Athletics Stadium, Oran (ALG)",04 MAY 2025,1094,men_HT,2025,https://worldathletics.org/athletes/athlete=14523902
6,72.81,,He JIANG,20 JUL 1998,CHN,7f1,,"Betty Heidler Arena, Fränkisch-Crumbach (GER)",08 JUN 2025,1091,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/he-jiang-14701427
7,72.32,,Tatsuto NAKAGAWA,17 OCT 1998,JPN,1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",08 JUN 2025,1083,men_HT,2025,https://worldathletics.org/athletes/athlete=14750938
8,71.46,,Ryota KASHIMURA,13 AUG 1991,JPN,2,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1070,men_HT,2025,https://worldathletics.org/athletes/athlete=14388911
9,71.20,,Shizhu WANG,20 FEB 1989,CHN,2f1,,"Sichuan Xipu Training Base, Chengdu (CHN)",29 MAR 2025,1066,men_HT,2025,https://worldathletics.org/athletes/athlete=14171260
10,71.15,,Zixu LI,11 JUN 2005,CHN,1,,"Kuishan Sports Center, Rizhao (CHN)",26 SEP 2025,1065,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/zixu-li-14975948
11,71.11,,Ywunchul LEE,28 MAR 1982,KOR,1,,"Jeongseon Sports Complex, Jeongseon (KOR)",21 JUN 2025,1065,men_HT,2025,https://worldathletics.org/athletes/athlete=14210424
12,70.65,,Peixun LI,20 MAR 2000,CHN,4f1,,"Sichuan Xipu Training Base, Chengdu (CHN)",29 MAR 2025,1058,men_HT,2025,https://worldathletics.org/athletes/athlete=14748823
12,70.65,,Takahiro KOBATA,09 MAR 1997,JPN,3,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1058,men_HT,2025,https://worldathletics.org/athletes/athlete=14809465
14,70.40,,Mohammed AL DUBAISI,01 JUL 1992,KSA,4,,"Gumi Civic Stadium, Gumi (KOR)",28 MAY 2025,1054,men_HT,2025,https://worldathletics.org/athletes/athlete=14720601
15,69.87,,Damneet SINGH,10 MAR 2000,IND,1,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,1046,men_HT,2025,https://worldathletics.org/athletes/athlete=14734787
16,69.53,,Boxue CHEN,08 OCT 2001,CHN,5f1,,"Sichuan Xipu Training Base, Chengdu (CHN)",29 MAR 2025,1040,men_HT,2025,https://worldathletics.org/athletes/athlete=14889093
17,69.45,,Yuxuan LIU,28 AUG 2000,CHN,1,,"Sports Center, Yulin (CHN)",12 JUL 2025,1039,men_HT,2025,https://worldathletics.org/athletes/athlete=14748822
18,69.26,,Mergen MAMMEDOV,24 DEC 1990,TKM,4,,"AFU Athletics Stadium, Tashkent (UZB)",16 AUG 2025,1036,men_HT,2025,https://worldathletics.org/athletes/athlete=14376894
19,68.83,,Defeng CHENG,08 JAN 2000,CHN,3,,"Sports Center, Quzhou (CHN)",02 AUG 2025,1029,men_HT,2025,https://worldathletics.org/athletes/athlete=14839815
20,68.81,,Yudai KIMURA,19 OCT 1996,JPN,1,,"Denka Big Swan Stadium, Niigata (JPN)",06 APR 2025,1029,men_HT,2025,https://worldathletics.org/athletes/athlete=14671490
21,68.78,,Zilong ZHANG,04 AUG 2000,CHN,6f1,,"Sichuan Xipu Training Base, Chengdu (CHN)",29 MAR 2025,1029,men_HT,2025,https://worldathletics.org/athletes/athlete=14889089
22,68.61,,Yuanbo DING,02 JUN 1996,CHN,4,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1026,men_HT,2025,https://worldathletics.org/athletes/athlete=14579677
23,68.54,,Ju LI,29 JUN 1999,CHN,6f1,,"Sichuan Xipu Training Base, Chengdu (CHN)",02 APR 2025,1025,men_HT,2025,https://worldathletics.org/athletes/athlete=14787361
24,68.35,,Yuji TARUI,16 SEP 2002,JPN,1,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1022,men_HT,2025,https://worldathletics.org/athletes/athlete=14921482
25,68.18,,Ali Mohamed AL ZENKAWI,27 FEB 1984,KUW,1,,"Ahmed Al Rashdan Stadium, Al-Kuwait (KUW)",20 SEP 2025,1019,men_HT,2025,https://worldathletics.org/athletes/athlete=14210830
26,68.10,,Koshin YAMAKAWA,13 APR 2001,JPN,4,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1018,men_HT,2025,https://worldathletics.org/athletes/athlete=14855295
27,67.95,,Zhengzheng SU,28 JUN 2002,CHN,5,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1016,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/zhengzheng-su-14974420
28,67.76,,Mahdi MOHAMMADI,02 JUL 1994,IRI,1,,"Aftab Enghelab Sport Complex, Tehran (IRI)",09 SEP 2025,1013,men_HT,2025,https://worldathletics.org/athletes/athlete=14498475
29,67.65,,Zheng XU,02 DEC 2006,CHN,7,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1011,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/zheng-xu-15092432
30,67.63,,Gaurav KUMAR,12 FEB 1996,IND,2,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,1011,men_HT,2025,https://worldathletics.org/athletes/india/gaurav-kumar-15022632
31,67.54,,Wataru SAKANASHI,25 DEC 2002,JPN,2,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1009,men_HT,2025,https://worldathletics.org/athletes/japan/wataru-sakanashi-15002415
32,67.53,,Mohammad SISTANI,23 SEP 2003,IRI,1,,"Sardar Jangal Stadium, Rasht (IRI)",09 MAY 2025,1009,men_HT,2025,https://worldathletics.org/athletes/islamic-republic-of-iran/mohammad-sistani-14988277
33,67.47,,Ahmed Amgad EL SEIFY,01 OCT 1996,QAT,5,,"Miloud HEDEFI Athletics Stadium, Oran (ALG)",04 MAY 2025,1008,men_HT,2025,https://worldathletics.org/athletes/athlete=14480232
34,67.32,,. DEVANG,20 DEC 2003,IND,3,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,1006,men_HT,2025,https://worldathletics.org/athletes/india/devang-14971022
35,67.29,,Jiawei CHEN,10 MAY 2008,CHN,4,,"Sports Center, Jiaxing (CHN)",29 APR 2025,1006,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/jiawei-chen-15221558
36,67.05,,Lingqi MENG,28 JAN 2006,CHN,1,,"Handan Sports Center, Handan (CHN)",21 MAR 2025,1002,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/lingqi-meng-15092431
37,67.04,,Yujie LIN,29 OCT 2005,CHN,2,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",30 MAY 2025,1002,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/yujie-lin-15083551
38,66.94,,Ashish JAKHAR,05 JAN 1999,IND,4,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,1000,men_HT,2025,https://worldathletics.org/athletes/athlete=14675348
39,66.64,,Taranveer SINGH,01 OCT 1996,IND,1,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",11 FEB 2025,996,men_HT,2025,https://worldathletics.org/athletes/athlete=14734585
40,66.21,,Yixin QIAO,25 NOV 2003,CHN,1f2,,"Sichuan Xipu Training Base, Chengdu (CHN)",29 MAR 2025,989,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/yixin-qiao-14959053
41,66.11,,Jiayan ZHANG,16 APR 1992,CHN,3,,"Liaoning Athletics Management Center, Dalian (CHN)",20 JUL 2025,987,men_HT,2025,https://worldathletics.org/athletes/athlete=14439835
42,66.05,,Praveen KUMAR,14 DEC 2000,IND,5,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,986,men_HT,2025,https://worldathletics.org/athletes/athlete=14861990
43,66.00,,Yonglin YAN,28 OCT 2004,CHN,1f2,,"Sichuan Xipu Training Base, Chengdu (CHN)",02 APR 2025,986,men_HT,2025,https://worldathletics.org/athletes/pr-of-china/yonglin-yan-15083548
44,65.96,,Khalil BEDOUI,03 JUN 2000,QAT,2,,"West Texas A&M University Track & Soccer Complex, Canyon, TX (USA)",11 MAY 2025,985,men_HT,2025,https://worldathletics.org/athletes/athlete=14744993
45,65.73,,Ryodai KOJIMA,11 NOV 2003,JPN,4,,"Tokai University Stadium, Hiratsuka (JPN)",26 APR 2025,981,men_HT,2025,https://worldathletics.org/athletes/japan/ryodai-kojima-14988025
46,65.59,,Mohd. SHAHBAN,16 APR 2004,IND,3,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",29 SEP 2025,979,men_HT,2025,https://worldathletics.org/athletes/athlete=14873457
