Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,8:10.30,,Ryuji MIURA,11 FEB 2002,JPN,2,,"Stade Louis II, Monaco (MON)",10 JUL 2026,1210,men_3000sc,2026,https://worldathletics.org/athletes/athlete=14860379
2,8:16.72,,Zakaria EL AHLAAMI,07 JUL 2004,QAT,1f1,,"Putbosstadion, Oordegem (BEL)",01 AUG 2026,1181,men_3000sc,2026,https://worldathletics.org/athletes/qatar/zakaria-el-ahlaami-14953831
3,8:18.63,,Ryoma AOKI,16 JUN 1997,JPN,1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1173,men_3000sc,2026,https://worldathletics.org/athletes/athlete=14780168
4,8:18.66,,Hibiki OBARA,10 NOV 2001,JPN,2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1173,men_3000sc,2026,https://worldathletics.org/athletes/athlete=14868739
5,8:21.87,,Sanetada ONO,06 NOV 2005,JPN,3,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1158,men_3000sc,2026,https://worldathletics.org/athletes/japan/sanetada-ono-15007835
6,8:22.62,,Yutaro NIINAE,06 FEB 2001,JPN,4,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1155,men_3000sc,2026,https://worldathletics.org/athletes/athlete=14902797
7,8:24.96,,Tetsu SASAKI,24 NOV 2006,JPN,1,,"Kanseki Stadium, Utsunomiya (JPN)",24 MAY 2026,1144,men_3000sc,2026,https://worldathletics.org/athletes/japan/tetsu-sasaki-14996785
8,8:25.89,,Hamse DHABAR,01 JAN 2004,BRN,2,,"Suez Canal Authority Stadium, Ismailia (EGY)",21 JUN 2026,1140,men_3000sc,2026,https://worldathletics.org/athletes/athlete=15036546
9,8:29.46,,Soma NAGAHARA,12 OCT 2005,JPN,6,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1124,men_3000sc,2026,https://worldathletics.org/athletes/japan/soma-nagahara-14958701
10,8:31.32,,Hayate SATO,28 FEB 2001,JPN,7,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1116,men_3000sc,2026,https://worldathletics.org/athletes/japan/hayate-sato-15072378
