Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,11.08,+0.7,Yujie CHEN,29 DEC 2008,CHN,1,,"Sports Center, Quzhou (CHN)",13 AUG 2026,1182,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/yujie-chen-15138450
2,11.15,+1.4,Edidiong ODIONG,13 MAR 1997,BRN,2f1,,"Keskusurheilukenttä, Joensuu (FIN)",08 JUL 2026,1167,women_100m,2026,https://worldathletics.org/athletes/athlete=14541241
3,11.19,+0.3,Zion CORRALES-NELSON,11 OCT 1998,PHI,2f1,,"Notre Dame HS, Sherman Oaks, CA (USA)",21 MAY 2026,1159,women_100m,2026,https://worldathletics.org/athletes/athlete=14581580
4,11.22,+1.7,Bhadra HARITA,06 JUN 2003,IND,1,,"Jawaharlal Nehru Stadium, New Delhi (IND)",10 SEP 2026,1152,women_100m,2026,https://worldathletics.org/athletes/athlete=14873478
5,11.24,+1.1,Veronica Shanti PEREIRA,20 SEP 1996,SGP,1h4,,"Scotstoun Stadium, Glasgow (GBR)",27 JUL 2026,1148,women_100m,2026,https://worldathletics.org/athletes/athlete=14472153
6,11.30,+0.7,Manqi GE,13 OCT 1997,CHN,2,,"Sports Center, Quzhou (CHN)",13 AUG 2026,1135,women_100m,2026,https://worldathletics.org/athletes/athlete=14576460
7,11.31,+1.7,Abinaya RAJARAJAN,21 NOV 2006,IND,2,,"Jawaharlal Nehru Stadium, New Delhi (IND)",10 SEP 2026,1133,women_100m,2026,https://worldathletics.org/athletes/india/abinaya-rajarajan-15036742
8,11.32,+1.0,Xiajun LIU,16 JUL 2005,CHN,1sf1,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1131,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/xiajun-liu-14952247
9,11.33,+0.6,Midori MIKASE,02 JUN 2001,JPN,1sf1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1129,women_100m,2026,https://worldathletics.org/athletes/athlete=14806541
10,11.35,+1.7,Ravikumar GIRIDHARANI,07 JUL 2001,IND,3,,"Jawaharlal Nehru Stadium, New Delhi (IND)",10 SEP 2026,1125,women_100m,2026,https://worldathletics.org/athletes/athlete=14734812
11,11.37,+0.5,Abigeirufuka IDO,15 JUN 2001,JPN,1sf2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1120,women_100m,2026,https://worldathletics.org/athletes/athlete=14817771
11,11.37,+0.7,Kunzhi XUE,15 JUN 2005,CHN,1,,"Sport Development Center Stadium, Ordos (CHN)",09 JUL 2026,1120,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/kunzhi-xue-15303622
11,11.37,+1.7,Unnathi Aiyappa BOLLANDA,05 JUN 2005,IND,4,,"Jawaharlal Nehru Stadium, New Delhi (IND)",10 SEP 2026,1120,women_100m,2026,https://worldathletics.org/athletes/athlete=14971180
14,11.38,+0.7,Arisa KIMISHIMA,23 DEC 1995,JPN,1,,"Prefectural Stadium, Fukui (JPN)",15 AUG 2026,1118,women_100m,2026,https://worldathletics.org/athletes/athlete=14444468
15,11.39,-1.6,Zixian CAI,05 APR 2007,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",27 JUN 2026,1125,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/zixian-cai-15300397
16,11.40,+1.3,Manaka MIURA,14 FEB 2002,JPN,1h1,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",09 AUG 2026,1114,women_100m,2026,https://worldathletics.org/athletes/athlete=14860611
17,11.41,+1.7,Sneha SATHYANARAYANA SHANUVALLI,27 MAR 1998,IND,5,,"Jawaharlal Nehru Stadium, New Delhi (IND)",10 SEP 2026,1112,women_100m,2026,https://worldathletics.org/athletes/athlete=14734713
18,11.42,+1.5,Masumi AOKI,16 APR 1994,JPN,1f1,,"ND Soft Stadium, Tendo (JPN)",16 MAY 2026,1110,women_100m,2026,https://worldathletics.org/athletes/athlete=14444469
19,11.43,+1.4,Sukanda PETRAKSA,15 AUG 2003,THA,f1,,"Městský stadión Černá hora, Litomyšl (CZE)",01 AUG 2026,1108,women_100m,2026,https://worldathletics.org/athletes/athlete=14840478
19,11.43,+1.0,Yu HUANG,26 OCT 2002,CHN,2sf1,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1108,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/yu-huang-15240095
19,11.43,+0.9,Junying ZHU,09 SEP 2004,CHN,2sf3,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1108,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/junying-zhu-15084997
22,11.44,+0.7,Aiha YAMAGATA,11 OCT 2005,JPN,2,,"Sport Development Center Stadium, Ordos (CHN)",09 JUL 2026,1106,women_100m,2026,https://worldathletics.org/athletes/japan/aiha-yamagata-14962375
22,11.44,+0.7,Xiaojing LIANG,07 APR 1997,CHN,4,,"Sports Center, Quzhou (CHN)",13 AUG 2026,1106,women_100m,2026,https://worldathletics.org/athletes/athlete=14583567
24,11.47,+1.5,Yuna MIURA,03 MAR 2002,JPN,2f1,,"ND Soft Stadium, Tendo (JPN)",16 MAY 2026,1099,women_100m,2026,https://worldathletics.org/athletes/athlete=14815148
24,11.47,+0.1,Dana Noor SALEM,07 OCT 2009,QAT,1,,"Kai Tak Youth Sports Ground, Hong Kong (HKG)",28 MAY 2026,1099,women_100m,2026,https://worldathletics.org/athletes/qatar/dana-noor-salem-15210621
24,11.47,+1.7,Yui YOSHINAGA,19 SEP 2008,JPN,1h1,,"Athletic Stadium, Hikone (JPN)",31 JUL 2026,1099,women_100m,2026,https://worldathletics.org/athletes/japan/yui-yoshinaga-15114224
27,11.48,+0.3,Xinxuan CHEN,02 JAN 2009,CHN,1h2,,"Kai Tak Youth Sports Ground, Hong Kong (HKG)",28 MAY 2026,1097,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/xinxuan-chen-15172698
27,11.48,+0.5,Aiko IKI,27 NOV 2000,JPN,4sf2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1097,women_100m,2026,https://worldathletics.org/athletes/athlete=14767044
27,11.48,-0.1,Guoyi LIU,19 APR 2004,CHN,1,,"Sports Center, Yulin (CHN)",18 JUL 2026,1097,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/guoyi-liu-14976966
30,11.49,+1.7,Jessica LAURANCE,21 DEC 2003,PHI,1f1,,"Kerryn McCann Athletic Centre, Wollongong (AUS)",28 FEB 2026,1095,women_100m,2026,https://worldathletics.org/athletes/athlete=14765816
30,11.49,+1.3,Shuri AONO,03 JUL 2000,JPN,1h1,,"ND Soft Stadium, Tendo (JPN)",11 JUL 2026,1095,women_100m,2026,https://worldathletics.org/athletes/athlete=14773915
30,11.49,+1.4,Jirapat KHANONTA,12 SEP 2005,THA,f1,,"Městský stadión Černá hora, Litomyšl (CZE)",01 AUG 2026,1095,women_100m,2026,https://worldathletics.org/athletes/thailand/jirapat-khanonta-15067765
33,11.50,+0.6,Akiha KOBARI,19 DEC 2006,JPN,3sf1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1093,women_100m,2026,https://worldathletics.org/athletes/japan/akiha-kobari-14949895
33,11.50,+0.9,Yue PAN,29 MAR 2003,CHN,3sf3,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1093,women_100m,2026,https://worldathletics.org/athletes/athlete=14941844
35,11.52,+0.6,Sakura MAETA,12 JUN 2007,JPN,4sf1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1089,women_100m,2026,https://worldathletics.org/athletes/japan/sakura-maeta-15047659
35,11.52,+1.8,Jiamin LI,26 NOV 2004,CHN,3sf2,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1089,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/jiamin-li-15183061
37,11.53,-0.4,. NIPAM,20 JUN 2007,IND,1,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",24 APR 2026,1089,women_100m,2026,https://worldathletics.org/athletes/india/nipam-15139275
37,11.53,+1.5,Amika MIYAZAKI,21 DEC 1998,JPN,3f1,,"ND Soft Stadium, Tendo (JPN)",16 MAY 2026,1087,women_100m,2026,https://worldathletics.org/athletes/athlete=14719645
37,11.53,+0.6,Yume OKUNO,27 OCT 2003,JPN,3h1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1087,women_100m,2026,https://worldathletics.org/athletes/athlete=14916848
40,11.54,+1.3,Wadah ALI,,QAT,2,,"Aspire Academy Warm Up Track, Doha (QAT)",13 MAY 2026,1085,women_100m,2026,https://worldathletics.org/athletes/qatar/wadah-ali-15284256
41,11.55,+0.1,Raihanah GAROUBAH,23 JUN 2007,BRN,1,,"Stadion Radés, Radés (TUN)",27 APR 2026,1083,women_100m,2026,https://worldathletics.org/athletes/bahrain/raihanah-garoubah-15185137
42,11.56,0.0,Sudeshna SHIVANKAR,09 SEP 2003,IND,1,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",23 MAY 2026,1081,women_100m,2026,https://worldathletics.org/athletes/athlete=14873468
43,11.58,-0.6,Jialu XU,16 SEP 2000,CHN,1,,"Sports Center, Bengbu (CHN)",30 MAY 2026,1080,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/jialu-xu-14942571
43,11.58,+0.6,Koyuki NAGAISHI,19 NOV 2003,JPN,5sf1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1077,women_100m,2026,https://worldathletics.org/athletes/athlete=14860741
43,11.58,+0.7,Yui KATO,11 NOV 2008,JPN,2,,"Athletic Stadium, Hikone (JPN)",01 AUG 2026,1077,women_100m,2026,https://worldathletics.org/athletes/japan/yui-kato-15181946
43,11.58,+1.0,Rin SHIBATO,17 SEP 2005,JPN,1sf2,,"International Stadium, Yokohama (JPN)",05 SEP 2026,1077,women_100m,2026,https://worldathletics.org/athletes/japan/rin-shibato-14980689
47,11.59,+0.6,Nithya GANDHE,10 NOV 1999,IND,1f4,,"Jawaharlal Nehru Stadium, New Delhi (IND)",11 APR 2026,1075,women_100m,2026,https://worldathletics.org/athletes/athlete=14734712
47,11.59,+2.0,Miu KURASHIGE,19 APR 2004,JPN,2f1,,"Hamayama Park Athletic Field, Izumo (JPN)",12 APR 2026,1075,women_100m,2026,https://worldathletics.org/athletes/athlete=14904357
47,11.59,+1.1,. TAMANNA,29 SEP 2004,IND,3f6,,"Jawaharlal Nehru Stadium, Chennai (IND)",10 MAY 2026,1075,women_100m,2026,https://worldathletics.org/athletes/athlete=14921176
47,11.59,+0.6,Aoi SATO,14 SEP 2004,JPN,6sf1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1075,women_100m,2026,https://worldathletics.org/athletes/japan/aoi-sato-14955160
47,11.59,-1.1,Xinli XU,19 NOV 2003,CHN,5sf1,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1081,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/xinli-xu-14942853
47,11.59,+1.4,Supanich POOLKERD,28 NOV 1997,THA,f1,,"Městský stadión Černá hora, Litomyšl (CZE)",01 AUG 2026,1075,women_100m,2026,https://worldathletics.org/athletes/athlete=14646804
53,11.60,+0.5,Athicha PETCHAKUL,26 JUL 2005,THA,f2,,"Městský stadión Černá hora, Litomyšl (CZE)",01 AUG 2026,1072,women_100m,2026,https://worldathletics.org/athletes/thailand/athicha-petchakul-15027818
53,11.60,+0.7,Rion KOMIYA,19 MAY 2008,JPN,3,,"Athletic Stadium, Hikone (JPN)",01 AUG 2026,1072,women_100m,2026,https://worldathletics.org/athletes/japan/rion-komiya-15028146
55,11.61,-0.6,Lingyao KONG,03 MAY 1997,CHN,2,,"Sports Center, Bengbu (CHN)",30 MAY 2026,1073,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/lingyao-kong-15072971
55,11.61,-0.2,Hinami YAMANAKA,12 DEC 1996,JPN,4h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1071,women_100m,2026,https://worldathletics.org/athletes/athlete=14635041
55,11.61,-0.4,Arwa ALI,30 NOV 2009,UAE,4f1,,"Sultan Qaboos Sports Complex, Muscat (OMA)",05 SEP 2026,1072,women_100m,2026,https://worldathletics.org/athletes/united-arab-emirates/arwa-ali-15231950
58,11.62,-1.1,Linqi SHI,08 JAN 2002,CHN,6sf1,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1074,women_100m,2026,https://worldathletics.org/athletes/athlete=14885084
58,11.62,+0.3,Nodoka SEKO,28 JUL 1991,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",12 JUL 2026,1068,women_100m,2026,https://worldathletics.org/athletes/athlete=14334510
60,11.63,+0.8,Yanjun LIAO,30 SEP 1998,TPE,1h3,,"Taipei Municipal Stadium, Taipei City (TPE)",31 JAN 2026,1066,women_100m,2026,https://worldathletics.org/athletes/athlete=14747609
60,11.63,+1.2,Hina ISHIDO,15 APR 2002,JPN,1h6,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,1066,women_100m,2026,https://worldathletics.org/athletes/athlete=14855403
60,11.63,+1.8,Ziting HUANG,20 JUN 2003,CHN,4sf2,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1066,women_100m,2026,https://worldathletics.org/athletes/athlete=14885096
63,11.64,+1.8,Miyuko MAEDA,06 AUG 2004,JPN,1,,"Prefectural Yamanokuchi Athletics Stadium, Miyakonojo (JPN)",22 AUG 2026,1064,women_100m,2026,https://worldathletics.org/athletes/japan/miyuko-maeda-14950920
64,11.65,+1.9,Pui Kei CHAN,24 MAR 2000,HKG,1,,"Wan Chai Sports Ground, Hong Kong (HKG)",10 MAY 2026,1062,women_100m,2026,https://worldathletics.org/athletes/athlete=14705631
64,11.65,+2.0,Prakruthi ROOPA,19 NOV 2002,IND,1f3,,"Savitribai Phule University Sports Complex, Pune (IND)",07 JUN 2026,1062,women_100m,2026,https://worldathletics.org/athletes/india/prakruthi-roopa-15250021
66,11.66,+1.1,Aiha YAKUSHIJI,23 MAY 2009,JPN,2,,"Athletic Stadium, Hikone (JPN)",19 JUN 2026,1060,women_100m,2026,https://worldathletics.org/athletes/japan/aiha-yakushiji-15069398
66,11.66,-1.3,Rujing JIAN,08 APR 2006,CHN,4h3,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1067,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/rujing-jian-14990757
66,11.66,+1.8,Xinyuan HE,11 JUN 2002,CHN,5sf2,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1060,women_100m,2026,https://worldathletics.org/athletes/pr-of-china/xinyuan-he-14952943
66,11.66,+1.0,Risa AKIZAWA,04 AUG 2007,JPN,3sf2,,"International Stadium, Yokohama (JPN)",05 SEP 2026,1060,women_100m,2026,https://worldathletics.org/athletes/japan/risa-akizawa-14957562
70,11.67,+0.1,Srabani NANDA,07 MAY 1991,IND,1f5,,"Jawaharlal Nehru Stadium, Chennai (IND)",10 MAY 2026,1058,women_100m,2026,https://worldathletics.org/athletes/athlete=14334453
70,11.67,-1.3,Rei HONDA,25 NOV 2001,JPN,1h2,,"ND Soft Stadium, Tendo (JPN)",16 MAY 2026,1065,women_100m,2026,https://worldathletics.org/athletes/athlete=14899565
70,11.67,+1.1,Yu ISHIKAWA,17 NOV 2002,JPN,1h5,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,1058,women_100m,2026,https://worldathletics.org/athletes/athlete=14861156
70,11.67,+1.2,Wakana OKANE,11 OCT 2003,JPN,1f1,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",09 AUG 2026,1058,women_100m,2026,https://worldathletics.org/athletes/athlete=14904505
74,11.68,+1.2,Ruho SATO,18 APR 2002,JPN,2h6,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,1056,women_100m,2026,https://worldathletics.org/athletes/athlete=14860630
74,11.68,-0.1,Remi TSURUTA,18 APR 1997,JPN,4h3,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1056,women_100m,2026,https://worldathletics.org/athletes/athlete=14727994
74,11.68,+1.4,Jilna MADATHILE VEETTIL,28 DEC 1997,IND,1f3,,"Guru Nanak Stadium, Ludhiana (IND)",13 JUN 2026,1056,women_100m,2026,https://worldathletics.org/athletes/athlete=14768637
74,11.68,+0.7,Daneshwari ASHOK THAKKANNAVAR,14 AUG 2000,IND,4h3,,"Kalinga Stadium, Bhubaneshwar (IND)",24 JUN 2026,1056,women_100m,2026,https://worldathletics.org/athletes/athlete=14796163
