Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,8:45.25,,Winfred YAVI,31 DEC 1999,BRN,1,,"Hayward Field, Eugene, OR (USA)",05 JUL 2025,1282,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14695622
2,8:59.46,,Norah JERUTO,02 OCT 1995,KAZ,4,,"Hayward Field, Eugene, OR (USA)",05 JUL 2025,1246,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14479154
3,9:12.46,,Parul CHAUDHARY,15 APR 1995,IND,2,,"Gumi Civic Stadium, Gumi (KOR)",30 MAY 2025,1213,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14497992
4,9:15.98,,Daisy JEPKEMEI,13 FEB 1996,KAZ,6,,"Letzigrund, Zürich (SUI)",28 AUG 2025,1204,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14530633
5,9:24.72,,Miu SAITO,22 JUN 2002,JPN,6h3,,"National Stadium, Tokyo (JPN)",15 SEP 2025,1182,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14931241
6,9:26.44,,Xia LUO,10 MAY 2000,CHN,1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1177,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14892675
7,9:31.99,,ANKITA,05 FEB 2002,IND,2,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",27 JUL 2025,1164,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14818406
8,9:36.31,,Shuangshuang XU,06 APR 1996,CHN,2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1153,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14534952
9,9:40.85,,Manami NISHIYAMA,09 DEC 1999,JPN,2,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1142,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14733877
10,9:45.89,,Yuzu NISHIDE,25 JAN 2000,JPN,4,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1129,women_3000sc,2025,https://worldathletics.org/athletes/athlete=14858472
11,9:50.97,,Momoa YAMADA,13 MAY 2001,JPN,2,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1117,women_3000sc,2025,https://worldathletics.org/athletes/japan/momoa-yamada-14985780
