Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,3:35.90,,Kazuto IIZAWA,02 FEB 2001,JPN,1f2,,"Okura Sports Park Athletics Field, Tokyo (JPN)",30 MAY 2026,1162,men_1500m,2026,https://worldathletics.org/athletes/athlete=14854857
2,3:36.53,,Nagiya MORI,03 JUL 1999,JPN,2f2,,"Okura Sports Park Athletics Field, Tokyo (JPN)",30 MAY 2026,1154,men_1500m,2026,https://worldathletics.org/athletes/athlete=14841940
3,3:36.96,,Mohamed Wahid TORECH,18 NOV 2007,QAT,10,,"Province Naimette Arena, Liège (BEL)",15 JUL 2026,1148,men_1500m,2026,https://worldathletics.org/athletes/qatar/mohamed-wahid-torech-15080066
4,3:37.09,,Mubarik Abdi SAID,02 MAY 2008,QAT,1f2,,"Stade Raymond Troussier, Decines (FRA)",04 JUL 2026,1146,men_1500m,2026,https://worldathletics.org/athletes/qatar/mubarik-abdi-said-15140395
5,3:37.53,,Ojiro HONDA,06 APR 2007,JPN,1h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1140,men_1500m,2026,https://worldathletics.org/athletes/japan/ojiro-honda-15103718
6,3:37.55,,Yoonus SHAH,10 MAY 2001,IND,1,,"Kalinga Stadium, Bhubaneshwar (IND)",27 JUN 2026,1140,men_1500m,2026,https://worldathletics.org/athletes/india/yoonus-shah-15051256
7,3:37.61,,Dezhu LIU,16 SEP 2000,CHN,4f2,,"Okura Sports Park Athletics Field, Tokyo (JPN)",30 MAY 2026,1139,men_1500m,2026,https://worldathletics.org/athletes/athlete=14811434
8,3:37.62,,Keisuke MORITA,19 OCT 1995,JPN,2h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1139,men_1500m,2026,https://worldathletics.org/athletes/athlete=14803091
9,3:37.76,,Takumi NAKAGAWA,30 JAN 2005,JPN,3h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1137,men_1500m,2026,https://worldathletics.org/athletes/japan/takumi-nakagawa-15107665
10,3:37.84,,Allon Tatsunami CLAY,25 MAR 2002,JPN,1f1,,"Weaver Stadium, Princeton, NJ (USA)",01 MAY 2026,1136,men_1500m,2026,https://worldathletics.org/athletes/athlete=14851854
11,3:37.87,,Gulveer SINGH,01 JUN 1998,IND,2f1,,"Ray Conn Sports Complex, Cleveland, TN (USA)",30 MAY 2026,1135,men_1500m,2026,https://worldathletics.org/athletes/india/gulveer-singh-15023839
12,3:37.92,,Tomoki NAKANO,16 OCT 2002,JPN,4h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1135,men_1500m,2026,https://worldathletics.org/athletes/japan/tomoki-nakano-14954040
13,3:37.97,,Takumi SHIOBARA,29 MAR 2004,JPN,5h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1134,men_1500m,2026,https://worldathletics.org/athletes/japan/takumi-shiobara-14998883
14,3:38.02,,Koki TERADA,22 SEP 2005,JPN,6h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1133,men_1500m,2026,https://worldathletics.org/athletes/japan/koki-terada-14978240
15,3:38.30,,Keita SATOH,22 JAN 2004,JPN,7h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1129,men_1500m,2026,https://worldathletics.org/athletes/athlete=14954502
16,3:38.46,,Shuntaro KAWAGUCHI,18 JAN 2007,JPN,1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1127,men_1500m,2026,https://worldathletics.org/athletes/japan/shuntaro-kawaguchi-14967563
17,3:38.51,,Tomonori YAMAGUCHI,13 APR 2003,JPN,4,,"National Stadium, Tokyo (JPN)",17 MAY 2026,1127,men_1500m,2026,https://worldathletics.org/athletes/japan/tomonori-yamaguchi-14962831
18,3:38.58,,Ryo HIGUCHI,21 JAN 2005,JPN,6f1,,"John McDonnell Field, Fayetteville, AR (USA)",08 MAY 2026,1126,men_1500m,2026,https://worldathletics.org/athletes/japan/ryo-higuchi-14999835
