Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,1:58.26,,Nelly JEPKOSGEI,14 JUL 1991,BRN,2,,"Luzhniki Stadion, Moskva (RUS)",05 JUN 2026,1194,women_800m,2026,https://worldathletics.org/athletes/athlete=14373314
2,2:01.33,,Victoria BOSSONG,05 MAY 2003,PHI,4f1,,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",10 JUL 2026,1139,women_800m,2026,https://worldathletics.org/athletes/athlete=14823678
3,2:01.54,,Rin KUBO,20 JAN 2008,JPN,1,,"Municipal Mizuho Stadium, Nagoya (JPN)",13 JUN 2026,1135,women_800m,2026,https://worldathletics.org/athletes/japan/rin-kubo-15005744
4,2:01.67,,Ayano SHIOMI,26 NOV 1999,JPN,2,,"Municipal Mizuho Stadium, Nagoya (JPN)",13 JUN 2026,1133,women_800m,2026,https://worldathletics.org/athletes/athlete=14728006
5,2:01.74,,Hongjiao WU,25 JUL 2003,CHN,1h3,,"Kuishan Sports Center, Rizhao (CHN)",27 JUN 2026,1131,women_800m,2026,https://worldathletics.org/athletes/athlete=14885770
6,2:02.18,,Nozomi TANAKA,04 SEP 1999,JPN,1f2,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2026,1124,women_800m,2026,https://worldathletics.org/athletes/athlete=14632538
7,2:02.42,,. POOJA,17 JUN 2002,IND,1,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",25 MAY 2026,1119,women_800m,2026,https://worldathletics.org/athletes/athlete=14818407
8,2:02.93,,Xinyu RAO,21 FEB 2002,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2026,1110,women_800m,2026,https://worldathletics.org/athletes/athlete=14850981
9,2:03.41,,Lili DAS,18 MAR 1998,IND,1,,"Jawaharlal Nehru Stadium, New Delhi (IND)",10 SEP 2026,1102,women_800m,2026,https://worldathletics.org/athletes/athlete=14643501
10,2:03.77,,Kurumi SUGURE,09 MAY 2004,JPN,3,,"Municipal Mizuho Stadium, Nagoya (JPN)",13 JUN 2026,1096,women_800m,2026,https://worldathletics.org/athletes/japan/kurumi-sugure-14948342
11,2:04.07,,Salina HILLIER,30 MAY 2001,JPN,1h1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1091,women_800m,2026,https://worldathletics.org/athletes/athlete=14855559
12,2:04.17,,J. GOWTHAMI,22 MAY 1999,IND,1,,"Kalinga Stadium, Bhubaneshwar (IND)",25 JUN 2026,1089,women_800m,2026,https://worldathletics.org/athletes/athlete=14740938
13,2:04.21,,Mahiro HASEGAWA,17 APR 2003,JPN,2f1,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,1088,women_800m,2026,https://worldathletics.org/athletes/athlete=14904550
14,2:04.51,,Miori KIDA,30 NOV 2007,JPN,3f1,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,1083,women_800m,2026,https://worldathletics.org/athletes/japan/miori-kida-15001397
15,2:04.60,,Suzuka WATANABE,09 MAY 2002,JPN,2h1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1081,women_800m,2026,https://worldathletics.org/athletes/athlete=14921602
16,2:04.86,,Airi IKEZAKI,22 JUN 1998,JPN,3h1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1077,women_800m,2026,https://worldathletics.org/athletes/athlete=14671513
17,2:05.01,,Ayaka KAWATA,22 AUG 1999,JPN,3f2,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1074,women_800m,2026,https://worldathletics.org/athletes/athlete=14286723
18,2:05.03,,Ichigo NOMURA,09 SEP 2003,JPN,2h3,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1074,women_800m,2026,https://worldathletics.org/athletes/japan/ichigo-nomura-14956349
19,2:05.05,,Riho HIRANO,04 NOV 2005,JPN,4f2,,"Okura Sports Park Athletics Field, Tokyo (JPN)",30 MAY 2026,1074,women_800m,2026,https://worldathletics.org/athletes/japan/riho-hirano-14960123
20,2:05.06,,Sari KAMEI,19 JAN 2006,JPN,3h3,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1073,women_800m,2026,https://worldathletics.org/athletes/japan/sari-kamei-14998632
21,2:05.11,,Hui XU,02 MAR 2003,CHN,2,,"Sports Center, Quzhou (CHN)",16 AUG 2026,1073,women_800m,2026,https://worldathletics.org/athletes/athlete=14884980
22,2:05.20,,Senri MORI,28 MAR 2006,JPN,5h1,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1071,women_800m,2026,https://worldathletics.org/athletes/japan/senri-mori-14979751
23,2:05.21,,Ran URABE,16 JUN 1995,JPN,4f1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1071,women_800m,2026,https://worldathletics.org/athletes/athlete=14444476
24,2:05.25,,Huiying ZHANG,21 MAY 2006,CHN,3,,"Sports Center, Quzhou (CHN)",16 AUG 2026,1070,women_800m,2026,https://worldathletics.org/athletes/pr-of-china/huiying-zhang-15160699
