Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,19.97,-0.4,Femi OGUNODE,15 MAY 1991,QAT,1,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1227,men_200m,2015,https://worldathletics.org/athletes/athlete=14330343
2,20.13,+0.6,Kenji FUJIMITSU,01 MAY 1986,JPN,3f2,,Luzern (SUI),14 JUL 2015,1200,men_200m,2015,https://worldathletics.org/athletes/athlete=14202678
3,20.14,+1.0,Kei TAKASE,25 NOV 1988,JPN,1,,Kumagaya (JPN),17 MAY 2015,1198,men_200m,2015,https://worldathletics.org/athletes/athlete=14334125
4,20.34,-0.4,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,1,,"Pascual Guerrero Stadium, Cali (COL)",19 JUL 2015,1169,men_200m,2015,https://worldathletics.org/athletes/athlete=14671546
5,20.42,+1.4,Shota IIZUKA,25 JUN 1991,JPN,1h3,,Nagoya (JPN),26 JUN 2015,1155,men_200m,2015,https://worldathletics.org/athletes/athlete=14327811
6,20.52,+0.1,Jinsheng LIANG,12 JAN 1996,CHN,1,,Fuzhou (CHN),29 MAY 2015,1139,men_200m,2015,https://worldathletics.org/athletes/athlete=14594745
7,20.53,-0.3,Chun-Han YANG,01 JAN 1997,TPE,1,,Kaohsiung (TPE),21 OCT 2015,1139,men_200m,2015,https://worldathletics.org/athletes/athlete=14547735
8,20.56,+1.9,Yoshihide KIRYU,15 DEC 1995,JPN,1h2,,Hiroshima (JPN),18 APR 2015,1133,men_200m,2015,https://worldathletics.org/athletes/athlete=14547456
9,20.57,-0.6,Takuya NAGATA,14 JUN 1994,JPN,1,,Osaka (JPN),13 SEP 2015,1135,men_200m,2015,https://worldathletics.org/athletes/athlete=14703119
10,20.58,+1.0,Fahhad Mohammed ALSUBAIE,04 FEB 1994,KSA,1,,Qatif (KSA),25 OCT 2015,1130,men_200m,2015,https://worldathletics.org/athletes/athlete=14480171
11,20.60,-0.2,Zhenye XIE,17 AUG 1993,CHN,1,,Suzhou (CHN),24 SEP 2015,1128,men_200m,2015,https://worldathletics.org/athletes/athlete=14376449
12,20.65,+1.4,Shota HARA,18 JUL 1992,JPN,3h3,,Nagoya (JPN),26 JUN 2015,1120,men_200m,2015,https://worldathletics.org/athletes/athlete=14591156
13,20.66,+1.0,Dharmbir SINGH,10 DEC 1990,IND,3,,Wuhan (CHN),07 JUN 2015,1118,men_200m,2015,https://worldathletics.org/athletes/athlete=14409548
14,20.68,+0.4,Reza GHASEMI,24 JUL 1987,IRI,1,,Almaty (KAZ),26 JUL 2015,1115,men_200m,2015,https://worldathletics.org/athletes/athlete=14380021
15,20.69,+1.6,Kotaro TANIGUCHI,03 NOV 1994,JPN,1sf2,,Yokohama (JPN),17 MAY 2015,1114,men_200m,2015,https://worldathletics.org/athletes/athlete=14547886
16,20.71,+1.5,Akiyuki HASHIMOTO,18 NOV 1994,JPN,2f1,,Hiroshima (JPN),18 APR 2015,1111,men_200m,2015,https://worldathletics.org/athletes/athlete=14480164
16,20.71,+1.0,Salem Eid YAQOOB,01 MAR 1996,BRN,2,,Qatif (KSA),25 OCT 2015,1111,men_200m,2015,https://worldathletics.org/athletes/athlete=14697947
18,20.72,0.0,Xinyue PAN,17 JAN 1993,CHN,1h9,,Jinan (CHN),30 APR 2015,1109,men_200m,2015,https://worldathletics.org/athletes/athlete=14635675
18,20.72,-0.6,Kazuma OSETO,05 AUG 1994,JPN,4,,Osaka (JPN),13 SEP 2015,1112,men_200m,2015,https://worldathletics.org/athletes/athlete=14444450
20,20.73,-0.4,Naseib SALMEIN AL ZAABI,17 JUL 1988,UAE,3sf3,,Mungyeong (KOR),07 OCT 2015,1110,men_200m,2015,https://worldathletics.org/athletes/athlete=14709437
21,20.76,+0.4,Mahdi ZAMANI,20 DEC 1989,IRI,2,,Almaty (KAZ),26 JUL 2015,1103,men_200m,2015,https://worldathletics.org/athletes/athlete=14413191
22,20.79,+0.2,Peimeng ZHANG,13 MAR 1987,CHN,1h15,,Jinan (CHN),30 APR 2015,1099,men_200m,2015,https://worldathletics.org/athletes/athlete=14171682
22,20.79,-0.5,Tomoya TAMURA,20 AUG 1992,JPN,1f1,,Gifu (JPN),26 SEP 2015,1102,men_200m,2015,https://worldathletics.org/athletes/athlete=14445043
24,20.81,+0.4,Ali Khamis KHAMIS,30 JUN 1995,BRN,1f5,,Sofia (BUL),11 JUL 2015,1096,men_200m,2015,https://worldathletics.org/athletes/athlete=14479839
24,20.81,+1.2,Sajjad HASHEMI,22 AUG 1991,IRI,1h2,,Almaty (KAZ),26 JUL 2015,1096,men_200m,2015,https://worldathletics.org/athletes/athlete=14422407
26,20.83,+1.3,Rei TOKUYAMA,23 AUG 1995,JPN,1sf1,,Yokohama (JPN),17 MAY 2015,1093,men_200m,2015,https://worldathletics.org/athletes/athlete=14643487
27,20.85,+1.3,Ge BIE,02 AUG 1992,CHN,2,,Jinan (CHN),01 MAY 2015,1090,men_200m,2015,https://worldathletics.org/athletes/athlete=14482234
28,20.86,+1.3,Shintaro MATSUO,16 JUL 1993,JPN,2sf1,,Yokohama (JPN),17 MAY 2015,1088,men_200m,2015,https://worldathletics.org/athletes/japan/shintaro-matsuo-14523578
29,20.89,-0.1,Trong Hinh LE,03 FEB 1996,VIE,1,,Singapore (SGP),10 JUN 2015,1084,men_200m,2015,https://worldathletics.org/athletes/athlete=14543356
