Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,9.91,+1.8,Femi OGUNODE,15 MAY 1991,QAT,1,,Wuhan (CHN),04 JUN 2015,1238,men_100m,2015,https://worldathletics.org/athletes/athlete=14330343
2,9.99,+1.5,Bingtian SU,29 AUG 1989,CHN,3,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1210,men_100m,2015,https://worldathletics.org/athletes/athlete=14171509
3,10.09,-0.1,Kei TAKASE,25 NOV 1988,JPN,2,,"Todoroki Stadium, Kawasaki (JPN)",10 MAY 2015,1176,men_100m,2015,https://worldathletics.org/athletes/athlete=14334125
3,10.09,+0.3,Yoshihide KIRYU,15 DEC 1995,JPN,1f1,,Fuse (JPN),18 OCT 2015,1176,men_100m,2015,https://worldathletics.org/athletes/athlete=14547456
5,10.10,+0.4,Hassan TAFTIAN,04 MAY 1993,IRI,1,,Almaty (KAZ),25 JUL 2015,1172,men_100m,2015,https://worldathletics.org/athletes/athlete=14421587
6,10.12,+0.4,Reza GHASEMI,24 JUL 1987,IRI,2,,Almaty (KAZ),25 JUL 2015,1165,men_100m,2015,https://worldathletics.org/athletes/athlete=14380021
7,10.13,-0.3,Peimeng ZHANG,13 MAR 1987,CHN,5h3,,"National Stadium, Beijing (CHN)",22 AUG 2015,1163,men_100m,2015,https://worldathletics.org/athletes/athlete=14171682
8,10.16,+1.8,Kukyoung KIM,19 APR 1991,KOR,2sf1,,"Main Stadium, Gwangju (KOR)",09 JUL 2015,1152,men_100m,2015,https://worldathletics.org/athletes/athlete=14210243
8,10.16,+1.7,Barakat AL HARTHI,15 JUN 1988,OMA,1,,Mungyeong (KOR),06 OCT 2015,1152,men_100m,2015,https://worldathletics.org/athletes/athlete=14215984
10,10.19,+0.4,Takuya NAGATA,14 JUN 1994,JPN,1,,Hiratsuka (JPN),14 JUN 2015,1142,men_100m,2015,https://worldathletics.org/athletes/athlete=14703119
11,10.24,+1.8,Yang YANG,26 JUN 1991,CHN,3sf1,,"Main Stadium, Gwangju (KOR)",09 JUL 2015,1125,men_100m,2015,https://worldathletics.org/athletes/athlete=14935397
11,10.24,-0.1,Kenji FUJIMITSU,01 MAY 1986,JPN,3f2,,Bellinzona (SUI),21 JUL 2015,1125,men_100m,2015,https://worldathletics.org/athletes/athlete=14202678
13,10.25,+1.8,Zhenye XIE,17 AUG 1993,CHN,4,,Wuhan (CHN),04 JUN 2015,1122,men_100m,2015,https://worldathletics.org/athletes/athlete=14376449
13,10.25,0.0,Eric CRAY,06 NOV 1988,PHI,1,,Singapore (SGP),09 JUN 2015,1122,men_100m,2015,https://worldathletics.org/athletes/athlete=14326210
15,10.27,+1.8,Mishal Khalifa AL MUTAIRI,16 MAR 1997,KUW,6,,Wuhan (CHN),04 JUN 2015,1115,men_100m,2015,https://worldathletics.org/athletes/athlete=14597308
16,10.28,-0.4,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,1,,"Pascual Guerrero Stadium, Cali (COL)",15 JUL 2015,1114,men_100m,2015,https://worldathletics.org/athletes/athlete=14671546
16,10.28,+1.3,Kazuma OSETO,05 AUG 1994,JPN,1f1,,Tokyo (JPN),26 JUL 2015,1112,men_100m,2015,https://worldathletics.org/athletes/athlete=14444450
16,10.28,+2.0,Wataru INUZUKA,08 JUL 1997,JPN,1sf2,,Wakayama (JPN),02 OCT 2015,1112,men_100m,2015,https://worldathletics.org/athletes/athlete=14608071
19,10.29,+0.4,Akiyuki HASHIMOTO,18 NOV 1994,JPN,1h1,,Yokohama (JPN),14 MAY 2015,1108,men_100m,2015,https://worldathletics.org/athletes/athlete=14480164
19,10.29,+1.1,Samuel FRANCIS,27 MAR 1987,QAT,2sf2,,Wuhan (CHN),03 JUN 2015,1108,men_100m,2015,https://worldathletics.org/athletes/athlete=14219033
19,10.29,-0.8,Kenta OSHIMA,03 SEP 1997,JPN,1,,Wakayama (JPN),30 JUL 2015,1112,men_100m,2015,https://worldathletics.org/athletes/athlete=14608073
19,10.29,-0.3,Chun-Han YANG,01 JAN 1997,TPE,1,,Kaohsiung (TPE),19 OCT 2015,1109,men_100m,2015,https://worldathletics.org/athletes/athlete=14547735
