Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,31:37.32,,Yuka TAKASHIMA,12 MAY 1988,JPN,4f1,,"Palo Alto, CA (USA)",02 MAY 2015,1159,women_10000m,2015,https://worldathletics.org/athletes/athlete=14288055
2,31:44.79,,Mao KIYOTA,12 SEP 1993,JPN,9f1,,"Palo Alto, CA (USA)",02 MAY 2015,1153,women_10000m,2015,https://worldathletics.org/athletes/athlete=14438397
3,31:44.86,,Riko MATSUZAKI,24 DEC 1992,JPN,1f1,,Abashiri (JPN),16 JUL 2015,1152,women_10000m,2015,https://worldathletics.org/athletes/athlete=14375867
4,31:46.58,,Ayumi HAGIWARA,01 JUN 1992,JPN,2f1,,Abashiri (JPN),16 JUL 2015,1151,women_10000m,2015,https://worldathletics.org/athletes/athlete=14439683
5,31:48.18,,Ayuko SUZUKI,08 OCT 1991,JPN,1f1,,Gifu (JPN),25 SEP 2015,1150,women_10000m,2015,https://worldathletics.org/athletes/athlete=14428635
6,31:48.22,,Eri MAKIKAWA,22 APR 1993,JPN,12f1,,"Palo Alto, CA (USA)",02 MAY 2015,1150,women_10000m,2015,https://worldathletics.org/athletes/athlete=14439389
7,31:48.31,,Rei OHARA,10 AUG 1990,JPN,3f1,,Abashiri (JPN),16 JUL 2015,1149,women_10000m,2015,https://worldathletics.org/athletes/athlete=14287537
8,31:52.29,,Alia SAEED MOHAMMED,18 MAY 1991,UAE,1,,Wuhan (CHN),07 JUN 2015,1146,women_10000m,2015,https://worldathletics.org/athletes/athlete=14418938
9,31:56.92,,Yuki MITSUNOBU,09 NOV 1992,JPN,4f1,,Abashiri (JPN),16 JUL 2015,1142,women_10000m,2015,https://worldathletics.org/athletes/athlete=14444431
10,32:03.95,,Michi NUMATA,06 MAY 1989,JPN,5f1,,Abashiri (JPN),16 JUL 2015,1136,women_10000m,2015,https://worldathletics.org/athletes/athlete=14287498
11,32:06.48,,Kasumi NISHIHARA,01 MAR 1989,JPN,1,,Nagoya (JPN),26 JUN 2015,1133,women_10000m,2015,https://worldathletics.org/athletes/athlete=14287422
12,32:07.37,,Yuka ANDO,16 MAR 1994,JPN,2f2,,"Palo Alto, CA (USA)",02 MAY 2015,1133,women_10000m,2015,https://worldathletics.org/athletes/athlete=14419637
13,32:07.43,,Yuka MIYAZAKI,21 AUG 1992,JPN,2,,Fukagawa (JPN),09 JUL 2015,1133,women_10000m,2015,https://worldathletics.org/athletes/athlete=14504804
14,32:08.74,,Tomomi TANAKA,25 SEP 1988,JPN,3,,Fukagawa (JPN),09 JUL 2015,1131,women_10000m,2015,https://worldathletics.org/athletes/athlete=14288139
15,32:10.76,,Yuki HIDAKA,22 JUL 1992,JPN,6f1,,Abashiri (JPN),16 JUL 2015,1130,women_10000m,2015,https://worldathletics.org/athletes/athlete=14327788
16,32:11.40,,Rina YAMAZAKI,06 MAY 1988,JPN,5,,Nagoya (JPN),26 JUN 2015,1129,women_10000m,2015,https://worldathletics.org/athletes/athlete=14288467
17,32:12.25,,Mizuki MATSUDA,31 MAY 1995,JPN,7f1,,Abashiri (JPN),16 JUL 2015,1128,women_10000m,2015,https://worldathletics.org/athletes/athlete=14548272
18,32:12.54,,Hanami SEKINE,26 FEB 1996,JPN,8f1,,Abashiri (JPN),16 JUL 2015,1128,women_10000m,2015,https://worldathletics.org/athletes/athlete=14499981
19,32:13.21,,Reia IWADE,08 DEC 1994,JPN,6,,Nagoya (JPN),26 JUN 2015,1127,women_10000m,2015,https://worldathletics.org/athletes/athlete=14441875
20,32:13.30,,Risa YOKOE,12 OCT 1994,JPN,1,,Yokohama (JPN),19 DEC 2015,1127,women_10000m,2015,https://worldathletics.org/athletes/athlete=14388954
21,32:13.55,,Akane YABUSHITA,06 JUN 1991,JPN,2,,Yokohama (JPN),19 DEC 2015,1127,women_10000m,2015,https://worldathletics.org/athletes/athlete=14288366
22,32:13.72,,Misaki KATO,15 JUN 1991,JPN,1,,Kitakyushu (JPN),16 MAY 2015,1127,women_10000m,2015,https://worldathletics.org/athletes/athlete=14334523
23,32:14.43,,Sayaka KUWAHARA,08 MAR 1993,JPN,3f2,,"Palo Alto, CA (USA)",02 MAY 2015,1126,women_10000m,2015,https://worldathletics.org/athletes/athlete=14580921
24,32:14.58,,Keiko NOGAMI,06 DEC 1985,JPN,2,,Kitakyushu (JPN),16 MAY 2015,1126,women_10000m,2015,https://worldathletics.org/athletes/athlete=14327813
25,32:16.23,,Miho SHIMIZU,13 MAY 1990,JPN,3,,Yokohama (JPN),19 DEC 2015,1125,women_10000m,2015,https://worldathletics.org/athletes/athlete=14287847
26,32:16.66,,Miyuki UEHARA,22 NOV 1995,JPN,1,,Oita (JPN),17 OCT 2015,1124,women_10000m,2015,https://worldathletics.org/athletes/athlete=14483458
27,32:19.36,,Hanae TANAKA,12 FEB 1990,JPN,2,,Oita (JPN),17 OCT 2015,1122,women_10000m,2015,https://worldathletics.org/athletes/athlete=14288116
28,32:22.05,,Aya KUWABARA,1993,JPN,9,,Nagoya (JPN),26 JUN 2015,1120,women_10000m,2015,https://worldathletics.org/athletes/japan/aya-kuwabara-14664062
29,32:22.29,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,2,,Wuhan (CHN),07 JUN 2015,1119,women_10000m,2015,https://worldathletics.org/athletes/athlete=14423913
30,32:22.88,,Ayumi SAKAIDA,07 NOV 1985,JPN,9f1,,Abashiri (JPN),16 JUL 2015,1119,women_10000m,2015,https://worldathletics.org/athletes/athlete=14433316
