Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,4:05.37,,Mimi BELETE,09 JUN 1988,BRN,3,,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015,1163,women_1500m,2015,https://worldathletics.org/athletes/athlete=14270503
2,4:05.58,,Tigist GASHAW,25 DEC 1996,BRN,3,,"Bregyó Athletic Center, Székesfehérvár (HUN)",07 JUL 2015,1161,women_1500m,2015,https://worldathletics.org/athletes/athlete=14477333
3,4:05.73,,Betlhem DESALEGN,13 NOV 1991,UAE,6h1,,"National Stadium, Beijing (CHN)",22 AUG 2015,1160,women_1500m,2015,https://worldathletics.org/athletes/athlete=14418940
4,4:13.35,,Dalila ABDULKADIR,27 JUN 1998,BRN,2,,"Pascual Guerrero Stadium, Cali (COL)",18 JUL 2015,1101,women_1500m,2015,https://worldathletics.org/athletes/athlete=14643416
5,4:15.00,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,3,,Huelva (ESP),10 JUN 2015,1088,women_1500m,2015,https://worldathletics.org/athletes/athlete=14268773
6,4:15.63,,Ayako JIN'NOUCHI,21 JAN 1987,JPN,5f3,,Heusden-Zolder (BEL),18 JUL 2015,1083,women_1500m,2015,https://worldathletics.org/athletes/athlete=14286609
7,4:15.69,,Chihiro SUNAGA,05 OCT 1988,JPN,1,,Nagoya (JPN),27 JUN 2015,1083,women_1500m,2015,https://worldathletics.org/athletes/athlete=14329720
8,4:16.72,,Risa SHIBUYA,13 APR 1992,JPN,2f1,,Gifu (JPN),26 SEP 2015,1075,women_1500m,2015,https://worldathletics.org/athletes/athlete=14334585
9,4:16.76,,Chika MUKAI,26 FEB 1998,JPN,1,,Wakayama (JPN),30 JUL 2015,1075,women_1500m,2015,https://worldathletics.org/athletes/athlete=14671515
10,4:17.29,,Mina UEDA,11 FEB 1997,JPN,1f1,,Abashiri (JPN),16 JUL 2015,1070,women_1500m,2015,https://worldathletics.org/athletes/athlete=14659415
10,4:17.29,,Jing ZHAO,09 JUL 1988,CHN,1,,Suzhou (CHN),24 SEP 2015,1070,women_1500m,2015,https://worldathletics.org/athletes/athlete=14264335
12,4:17.33,,Kaori MORITA,19 SEP 1995,JPN,3,,Nagoya (JPN),27 JUN 2015,1070,women_1500m,2015,https://worldathletics.org/athletes/athlete=14521619
13,4:17.54,,Rina KOEDA,29 AUG 1994,JPN,1,,Yokohama (JPN),15 MAY 2015,1069,women_1500m,2015,https://worldathletics.org/athletes/athlete=14547876
14,4:17.55,,Bontu Edao REBITU,12 DEC 1997,BRN,6,,Montbéliard (FRA),05 JUN 2015,1069,women_1500m,2015,https://worldathletics.org/athletes/athlete=14643415
15,4:17.66,,Maya IINO,05 FEB 1988,JPN,4,,Nagoya (JPN),27 JUN 2015,1068,women_1500m,2015,https://worldathletics.org/athletes/athlete=14286470
16,4:17.89,,Nozomi Musembi TAKAMATSU,31 AUG 1997,JPN,1,,Kitami (JPN),12 JUL 2015,1066,women_1500m,2015,https://worldathletics.org/athletes/athlete=14598160
17,4:18.05,,Nana KURAOKA,13 SEP 1997,JPN,2,,Wakayama (JPN),30 JUL 2015,1065,women_1500m,2015,https://worldathletics.org/athletes/athlete=14562730
18,4:18.31,,Xiaoqian ZHENG,15 AUG 1996,CHN,2,,Suzhou (CHN),24 SEP 2015,1063,women_1500m,2015,https://worldathletics.org/athletes/athlete=14647951
19,4:18.45,,Mai NISHIWAKI,09 FEB 1993,JPN,3f1,,Gifu (JPN),26 SEP 2015,1062,women_1500m,2015,https://worldathletics.org/athletes/athlete=14419471
20,4:18.47,,Nozomi TANAKA,04 SEP 1999,JPN,1,,Wakayama (JPN),03 OCT 2015,1062,women_1500m,2015,https://worldathletics.org/athletes/athlete=14632538
21,4:18.55,,Pan ZHOU,04 FEB 1993,CHN,3,,Suzhou (CHN),24 SEP 2015,1061,women_1500m,2015,https://worldathletics.org/athletes/pr-of-china/pan-zhou-14647956
22,4:18.83,,Maki IZUMIDA,22 JAN 1996,JPN,3,,Yokohama (JPN),15 MAY 2015,1059,women_1500m,2015,https://worldathletics.org/athletes/athlete=14499989
23,4:18.91,,Tomoka KIMURA,12 NOV 1994,JPN,2,,Kitami (JPN),12 JUL 2015,1058,women_1500m,2015,https://worldathletics.org/athletes/athlete=14423325
24,4:18.98,,Leyuan CUI,27 JUN 1993,CHN,4,,Suzhou (CHN),24 SEP 2015,1058,women_1500m,2015,https://worldathletics.org/athletes/athlete=14369319
25,4:19.26,,Chinatsu UCHIYAMA,18 JUL 1994,JPN,4,,Yokohama (JPN),15 MAY 2015,1056,women_1500m,2015,https://worldathletics.org/athletes/japan/chinatsu-uchiyama-14672603
26,4:19.76,,Yanfei WANG,30 JUN 1993,CHN,5,,Suzhou (CHN),24 SEP 2015,1052,women_1500m,2015,https://worldathletics.org/athletes/athlete=14420964
27,4:19.77,,Kasumi NISHIHARA,01 MAR 1989,JPN,5f1,,Karlstad (SWE),22 JUL 2015,1052,women_1500m,2015,https://worldathletics.org/athletes/athlete=14287422
28,4:19.86,,Yuka KIMURA,12 NOV 1994,JPN,6,,Nagoya (JPN),27 JUN 2015,1051,women_1500m,2015,https://worldathletics.org/athletes/japan/yuka-kimura-14415239
29,4:19.98,,Qiuzi XU,08 FEB 1991,CHN,6,,Suzhou (CHN),24 SEP 2015,1050,women_1500m,2015,https://worldathletics.org/athletes/athlete=14265442
29,4:19.98,,Yuna WADA,07 AUG 1999,JPN,2,,Wakayama (JPN),03 OCT 2015,1050,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719661
31,4:20.12,,Yui FUKUDA,01 JUN 1995,JPN,7,,Nagoya (JPN),27 JUN 2015,1049,women_1500m,2015,https://worldathletics.org/athletes/athlete=14440510
32,4:20.18,,Miku MORIBAYASHI,05 SEP 1999,JPN,3,,Wakayama (JPN),03 OCT 2015,1049,women_1500m,2015,https://worldathletics.org/athletes/athlete=14671565
33,4:20.32,,Arisu FUWA,24 NOV 1999,JPN,4,,Wakayama (JPN),03 OCT 2015,1048,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719663
34,4:20.41,,Ayaka NAKAGAWA,26 SEP 1996,JPN,4f1,,Abashiri (JPN),16 JUL 2015,1047,women_1500m,2015,https://worldathletics.org/athletes/athlete=14440505
35,4:20.54,,Azusa SUMI,12 AUG 1996,JPN,6,,Kobe (JPN),26 APR 2015,1046,women_1500m,2015,https://worldathletics.org/athletes/athlete=14524081
36,4:20.57,,Rinzy Helena MEI,02 MAR 2000,JPN,5,,Wakayama (JPN),03 OCT 2015,1046,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719676
37,4:20.63,,Natsu NISHINAGA,20 JUL 1999,JPN,6,,Wakayama (JPN),03 OCT 2015,1045,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719669
38,4:20.70,,Miho SHIMADA,26 AUG 1997,JPN,4,,Wakayama (JPN),30 JUL 2015,1045,women_1500m,2015,https://worldathletics.org/athletes/athlete=14672591
39,4:20.76,,Chikako MORI,25 NOV 1992,JPN,5f1,,Abashiri (JPN),16 JUL 2015,1044,women_1500m,2015,https://worldathletics.org/athletes/athlete=14427119
40,4:20.86,,Min GENG,28 APR 1995,CHN,7,,Suzhou (CHN),24 SEP 2015,1044,women_1500m,2015,https://worldathletics.org/athletes/athlete=14668287
41,4:20.93,,Misaki ONISHI,24 FEB 1985,JPN,2,,Kumagaya (JPN),16 MAY 2015,1043,women_1500m,2015,https://worldathletics.org/athletes/athlete=14287598
42,4:21.01,,Ayako SUZUKI,2001,JPN,7,,Wakayama (JPN),03 OCT 2015,1042,women_1500m,2015,https://worldathletics.org/athletes/athlete=14728057
43,4:21.24,,Sara TAKAHASHI,31 JUL 1996,JPN,3,,Kitami (JPN),12 JUL 2015,1041,women_1500m,2015,https://worldathletics.org/athletes/athlete=14547932
44,4:21.33,,Kyoko KOYAMA,18 FEB 1994,JPN,1,,Osaka (JPN),11 SEP 2015,1040,women_1500m,2015,https://worldathletics.org/athletes/japan/kyoko-koyama-14680908
45,4:21.65,,Fang LIU,25 FEB 1990,CHN,1h3,,Jinan (CHN),29 APR 2015,1038,women_1500m,2015,https://worldathletics.org/athletes/athlete=14329580
46,4:21.73,,Xiaomeng ZHU,30 SEP 1996,CHN,8,,Suzhou (CHN),24 SEP 2015,1037,women_1500m,2015,https://worldathletics.org/athletes/athlete=14702470
47,4:21.81,,Karin YASUMOTO,06 OCT 1996,JPN,6,,Yokohama (JPN),15 MAY 2015,1037,women_1500m,2015,https://worldathletics.org/athletes/athlete=14659419
48,4:22.01,,Monika CHAUDHARY,28 JUN 1994,IND,1,,Thiruvanthapuram (IND),10 FEB 2015,1035,women_1500m,2015,https://worldathletics.org/athletes/athlete=14497989
49,4:22.05,,Sushma DEVI,07 MAY 1984,IND,1,,Chennai (IND),13 JUL 2015,1035,women_1500m,2015,https://worldathletics.org/athletes/athlete=14282828
50,4:22.29,,Yan SONG,10 DEC 1996,CHN,9,,Suzhou (CHN),24 SEP 2015,1033,women_1500m,2015,https://worldathletics.org/athletes/athlete=14702478
51,4:22.39,,Karen SUZUKI,21 MAR 2001,JPN,8,,Wakayama (JPN),03 OCT 2015,1032,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719671
52,4:22.44,,Zhixuan LI,23 MAR 1994,CHN,10,,Suzhou (CHN),24 SEP 2015,1032,women_1500m,2015,https://worldathletics.org/athletes/athlete=14376349
53,4:22.7h,,Gulshanoi SATAROVA,01 SEP 1992,KGZ,1,,Bishkek (KGZ),03 MAY 2015,1030,women_1500m,2015,https://worldathletics.org/athletes/athlete=14522922
54,4:22.78,,W.P.E. RASIKA DULAKSHI,21 MAR 1991,SRI,1,,Diyagama (SRI),25 JUL 2015,1029,women_1500m,2015,https://worldathletics.org/athletes/sri-lanka/wpe-rasika-dulakshi-14377488
55,4:22.96,,Mei WANG,22 DEC 1993,CHN,2h2,,Jinan (CHN),29 APR 2015,1028,women_1500m,2015,https://worldathletics.org/athletes/athlete=14483318
56,4:23.02,,Ayaka YOKOSE,07 AUG 1991,JPN,6f1,,Gifu (JPN),26 SEP 2015,1028,women_1500m,2015,https://worldathletics.org/athletes/athlete=14423320
57,4:23.03,,Sinimole PAULOSE,24 JUN 1983,IND,2,,Thiruvanthapuram (IND),10 FEB 2015,1027,women_1500m,2015,https://worldathletics.org/athletes/athlete=14282997
58,4:23.05,,Thi Thao DO,30 SEP 1993,VIE,1,,Ho Chi-Minh (VIE),13 OCT 2015,1027,women_1500m,2015,https://worldathletics.org/athletes/athlete=14379995
59,4:23.08,,Meng YANG,1999,CHN,3h2,,Jinan (CHN),29 APR 2015,1027,women_1500m,2015,https://worldathletics.org/athletes/pr-of-china/meng-yang-14702471
60,4:23.12,,Sayuri SHIRATORI,24 JAN 1997,JPN,7,,Yokohama (JPN),15 MAY 2015,1027,women_1500m,2015,https://worldathletics.org/athletes/athlete=14659420
61,4:23.16,,Kako OKADA,12 FEB 1998,JPN,6,,Wakayama (JPN),30 JUL 2015,1026,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719659
62,4:23.19,,Kana TSUCHIDA,11 JAN 1998,JPN,7,,Wakayama (JPN),30 JUL 2015,1026,women_1500m,2015,https://worldathletics.org/athletes/athlete=14608143
63,4:23.24,,Kanami HIRAGA,07 OCT 1998,JPN,3h2,,Wakayama (JPN),29 JUL 2015,1026,women_1500m,2015,https://worldathletics.org/athletes/athlete=14671568
64,4:23.50,,Wenfei WANG,27 OCT 1995,CHN,5h2,,Jinan (CHN),29 APR 2015,1024,women_1500m,2015,https://worldathletics.org/athletes/athlete=14585339
65,4:23.61,,Chinatsu TARUMOTO,10 AUG 1999,JPN,2h4,,Wakayama (JPN),29 JUL 2015,1023,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719664
66,4:23.82,,Xinyan ZHANG,09 FEB 1994,CHN,1h1,,Jinan (CHN),29 APR 2015,1022,women_1500m,2015,https://worldathletics.org/athletes/athlete=14488655
67,4:23.88,,Junqiao LI,08 MAR 1996,CHN,1h2,,Beijing (CHN),27 JUN 2015,1021,women_1500m,2015,https://worldathletics.org/athletes/athlete=14583570
68,4:24.07,,Gayanthika ARTIGALA,23 DEC 1986,SRI,1,,Diyagama (SRI),04 DEC 2015,1020,women_1500m,2015,https://worldathletics.org/athletes/athlete=14498049
69,4:24.10,,Shuri OGASAWARA,03 OCT 2000,JPN,9,,Wakayama (JPN),03 OCT 2015,1020,women_1500m,2015,https://worldathletics.org/athletes/athlete=14728058
70,4:24.18,,Wakana KABASAWA,24 MAR 1999,JPN,8,,Kobe (JPN),26 APR 2015,1019,women_1500m,2015,https://worldathletics.org/athletes/athlete=14608139
71,4:24.32,,Yuki KOMETANI,19 MAR 1998,JPN,3h4,,Wakayama (JPN),29 JUL 2015,1018,women_1500m,2015,https://worldathletics.org/athletes/athlete=14659418
72,4:24.45,,Sugandha KUMARI,02 AUG 1996,IND,1,,Kolkata (IND),17 SEP 2015,1017,women_1500m,2015,https://worldathletics.org/athletes/india/sugandha-kumari-14672709
73,4:24.61,,Darya MASLOVA,06 MAY 1995,KGZ,1,,Bishkek (KGZ),20 JUN 2015,1016,women_1500m,2015,https://worldathletics.org/athletes/athlete=14583875
74,4:24.79,,Miyuki MANDAI,01 OCT 1990,JPN,1f2,,Gifu (JPN),26 SEP 2015,1014,women_1500m,2015,https://worldathletics.org/athletes/japan/miyuki-mandai-14504805
75,4:24.81,,Miki KOBAYASHI,24 OCT 1993,JPN,2h1,,Osaka (JPN),11 SEP 2015,1014,women_1500m,2015,https://worldathletics.org/athletes/athlete=14445175
76,4:24.91,,Ran URABE,16 JUN 1995,JPN,8,,Yokohama (JPN),15 MAY 2015,1014,women_1500m,2015,https://worldathletics.org/athletes/athlete=14444476
77,4:24.93,,Jiahui WANG,12 APR 1995,CHN,11,,Suzhou (CHN),24 SEP 2015,1013,women_1500m,2015,https://worldathletics.org/athletes/pr-of-china/jiahui-wang-14668289
78,4:24.94,,Honoka TANAIKE,21 MAR 1997,JPN,3h1,,Osaka (JPN),11 SEP 2015,1013,women_1500m,2015,https://worldathletics.org/athletes/athlete=14722786
79,4:24.97,,Shuangshuang XU,06 APR 1996,CHN,2h2,,Beijing (CHN),27 JUN 2015,1013,women_1500m,2015,https://worldathletics.org/athletes/athlete=14534952
80,4:25.00,,He ZHANG,02 MAY 1994,CHN,2h1,,Beijing (CHN),27 JUN 2015,1013,women_1500m,2015,https://worldathletics.org/athletes/athlete=14588776
81,4:25.07,,Xiaolin ZHENG,17 APR 1989,CHN,7h2,,Jinan (CHN),29 APR 2015,1012,women_1500m,2015,https://worldathletics.org/athletes/athlete=14264286
81,4:25.07,,Ryo KOIDO,16 SEP 1997,JPN,10,,Wakayama (JPN),30 JUL 2015,1012,women_1500m,2015,https://worldathletics.org/athletes/athlete=14719662
83,4:25.13,,Madoka MITSUEDA,1992,JPN,6,,Wakayama (JPN),04 OCT 2015,1012,women_1500m,2015,https://worldathletics.org/athletes/japan/madoka-mitsueda-14563065
84,4:25.32,,Yuka SARUMIDA,18 FEB 1999,JPN,9,,Kobe (JPN),26 APR 2015,1011,women_1500m,2015,https://worldathletics.org/athletes/athlete=14654023
85,4:25.35,,Mingming JIN,10 DEC 1996,CHN,3h1,,Jinan (CHN),29 APR 2015,1010,women_1500m,2015,https://worldathletics.org/athletes/athlete=14482093
86,4:25.50,,Ayano IKEMITSU,18 APR 1991,JPN,13,,Nagoya (JPN),27 JUN 2015,1009,women_1500m,2015,https://worldathletics.org/athletes/athlete=14527912
86,4:25.50,,Tatyana NEROZNAK,18 FEB 1992,KAZ,1,,Almaty (KAZ),25 JUL 2015,1009,women_1500m,2015,https://worldathletics.org/athletes/athlete=14498431
88,4:25.61,,Anju TAKAMIZAWA,06 MAR 1996,JPN,1,,Shibetsu (JPN),05 JUL 2015,1008,women_1500m,2015,https://worldathletics.org/athletes/athlete=14654017
88,4:25.61,,Chitra PALAKEEZH UNNIKRISHNAN,09 JUN 1995,IND,2,,Kolkata (IND),17 SEP 2015,1008,women_1500m,2015,https://worldathletics.org/athletes/athlete=14606745
90,4:25.65,,Nilani RATHNAYAKA,08 AUG 1990,SRI,2,,Diyagama (SRI),04 DEC 2015,1008,women_1500m,2015,https://worldathletics.org/athletes/athlete=14383787
91,4:25.66,,Ruriko KUBO,23 JAN 1989,JPN,1,,"Berkeley, CA (USA)",25 APR 2015,1008,women_1500m,2015,https://worldathletics.org/athletes/athlete=14286931
92,4:25.90,,Satomi UEDA,19 NOV 1988,JPN,14,,Nagoya (JPN),27 JUN 2015,1006,women_1500m,2015,https://worldathletics.org/athletes/athlete=14423321
93,4:26.01,,Sakie ARAI,23 JUN 1994,JPN,1h1,,Hiratsuka (JPN),12 JUN 2015,1005,women_1500m,2015,https://worldathletics.org/athletes/athlete=14559479
93,4:26.01,,Kseniya FAYSKANOVA,28 MAY 1995,KGZ,2,,Almaty (KAZ),25 JUL 2015,1005,women_1500m,2015,https://worldathletics.org/athletes/athlete=14591503
95,4:26.04,,Mai NAKANO,11 MAR 1997,JPN,1,,Nobeoka (JPN),09 MAY 2015,1005,women_1500m,2015,https://worldathletics.org/athletes/athlete=14699338
96,4:26.22,,Riho TAKAMIZAWA,12 APR 1997,JPN,2,,Nobeoka (JPN),09 MAY 2015,1004,women_1500m,2015,https://worldathletics.org/athletes/athlete=14702240
97,4:26.23,,Yuka MATSUMURA,05 OCT 1997,JPN,3,,Nobeoka (JPN),09 MAY 2015,1004,women_1500m,2015,https://worldathletics.org/athletes/athlete=14695497
98,4:26.32,,Hikaru NAKAMURA,14 OCT 1994,JPN,1,,Hiratsuka (JPN),12 JUN 2015,1003,women_1500m,2015,https://worldathletics.org/athletes/japan/hikaru-nakamura-14637689
99,4:26.36,,Mayuko NAKAMURA,20 NOV 1990,JPN,12f1,,"Eugene, OR (USA)",08 MAY 2015,1003,women_1500m,2015,https://worldathletics.org/athletes/athlete=14545067
100,4:26.50,,Ami KOSE,,JPN,2h1,,Hiratsuka (JPN),12 JUN 2015,1002,women_1500m,2015,https://worldathletics.org/athletes/japan/ami-kose-14707940
101,4:26.66,,Yuika MORI,25 JAN 1988,JPN,8,,Wakayama (JPN),04 OCT 2015,1001,women_1500m,2015,https://worldathletics.org/athletes/athlete=14287201
102,4:26.81,,Thi Phuong NGUYEN,02 SEP 1990,VIE,2,,Ho Chi-Minh (VIE),13 OCT 2015,1000,women_1500m,2015,https://worldathletics.org/athletes/vietnam/thi-phuong-nguyen-14514066
103,4:26.88,,Kiranjit KAUR,14 JUN 1988,IND,3,,Chennai (IND),13 JUL 2015,999,women_1500m,2015,https://worldathletics.org/athletes/athlete=14813055
104,4:26.90,,Lili DAS,18 MAR 1998,IND,3,,Kolkata (IND),17 SEP 2015,999,women_1500m,2015,https://worldathletics.org/athletes/athlete=14643501
