Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,2:00.56,,Tintu LUKA,26 APR 1989,IND,1,,Kolkata (IND),19 SEP 2015,1152,women_800m,2015,https://worldathletics.org/athletes/athlete=14282954
2,2:02.25,,Manal EBAHRAOUI,06 JAN 1994,BRN,7f1,,Ninove (BEL),01 AUG 2015,1122,women_800m,2015,https://worldathletics.org/athletes/athlete=14431568
3,2:03.08,,Jing ZHAO,09 JUL 1988,CHN,6h3,,"National Stadium, Beijing (CHN)",26 AUG 2015,1108,women_800m,2015,https://worldathletics.org/athletes/athlete=14264335
4,2:03.94,,Nimali WALIWARSHA,19 SEP 1989,SRI,3,,Wuhan (CHN),07 JUN 2015,1093,women_800m,2015,https://worldathletics.org/athletes/athlete=14376422
5,2:04.89,,Marimuthu GOMATHY,08 FEB 1989,IND,4,,Wuhan (CHN),07 JUN 2015,1076,women_800m,2015,https://worldathletics.org/athletes/athlete=14714265
6,2:05.05,,Sushma DEVI,07 MAY 1984,IND,2,,Chennai (IND),11 JUL 2015,1074,women_800m,2015,https://worldathletics.org/athletes/athlete=14282828
7,2:05.22,,Thi Thao DO,30 SEP 1993,VIE,1,,Singapore (SGP),10 JUN 2015,1071,women_800m,2015,https://worldathletics.org/athletes/athlete=14379995
8,2:05.51,,Yume KITAMURA,23 DEC 1995,JPN,1,,Yokohama (JPN),18 OCT 2015,1066,women_800m,2015,https://worldathletics.org/athletes/athlete=14664059
9,2:05.99,,Manami MASHITA,21 MAY 1991,JPN,2,,Kitami (JPN),12 JUL 2015,1058,women_800m,2015,https://worldathletics.org/athletes/athlete=14386054
10,2:06.15,,Chunyu WANG,17 JAN 1995,CHN,2,,Suzhou (CHN),25 SEP 2015,1055,women_800m,2015,https://worldathletics.org/athletes/athlete=14462001
10,2:06.15,,Gayanthika ARTIGALA,23 DEC 1986,SRI,2,,Diyagama (SRI),19 DEC 2015,1055,women_800m,2015,https://worldathletics.org/athletes/athlete=14498049
12,2:06.29,,Chika MUKAI,26 FEB 1998,JPN,1,,Wakayama (JPN),01 AUG 2015,1052,women_800m,2015,https://worldathletics.org/athletes/athlete=14671515
13,2:06.32,,Xiaoqian ZHENG,15 AUG 1996,CHN,3,,Suzhou (CHN),25 SEP 2015,1052,women_800m,2015,https://worldathletics.org/athletes/athlete=14647951
14,2:06.37,,Sinimole PAULOSE,24 JUN 1983,IND,3,,Thiruvanthapuram (IND),13 FEB 2015,1051,women_800m,2015,https://worldathletics.org/athletes/athlete=14282997
15,2:06.42,,Shipra SARKAR,10 OCT 1995,IND,3,,Kolkata (IND),19 SEP 2015,1050,women_800m,2015,https://worldathletics.org/athletes/athlete=14681228
16,2:06.61,,Ruriko KUBO,23 JAN 1989,JPN,3f2,,Victoria (CAN),10 JUN 2015,1047,women_800m,2015,https://worldathletics.org/athletes/athlete=14286931
17,2:06.71,,Sugandha KUMARI,02 AUG 1996,IND,4,,Kolkata (IND),19 SEP 2015,1045,women_800m,2015,https://worldathletics.org/athletes/india/sugandha-kumari-14672709
18,2:06.79,,Mei WANG,22 DEC 1993,CHN,5,,Wuhan (CHN),07 JUN 2015,1044,women_800m,2015,https://worldathletics.org/athletes/athlete=14483318
19,2:06.98,,Haruko ISHIZUKA,02 JUN 1997,JPN,1f3,,Fukuroi (JPN),03 MAY 2015,1041,women_800m,2015,https://worldathletics.org/athletes/athlete=14649124
20,2:07.14,,Hana YAMADA,17 SEP 1994,JPN,2h2,,Nagoya (JPN),27 JUN 2015,1038,women_800m,2015,https://worldathletics.org/athletes/athlete=14664058
21,2:07.21,,Shoko FUKUDA,20 AUG 1998,JPN,3h2,,Nagoya (JPN),27 JUN 2015,1037,women_800m,2015,https://worldathletics.org/athletes/athlete=14671512
22,2:07.28,,Airi IKEZAKI,22 JUN 1998,JPN,3,,Wakayama (JPN),01 AUG 2015,1036,women_800m,2015,https://worldathletics.org/athletes/athlete=14671513
23,2:07.32,,Ayane TOKIHISA,1998,JPN,4,,Wakayama (JPN),01 AUG 2015,1035,women_800m,2015,https://worldathletics.org/athletes/athlete=14719655
24,2:07.33,,Abitha Mary MANUEL,24 NOV 1998,IND,3,,Apia (SAM),09 SEP 2015,1035,women_800m,2015,https://worldathletics.org/athletes/athlete=14662206
25,2:07.40,,Ryoko HIRANO,03 MAR 1995,JPN,4h2,,Nagoya (JPN),27 JUN 2015,1034,women_800m,2015,https://worldathletics.org/athletes/athlete=14543347
26,2:07.42,,Tatyana NEROZNAK,18 FEB 1992,KAZ,1,,Almaty (KAZ),26 JUL 2015,1033,women_800m,2015,https://worldathletics.org/athletes/athlete=14498431
27,2:07.44,,Fumika OMORI,04 DEC 1992,JPN,3h1,,Wuhan (CHN),06 JUN 2015,1033,women_800m,2015,https://worldathletics.org/athletes/athlete=14646734
28,2:07.52,,Marta YOTA,12 MAY 1997,BRN,7,,Mungyeong (KOR),05 OCT 2015,1032,women_800m,2015,https://worldathletics.org/athletes/athlete=14701083
29,2:07.54,,Yuting HE,07 MAY 1992,CHN,4,,Suzhou (CHN),25 SEP 2015,1031,women_800m,2015,https://worldathletics.org/athletes/athlete=14426620
30,2:07.63,,Nukumi TOTANI,06 JUL 1998,JPN,3sf3,,Wakayama (JPN),31 JUL 2015,1030,women_800m,2015,https://worldathletics.org/athletes/athlete=14719656
31,2:07.72,,Fang LIU,25 FEB 1990,CHN,1,,Taiyuan (CHN),13 MAY 2015,1028,women_800m,2015,https://worldathletics.org/athletes/athlete=14329580
32,2:07.87,,Kaede OYA,05 MAR 1994,JPN,3sf1,,Yokohama (JPN),17 MAY 2015,1026,women_800m,2015,https://worldathletics.org/athletes/athlete=14545093
33,2:07.92,,He ZHANG,02 MAY 1994,CHN,1h1,,Beijing (CHN),28 JUN 2015,1025,women_800m,2015,https://worldathletics.org/athletes/athlete=14588776
34,2:08.12,,Yevgeniya FANDYUSHINA,27 AUG 1995,KAZ,1,,Almaty (KAZ),15 JUN 2015,1022,women_800m,2015,https://worldathletics.org/athletes/athlete=14498009
35,2:08.14,,Nozomi Musembi TAKAMATSU,31 AUG 1997,JPN,3f3,,Fukuroi (JPN),03 MAY 2015,1021,women_800m,2015,https://worldathletics.org/athletes/athlete=14598160
36,2:08.18,,Ran URABE,16 JUN 1995,JPN,1,,Abashiri (JPN),16 JUL 2015,1020,women_800m,2015,https://worldathletics.org/athletes/athlete=14444476
37,2:08.32,,Maya IINO,05 FEB 1988,JPN,2,,Abashiri (JPN),16 JUL 2015,1018,women_800m,2015,https://worldathletics.org/athletes/athlete=14286470
38,2:08.42,,Min GENG,28 APR 1995,CHN,1h3,,Beijing (CHN),28 JUN 2015,1016,women_800m,2015,https://worldathletics.org/athletes/athlete=14668287
39,2:08.61,,Akiho FUKUZATO,04 OCT 1994,JPN,2,,Yokohama (JPN),18 OCT 2015,1013,women_800m,2015,https://worldathletics.org/athletes/athlete=14479937
40,2:08.62,,Ayano SHIOMI,26 NOV 1999,JPN,4,,Wakayama (JPN),03 OCT 2015,1013,women_800m,2015,https://worldathletics.org/athletes/athlete=14728006
41,2:08.67,,Fulan KHATUN,18 JUN 1990,IND,4,,Thiruvanthapuram (IND),13 FEB 2015,1012,women_800m,2015,https://worldathletics.org/athletes/india/fulan-khatun-14497525
