Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,43.93,,Youssef Ahmed MASRAHI,31 DEC 1987,KSA,1h2,,"National Stadium, Beijing (CHN)",23 AUG 2015,1255,men_400m,2015,https://worldathletics.org/athletes/athlete=14327428
2,44.27,,Abdalelah HAROUN,01 JAN 1997,QAT,2f1,,La Chaux-de-Fonds (SUI),05 JUL 2015,1231,men_400m,2015,https://worldathletics.org/athletes/athlete=14686631
3,45.15,,Abbas Abubakar ABBAS,17 MAY 1996,BRN,1f4,,Plovdiv (BUL),25 JUL 2015,1169,men_400m,2015,https://worldathletics.org/athletes/athlete=14581977
4,45.22,,Yuzo KANEMARU,18 SEP 1987,JPN,1h1,,Nagoya (JPN),27 JUN 2015,1165,men_400m,2015,https://worldathletics.org/athletes/athlete=14203678
5,45.52,,Takamasa KITAGAWA,05 SEP 1996,JPN,2h1,,Nagoya (JPN),27 JUN 2015,1144,men_400m,2015,https://worldathletics.org/athletes/athlete=14608084
6,45.57,,Arokia RAJIV,22 MAY 1991,IND,2,,Mungyeong (KOR),06 OCT 2015,1141,men_400m,2015,https://worldathletics.org/athletes/athlete=14497452
7,45.58,,Kentaro SATO,16 NOV 1994,JPN,3h1,,Nagoya (JPN),27 JUN 2015,1140,men_400m,2015,https://worldathletics.org/athletes/athlete=14698120
8,45.66,,Zhongze GUO,07 AUG 1996,CHN,1,,Beijing (CHN),28 JUN 2015,1134,men_400m,2015,https://worldathletics.org/athletes/athlete=14714442
9,45.85,,Kosuke HORII,27 APR 1994,JPN,4h1,,Nagoya (JPN),27 JUN 2015,1121,men_400m,2015,https://worldathletics.org/athletes/athlete=14663908
10,45.88,,Ali Khamis KHAMIS,30 JUN 1995,BRN,2f3,,Stara Zagora (BUL),18 JUL 2015,1119,men_400m,2015,https://worldathletics.org/athletes/athlete=14479839
11,45.91,,Naoki KOBAYASHI,20 DEC 1990,JPN,1h2,,Nagoya (JPN),27 JUN 2015,1117,men_400m,2015,https://worldathletics.org/athletes/athlete=14528820
12,45.92,,Julian Jrummi WALSH,18 SEP 1996,JPN,1,,Tokyo (JPN),26 JUL 2015,1117,men_400m,2015,https://worldathletics.org/athletes/athlete=14657849
13,45.94,,Hideyuki HIROSE,20 JUL 1989,JPN,1h3,,Nagoya (JPN),26 JUN 2015,1115,men_400m,2015,https://worldathletics.org/athletes/athlete=14329982
14,45.96,,Kazushi KIMURA,17 JAN 1993,JPN,2h3,,Nagoya (JPN),26 JUN 2015,1114,men_400m,2015,https://worldathletics.org/athletes/athlete=14532914
15,45.98,,Sajjad HASHEMI,22 AUG 1991,IRI,2f1,,Pathum Thani (THA),25 JUN 2015,1113,men_400m,2015,https://worldathletics.org/athletes/athlete=14422407
16,45.99,,Cong Lich QUACH,27 AUG 1993,VIE,1f1,,Chanthaburi (THA),29 JUN 2015,1112,men_400m,2015,https://worldathletics.org/athletes/athlete=14543357
17,46.00,,Kunanon SUKKAEW,30 SEP 1990,THA,1,,Singapore (SGP),12 JUN 2015,1111,men_400m,2015,https://worldathletics.org/athletes/athlete=14678177
18,46.03,,Kazuya WATANABE,20 JUL 1988,JPN,3h3,,Nagoya (JPN),26 JUN 2015,1109,men_400m,2015,https://worldathletics.org/athletes/athlete=14373412
19,46.04,,Mahdi ZAMANI,20 DEC 1989,IRI,4,,Almaty (KAZ),25 JUL 2015,1109,men_400m,2015,https://worldathletics.org/athletes/athlete=14413191
20,46.07,,Chenbin ZHU,17 MAR 1990,CHN,3f1,,Pathum Thani (THA),25 JUN 2015,1107,men_400m,2015,https://worldathletics.org/athletes/athlete=14429980
20,46.07,,Tomoya TAMURA,20 AUG 1992,JPN,2h2,,Nagoya (JPN),27 JUN 2015,1107,men_400m,2015,https://worldathletics.org/athletes/athlete=14445043
22,46.08,,Mikhail LITVIN,05 JAN 1996,KAZ,1,,Almaty (KAZ),12 MAY 2015,1106,men_400m,2015,https://worldathletics.org/athletes/athlete=14595104
23,46.14,,Kenta KIMURA,11 DEC 1993,JPN,1h4,,Osaka (JPN),11 SEP 2015,1102,men_400m,2015,https://worldathletics.org/athletes/athlete=14444382
24,46.27,,Youssef Mohamed KARAM,15 JUL 1993,KUW,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1093,men_400m,2015,https://worldathletics.org/athletes/athlete=14370397
25,46.30,,Yusuke ISHITSUKA,19 JUN 1987,JPN,4h3,,Nagoya (JPN),26 JUN 2015,1091,men_400m,2015,https://worldathletics.org/athletes/athlete=14203456
