Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,54.12,,Kemi ADEKOYA,16 JAN 1993,BRN,3,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1200,women_400h,2015,https://worldathletics.org/athletes/athlete=14419510
2,56.15,,Thi Huyen NGUYEN,19 MAY 1993,VIE,1,,Singapore (SGP),10 JUN 2015,1137,women_400h,2015,https://worldathletics.org/athletes/athlete=14524764
3,56.94,,Manami KIRA,23 OCT 1991,JPN,1,,Kumagaya (JPN),16 MAY 2015,1113,women_400h,2015,https://worldathletics.org/athletes/athlete=14439813
4,57.09,,Haruko ISHIZUKA,02 JUN 1997,JPN,1,,Wakayama (JPN),31 JUL 2015,1108,women_400h,2015,https://worldathletics.org/athletes/athlete=14649124
5,57.16,,Satomi KUBOKURA,27 APR 1982,JPN,,,Brisbane (AUS),29 MAR 2015,1106,women_400h,2015,https://worldathletics.org/athletes/athlete=14286933
6,57.30,,Huan WANG,21 SEP 1994,CHN,1,,Suzhou (CHN),24 SEP 2015,1102,women_400h,2015,https://worldathletics.org/athletes/athlete=14420866
7,57.61,,Xia XIAO,04 JUN 1991,CHN,7,,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1092,women_400h,2015,https://worldathletics.org/athletes/athlete=14264869
8,57.71,,Miku FUJIWARA,07 DEC 1992,JPN,1,,Osaka (JPN),13 SEP 2015,1089,women_400h,2015,https://worldathletics.org/athletes/athlete=14433362
9,57.79,,Anu RAGHAVAN,20 APR 1993,IND,4,,Wuhan (CHN),06 JUN 2015,1087,women_400h,2015,https://worldathletics.org/athletes/athlete=14436789
10,57.81,,Akiko ITO,26 MAY 1995,JPN,2,,Osaka (JPN),13 SEP 2015,1086,women_400h,2015,https://worldathletics.org/athletes/athlete=14562727
11,57.87,,Yan HUANG,12 JAN 1996,CHN,2,,Suzhou (CHN),24 SEP 2015,1085,women_400h,2015,https://worldathletics.org/athletes/athlete=14668298
12,57.94,,Merjen ISHANGULIYEVA,21 JAN 1988,KAZ,1,,Almaty (KAZ),25 JUL 2015,1083,women_400h,2015,https://worldathletics.org/athletes/athlete=14941261
13,58.01,,Ayaka NISHIDA,15 JUL 1993,JPN,3,,Osaka (JPN),13 SEP 2015,1080,women_400h,2015,https://worldathletics.org/athletes/athlete=14521626
14,58.02,,Satsuki UMEHARA,22 MAY 1994,JPN,4,,Osaka (JPN),13 SEP 2015,1080,women_400h,2015,https://worldathletics.org/athletes/athlete=14444482
15,58.03,,Aleksandra ROMANOVA,26 DEC 1990,KAZ,5,,Wuhan (CHN),06 JUN 2015,1080,women_400h,2015,https://worldathletics.org/athletes/athlete=14593716
16,58.10,,Xueting WU,20 AUG 1995,CHN,2,,Beijing (CHN),28 JUN 2015,1078,women_400h,2015,https://worldathletics.org/athletes/athlete=14585341
17,58.20,,Aminat JAMAL,27 JUN 1997,BRN,4,,Mungyeong (KOR),06 OCT 2015,1075,women_400h,2015,https://worldathletics.org/athletes/athlete=14701082
18,58.36,,Christine Sonali MERRILL,20 AUG 1987,SRI,1f1,,"San Marcos, TX (USA)",11 APR 2015,1070,women_400h,2015,https://worldathletics.org/athletes/athlete=14316872
19,58.39,,Sayaka AOKI,15 DEC 1986,JPN,3,,Gifu (JPN),26 SEP 2015,1069,women_400h,2015,https://worldathletics.org/athletes/athlete=14286092
20,58.41,,Moe OSHIDEN,19 AUG 1993,JPN,5,,Osaka (JPN),13 SEP 2015,1068,women_400h,2015,https://worldathletics.org/athletes/athlete=14521628
21,58.59,,Miyabi TAGO,15 JUL 1988,JPN,2,,Kumagaya (JPN),16 MAY 2015,1063,women_400h,2015,https://worldathletics.org/athletes/athlete=14287990
22,58.61,,Ghofrane MOHAMMAD,06 JUN 1989,SYR,8h3,,"National Stadium, Beijing (CHN)",23 AUG 2015,1062,women_400h,2015,https://worldathletics.org/athletes/athlete=14302586
23,58.81,,Haruka SHIBATA,13 JAN 1991,JPN,4,,Gifu (JPN),26 SEP 2015,1057,women_400h,2015,https://worldathletics.org/athletes/athlete=14334519
24,58.83,,Suzuka KAWABATA,13 JUL 1993,JPN,2h5,,Osaka (JPN),12 SEP 2015,1056,women_400h,2015,https://worldathletics.org/athletes/athlete=14591170
25,58.95,,Mizuki MURAKAMI,19 MAY 1998,JPN,2,,Wakayama (JPN),31 JUL 2015,1052,women_400h,2015,https://worldathletics.org/athletes/athlete=14714401
26,58.96,,Saki KAMADA,18 MAY 1997,JPN,1,,Wakayama (JPN),03 OCT 2015,1052,women_400h,2015,https://worldathletics.org/athletes/athlete=14719692
27,58.99,,Yuri ARASHIMA,02 SEP 1997,JPN,3,,Wakayama (JPN),31 JUL 2015,1051,women_400h,2015,https://worldathletics.org/athletes/athlete=14608150
28,59.16,,Thi Lan QUACH,18 OCT 1995,VIE,4f1,,"Gainesville, FL (USA)",24 APR 2015,1046,women_400h,2015,https://worldathletics.org/athletes/athlete=14483951
29,59.18,,Chen WANG,26 FEB 1999,CHN,5sf2,,"Pascual Guerrero Stadium, Cali (COL)",16 JUL 2015,1046,women_400h,2015,https://worldathletics.org/athletes/athlete=14702502
30,59.24,,Dipna Lim PRASAD,07 JUN 1991,SGP,2,,Singapore (SGP),10 JUN 2015,1044,women_400h,2015,https://worldathletics.org/athletes/athlete=14427000
31,59.28,,Natsumi KAWAHARA,06 FEB 1995,JPN,7,,Osaka (JPN),13 SEP 2015,1043,women_400h,2015,https://worldathletics.org/athletes/athlete=14722791
32,59.31,,Risa HAYASHI,18 FEB 1998,JPN,3,,Wakayama (JPN),03 OCT 2015,1042,women_400h,2015,https://worldathletics.org/athletes/athlete=14719701
33,59.33,,Qiao YANG,15 JUL 1996,CHN,1h2,,Beijing (CHN),27 JUN 2015,1041,women_400h,2015,https://worldathletics.org/athletes/athlete=14585337
34,59.34,,Minjia CAI,02 APR 1993,CHN,3,,Beijing (CHN),28 JUN 2015,1041,women_400h,2015,https://worldathletics.org/athletes/athlete=14483293
35,59.37,,W.P.E. RASIKA DULAKSHI,21 MAR 1991,SRI,1,,Diyagama (SRI),26 JUL 2015,1040,women_400h,2015,https://worldathletics.org/athletes/sri-lanka/wpe-rasika-dulakshi-14377488
36,59.38,,Kana KONDO,10 AUG 1994,JPN,2h4,,Osaka (JPN),12 SEP 2015,1040,women_400h,2015,https://worldathletics.org/athletes/japan/kana-kondo-14664081
37,59.41,,Jauna MURMU,16 AUG 1990,IND,2,,Kolkata (IND),18 SEP 2015,1039,women_400h,2015,https://worldathletics.org/athletes/athlete=14377658
38,59.46,,Rena HATORI,22 SEP 1993,JPN,2,,Yokohama (JPN),17 MAY 2015,1037,women_400h,2015,https://worldathletics.org/athletes/japan/rena-hatori-14703303
39,59.47,,Airi NISHINO,26 MAR 1992,JPN,5f2,,Fukuroi (JPN),03 MAY 2015,1037,women_400h,2015,https://worldathletics.org/athletes/athlete=14334541
39,59.47,,Miyu ROKUTANDA,30 AUG 1997,JPN,4,,Wakayama (JPN),03 OCT 2015,1037,women_400h,2015,https://worldathletics.org/athletes/athlete=14719711
41,59.49,,Kyong-hwa KIM,14 OCT 1988,KOR,1,,Mungyeong (KOR),28 JUN 2015,1036,women_400h,2015,https://worldathletics.org/athletes/athlete=14382045
42,59.54,,Santosh KUMARI,15 JAN 1990,IND,3,,Kolkata (IND),18 SEP 2015,1035,women_400h,2015,https://worldathletics.org/athletes/athlete=14545221
43,59.55,,Pei-Lin LO,01 FEB 1994,TPE,1,,Kaohsiung (TPE),21 OCT 2015,1035,women_400h,2015,https://worldathletics.org/athletes/athlete=14483702
44,59.61,,Kana KOYAMA,16 DEC 1998,JPN,2sf3,,Wakayama (JPN),31 JUL 2015,1033,women_400h,2015,https://worldathletics.org/athletes/athlete=14719704
45,59.62,,Honoka IWATA,1997,JPN,3sf3,,Wakayama (JPN),31 JUL 2015,1033,women_400h,2015,https://worldathletics.org/athletes/athlete=14671525
46,59.67,,Thi Oanh NGUYEN,22 FEB 1996,VIE,1,,Ho Chi-Minh (VIE),09 OCT 2015,1031,women_400h,2015,https://worldathletics.org/athletes/athlete=14434122
47,59.71,,Sawako NAKAGAMA,13 MAY 1997,JPN,4,,Wakayama (JPN),31 JUL 2015,1030,women_400h,2015,https://worldathletics.org/athletes/athlete=14671531
48,59.85,,Miyuki YANO,01 APR 1990,JPN,7,,"Todoroki Stadium, Kawasaki (JPN)",10 MAY 2015,1026,women_400h,2015,https://worldathletics.org/athletes/athlete=14374558
49,59.87,,Xiaoqing DENG,13 JUN 1989,CHN,2,,Taiyuan (CHN),12 MAY 2015,1025,women_400h,2015,https://worldathletics.org/athletes/athlete=14266558
50,59.90,,Eunju JO,12 NOV 1989,KOR,8,,Wuhan (CHN),06 JUN 2015,1024,women_400h,2015,https://worldathletics.org/athletes/athlete=14477439
51,59.93,,Saki MIYAZAKI,24 APR 1994,JPN,3h4,,Osaka (JPN),12 SEP 2015,1024,women_400h,2015,https://worldathletics.org/athletes/japan/saki-miyazaki-14547919
52,59.95,,D.G.N.D. WICKRAMESINGHE,06 SEP 1987,SRI,2,,Diyagama (SRI),26 JUL 2015,1023,women_400h,2015,https://worldathletics.org/athletes/athlete=14483764
53,1:00.00,,Kyoka HIRAHARA,1998,JPN,3sf2,,Wakayama (JPN),31 JUL 2015,1021,women_400h,2015,https://worldathletics.org/athletes/athlete=14719710
