Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
1,1:43.82,,Musaeb Abdulrahman BALLA,19 MAR 1989,QAT,3f1,,Barcelona (ESP),08 JUL 2015,1210,men_800m,2015,https://worldathletics.org/athletes/athlete=14411825
2,1:45.33,,Abraham Kipchirchir ROTICH,26 SEP 1993,BRN,2,,Sotteville-lès-Rouen (FRA),06 JUL 2015,1163,men_800m,2015,https://worldathletics.org/athletes/athlete=14425914
3,1:45.50,,Ali AL DARAAN,17 APR 1990,KSA,1,,Mungyeong (KOR),06 OCT 2015,1158,men_800m,2015,https://worldathletics.org/athletes/athlete=14210622
4,1:46.16,,Jamal HAIRANE,26 MAY 1993,QAT,2f1,,Kessel-Lo (BEL),08 AUG 2015,1138,men_800m,2015,https://worldathletics.org/athletes/athlete=14493471
5,1:46.79,,Sho KAWAMOTO,01 MAR 1993,JPN,4,,"Todoroki Stadium, Kawasaki (JPN)",10 MAY 2015,1119,men_800m,2015,https://worldathletics.org/athletes/athlete=14388853
6,1:47.06,,Abubaker Haydar ABDALLA,28 AUG 1996,QAT,1,,Granollers (ESP),08 AUG 2015,1111,men_800m,2015,https://worldathletics.org/athletes/athlete=14581680
7,1:47.11,,Mohammed Ayoub TIOUALI,26 MAY 1991,BRN,1f2,,Ninove (BEL),01 AUG 2015,1110,men_800m,2015,https://worldathletics.org/athletes/athlete=14441527
8,1:47.15,,Linus KIPLAGAT,23 DEC 1994,BRN,6,,Mungyeong (KOR),06 OCT 2015,1109,men_800m,2015,https://worldathletics.org/athletes/athlete=14479208
9,1:47.20,,Emad Yahya AL JAYZANI,08 JUN 1994,KSA,3f2,,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015,1107,men_800m,2015,https://worldathletics.org/athletes/athlete=14706606
10,1:47.67,,Yusuf Saad KAMEL,29 MAR 1983,BRN,1,,Plovdiv (BUL),25 JUL 2015,1093,men_800m,2015,https://worldathletics.org/athletes/athlete=14175129
11,1:47.80,,Masato YOKOTA,19 NOV 1987,JPN,1f1,,Tokyo (JPN),26 JUL 2015,1090,men_800m,2015,https://worldathletics.org/athletes/athlete=14206994
12,1:47.90,,Jonathan KIPKOSGEI,13 SEP 1995,BRN,10f1,,Heusden-Zolder (BEL),18 JUL 2015,1087,men_800m,2015,https://worldathletics.org/athletes/athlete=14643547
13,1:47.91,,Mohammed Obaid AL SALHI,11 MAY 1986,KSA,9,,Lignano Sabbiadoro (ITA),07 JUL 2015,1086,men_800m,2015,https://worldathletics.org/athletes/athlete=14210679
14,1:48.07,,Mohamed Nasir ABBAS,01 JAN 1996,QAT,3f2,,"Globe Arena, Stockholm (SWE) (i)",19 FEB 2015,1138,men_800m,2015,https://worldathletics.org/athletes/athlete=14594797
